match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,agent_model,momentum_used,chain_used,generated_at
3930161,0,1,Italy,Albania,0,1,Group Stage,Kick Off,,Albania,[Kick Off] The Group Stage match is underway! Italy faces Albania in an exciting clash.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:00:15.376987
3930161,0,1,Italy,Albania,0,1,Group Stage,Goal,Nedim Bajrami,Albania,[Kick Off] The Group Stage match is underway! Italy faces Albania.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T20:00:17.486845
3930161,1,1,Italy,Albania,0,1,Group Stage,Shot (Off T),Lorenzo Pellegrini,Italy,[Shot Missed] Attempt missed! Pellegrini's right-footed shot from the center of the box goes over the target.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:00:18.722862
3930161,2,1,Italy,Albania,0,1,Group Stage,Foul,Alessandro Bastoni,Italy,[Foul] Foul by Armando Broja (Albania) on Alessandro Bastoni (Italy) in the defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:00:19.867565
3930161,3,1,Italy,Albania,0,1,Group Stage,Free Kick,Giovanni Di Lorenzo,Italy,[Foul] Foul by an Albanian player on Giovanni Di Lorenzo in Italy's defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:00:21.001927
3930161,4,1,Italy,Albania,0,1,Group Stage,Free Kick,Giovanni Di Lorenzo,Italy,[Foul] Foul by Taulant Sulejmanov (Albania) on Giovanni Di Lorenzo (Italy) in the defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:00:22.946809
3930161,5,1,Italy,Albania,0,1,Group Stage,Shot (Blocked),Federico Chiesa,Italy,[Shot Blocked] Attempt blocked! Federico Chiesa dribbles past his man but is denied by Berat Djimsiti's quick intervention.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T20:00:25.331533
3930161,6,1,Italy,Albania,0,1,Group Stage,General,Davide Frattesi,Italy,"[General] Italy dominating midfield early on, maintaining 100% possession. Chiesa leading the charge.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:00:29.563151
3930161,7,1,Italy,Albania,0,1,Group Stage,Shot (Blocked),Jasir Asani,Albania,[Shot Blocked] Attempt blocked! Jasir Asani dribbles past his man but his left-footed shot is stopped by Federico Dimarco.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T20:00:31.466884
3930161,8,1,Italy,Albania,0,1,Group Stage,Shot (Wayward),Berat Djimsiti,Albania,[Shot Missed] Djimsiti's left-footed effort from the center of the box goes wide. Albania continues to press.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:00:33.099525
