match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,agent_model,momentum_used,chain_used,generated_at
3943043,0,1,Spain,England,0,0,Final,Kick Off,,England,"[Kick Off] The Euro 2024 Final is underway! Spain versus England, both teams looking to claim victory.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:30:50.641714
3943043,1,1,Spain,England,0,0,Final,General,Jude Bellingham,England,"[General] Spain asserting dominance early with 73% possession, controlling midfield effectively.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:30:54.352298
3943043,2,1,Spain,England,0,0,Final,General,Robin Aime Robert Le Normand,Spain,"[General] Spain in control, dominating play in their defensive third for the last 2 minutes. Le Normand active with 15 events.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:30:58.237605
3943043,3,1,Spain,England,0,0,Final,General,Robin Aime Robert Le Normand,Spain,"[General] Spain in control, dominating midfield for the last 3 minutes with 76% possession.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:01.382313
3943043,4,1,Spain,England,0,0,Final,Corner,Nicholas Williams Arthuer,Spain,"[Corner] Corner for Spain. Delivered by Nicholas Williams Arthuer, conceded by John Stones.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:03.381096
3943043,5,1,Spain,England,0,0,Final,General,Daniel Carvajal Ramos,Spain,"[General] Spain dominating early with 96% possession, Fabián Ruiz leading the charge.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:07.331992
3943043,6,1,Spain,England,0,0,Final,General,Robin Aime Robert Le Normand,Spain,"[General] Spain in control, dominating midfield for the last 2 minutes. Le Normand highly active with 21 events.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:09.976793
3943043,7,1,Spain,England,0,0,Final,General,Fabián Ruiz Peña,Spain,"[General] Spain in control, dominating midfield for the last 3 minutes with 72% possession. Fabián Ruiz Peña active with 13 events.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:12.789041
3943043,8,1,Spain,England,0,0,Final,General,Jordan Pickford,England,"[General] England slightly edging possession at 51%, with Spain pushing through Le Normand.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:16.713364
3943043,9,1,Spain,England,0,0,Final,Foul,Jude Bellingham,England,[Foul] Foul by Rodrigo Hernández Cascante (Spain) on Jude Bellingham (England) near the right wing.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:17.612062
3943043,10,1,Spain,England,0,0,Final,Free Kick,Luke Shaw,England,[Foul] Free kick awarded to Spain after Guehi fouls Laporte on the right wing.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:18.657528
3943043,11,1,Spain,England,0,0,Final,Injury,Kyle Walker,England,"[Injury] Kyle Walker is down, receiving treatment after a heavy challenge.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:19.690953
3943043,12,1,Spain,England,0,0,Final,Shot (Off T),Robin Aime Robert Le Normand,Spain,[Shot Missed] Attempt missed! Le Normand's right-footed shot from the center of the box goes off target. Spain creating chances with 5 corners so far.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:20.966606
3943043,13,1,Spain,England,0,0,Final,General,Jude Bellingham,England,"[General] Spain dominating possession with 82%, mainly in their defensive third.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:24.036496
3943043,14,1,Spain,England,0,0,Final,General,Aymeric Laporte,Spain,"[General] England firmly in control of midfield, dominating possession early on. Foden active with five touches.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:27.158817
3943043,15,1,Spain,England,0,0,Final,Corner,Phil Foden,England,"[Corner] Corner for England! Phil Foden delivers, conceded by Aymeric Laporte.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:28.049548
3943043,16,1,Spain,England,0,0,Final,Shot (Blocked),Declan Rice,England,[Shot Blocked] Attempt blocked! Declan Rice's right-footed shot from the edge of the box denied by Rodrigo Hernández.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:29.328378
3943043,17,1,Spain,England,0,0,Final,General,Aymeric Laporte,Spain,[General] Spain maintaining complete control with 100% possession in their defensive third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:32.210067
3943043,18,1,Spain,England,0,0,Final,General,Jordan Pickford,England,"[General] Spain in control, dominating midfield for the last 2 minutes with 93% possession. Fabián Ruiz Peña active with 9 events.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:36.325677
3943043,19,1,Spain,England,0,0,Final,Foul,Daniel Olmo Carvajal,Spain,[Foul] Foul by Declan Rice (England) on Daniel Olmo Carvajal (Spain) in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:37.268689
3943043,20,1,Spain,England,0,0,Final,Foul,Marc Cucurella Saseta,Spain,[Foul] Foul by Bukayo Saka (England) on Marc Cucurella Saseta (Spain) near the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:38.332353
3943043,21,1,Spain,England,0,0,Final,Free Kick,Jordan Pickford,England,[Foul] Foul by Marc Cucurella (Spain) on Phil Foden (England) in the defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:39.748292
3943043,22,1,Spain,England,0,0,Final,Free Kick,Daniel Olmo Carvajal,Spain,[Foul] Foul by Declan Rice (England) on Daniel Olmo Carvajal (Spain) in midfield.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:41.777793
3943043,23,1,Spain,England,0,0,Final,Corner,Lamine Yamal Nasraoui Ebana,Spain,"[Corner] Corner for Spain, delivered by Lamine Yamal, conceded by Marc Guehi.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:31:43.701486
