match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,agent_model,momentum_used,chain_used,generated_at
3930167,0,1,Croatia,Albania,0,0,Group Stage,Kick Off,,Croatia,[Kick Off] The Group Stage match is underway! Croatia faces Albania in an exciting opener.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:09.521408
3930167,1,1,Croatia,Albania,0,0,Group Stage,General,Thomas Strakosha,Albania,"[General] Croatia controlling the midfield early on, Kovačić leading the charge with 13 touches.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:13.409946
3930167,2,1,Croatia,Albania,0,0,Group Stage,Foul,Rey Manaj,Albania,[Foul] Foul by Josip Šutalo (Croatia) on Rey Manaj (Albania) in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:14.696869
3930167,3,1,Croatia,Albania,0,0,Group Stage,Foul,Ylber Ramadani,Albania,[Foul] Foul by Andrej Kramarić (Croatia) on Ylber Ramadani (Albania) near the left wing.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:15.917680
3930167,4,1,Croatia,Albania,0,0,Group Stage,Free Kick,Kristjan Asllani,Albania,"[Foul] Foul by Croatia on Kristjan Asllani, awarded a free kick on the left wing.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:16.951078
3930167,5,1,Croatia,Albania,0,0,Group Stage,Corner,Lovro Majer,Croatia,"[Corner] Corner for Croatia. Lovro Majer delivers, conceded by Nedim Bajrami.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:18.714082
3930167,6,1,Croatia,Albania,0,0,Group Stage,Corner,Lovro Majer,Croatia,"[Corner] Corner for Croatia, delivered by Lovro Majer. Pressure mounting early in the match.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:19.785472
3930167,7,1,Croatia,Albania,0,0,Group Stage,Foul,Bruno Petković,Croatia,[Foul] Foul by Arlind Afrim Ajeti (Albania) on Bruno Petković (Croatia) at the edge of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:20.882850
3930167,8,1,Croatia,Albania,0,0,Group Stage,Free Kick,Luka Modrić,Croatia,[Foul] Foul by Albanian defender on Luka Modrić at the edge of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:21.895278
3930167,9,1,Croatia,Albania,0,0,Group Stage,Free Kick,Jasir Asani,Albania,[Foul] Foul by Croatia on Jasir Asani in Albania's defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:22.860940
3930167,10,1,Croatia,Albania,0,1,Group Stage,Goal,Qazim Laçi,Albania,"[Goal] Goal! Croatia 0, Albania 1. Qazim Laçi scores with a header from the centre of the box, assisted by Jasir Asani.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:24.302124
3930167,11,1,Croatia,Albania,0,1,Group Stage,Foul,Mateo Kovačić,Croatia,[Foul] Foul by Rey Manaj (Albania) on Mateo Kovačić (Croatia) near the right wing.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:26.404930
3930167,12,1,Croatia,Albania,0,1,Group Stage,Free Kick,Mateo Kovačić,Croatia,[Foul] Foul by Albania on Mateo Kovačić (Croatia) in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:27.494958
3930167,13,1,Croatia,Albania,0,1,Group Stage,Free Kick,Marcelo Brozović,Croatia,[Foul] Free kick awarded to Albania! Gvardiol fouls Asani in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:28.564943
3930167,14,1,Croatia,Albania,0,1,Group Stage,Shot (Blocked),Nedim Bajrami,Albania,[Shot Blocked] Attempt blocked! Nedim Bajrami's right-footed shot from the right side of the box denied by Josip Juranović after he beats his man.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T20:12:29.784945
3930167,15,1,Croatia,Albania,0,1,Group Stage,Shot (Blocked),Elseid Hysaj,Albania,[Shot Blocked] Hysaj's left-footed attempt from the edge of the box is blocked by Kramarić. Both teams trading chances!,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:31.854428
3930167,16,1,Croatia,Albania,0,1,Group Stage,Free Kick,Mario Mitaj,Albania,[Foul] Free kick awarded to Albania after a foul by Croatia on Mario Mitaj.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:32.808889
3930167,17,1,Croatia,Albania,0,1,Group Stage,Foul,Joško Gvardiol,Croatia,[Foul] Foul by Jasir Asani (Albania) on Joško Gvardiol (Croatia) near the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:34.066181
3930167,18,1,Croatia,Albania,0,1,Group Stage,Free Kick,Lovro Majer,Croatia,[Foul] Free kick awarded to Croatia! Lovro Majer fouled on the right side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:35.248523
3930167,19,1,Croatia,Albania,0,1,Group Stage,Shot (Off T),Marcelo Brozović,Croatia,[Shot Missed] Brozović's right-footed effort goes off target after he beats his man. Croatia applying pressure!,gpt-4o-mini,gpt-4o,False,True,2026-01-01T20:12:36.313906
3930167,20,1,Croatia,Albania,0,1,Group Stage,General,Thomas Strakosha,Albania,"[General] Croatia dominating possession with 67%, controlling the midfield effectively.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:40.806360
3930167,21,1,Croatia,Albania,0,1,Group Stage,Free Kick,Josip Juranović,Croatia,[Foul] Free kick awarded to Croatia. Foul by Rey Manaj on Josip Šutalo in midfield.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:12:42.039661
