match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,agent_model,momentum_used,chain_used,generated_at
3942349,0,1,Portugal,France,0,0,Quarter-finals,Kick Off,,Portugal,"[Kick Off] The Quarter-finals are underway! Portugal versus France, both teams aiming for glory.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:34:47.633358
3942349,1,1,Portugal,France,0,0,Quarter-finals,Foul,Antoine Griezmann,France,[Foul] Foul by Bruno Fernandes on Antoine Griezmann in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:34:49.409674
3942349,2,1,Portugal,France,0,0,Quarter-finals,Free Kick,Aurélien Djani Tchouaméni,France,[Foul] Foul by Portugal on Aurélien Tchouaméni in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:34:50.386126
3942349,3,1,Portugal,France,0,0,Quarter-finals,Foul,Vitor Machado Ferreira,Portugal,[Foul] Foul by Eduardo Camavinga (France) on Vitor Ferreira (Portugal) near the left side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:34:52.334249
3942349,4,1,Portugal,France,0,0,Quarter-finals,General,Kléper Laveran Lima Ferreira,Portugal,"[General] Portugal dominating possession early, controlling midfield with 77%. Palhinha highly involved.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:34:55.444377
3942349,5,1,Portugal,France,0,0,Quarter-finals,General,Aurélien Djani Tchouaméni,France,"[General] Portugal in control, dominating midfield for the last 2 minutes. João Palhinha highly involved with 14 events.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:34:58.945575
3942349,6,1,Portugal,France,0,0,Quarter-finals,General,Kléper Laveran Lima Ferreira,Portugal,"[General] Portugal in control, dominating midfield for the last 3 minutes. Kléper Laveran Lima Ferreira leading the charge with 16 events.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:01.922765
3942349,7,1,Portugal,France,0,0,Quarter-finals,General,Vitor Machado Ferreira,Portugal,"[General] Portugal in control, dominating midfield for the last 4 minutes. Rúben Dias leading the charge with 15 events.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:04.497461
3942349,8,1,Portugal,France,0,0,Quarter-finals,Foul,Bruno Miguel Borges Fernandes,Portugal,[Foul] Foul by William Saliba (France) on Bruno Fernandes (Portugal) near the right side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:06.542291
3942349,9,1,Portugal,France,0,0,Quarter-finals,Free Kick,Bruno Miguel Borges Fernandes,Portugal,[Foul] Foul by Lucas Hernandez (France) on Bruno Fernandes (Portugal) near the right side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:07.614947
3942349,10,1,Portugal,France,0,0,Quarter-finals,Corner,Bruno Miguel Borges Fernandes,Portugal,"[Corner] Corner for Portugal. Bruno Fernandes delivers, conceded by Jules Koundé.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:08.529908
3942349,11,1,Portugal,France,0,0,Quarter-finals,Corner,João Maria Lobo Alves Palhinha Gonçalves,Portugal,[Corner] Corner for Portugal. João Palhinha delivers as they apply pressure on France.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:10.480809
3942349,12,1,Portugal,France,0,0,Quarter-finals,General,Kléper Laveran Lima Ferreira,Portugal,"[General] France slightly ahead with 53% possession, controlling the midfield battle.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:13.244627
3942349,13,1,Portugal,France,0,0,Quarter-finals,General,Rafael Alexandre Conceição Leão,Portugal,"[General] Portugal firmly in control, dominating possession in their defensive third.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:16.034544
3942349,14,1,Portugal,France,0,0,Quarter-finals,Corner,Bruno Miguel Borges Fernandes,Portugal,"[Corner] Corner for Portugal. Bruno Fernandes delivers, conceded by Mike Maignan.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:17.049324
3942349,15,1,Portugal,France,0,0,Quarter-finals,Shot (Blocked),Bruno Miguel Borges Fernandes,Portugal,"[Shot Blocked] Attempt blocked! Bruno Fernandes dribbles past his man, but Saliba stands firm at the edge of the box.",gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:35:18.487317
3942349,16,1,Portugal,France,0,0,Quarter-finals,Corner,Bruno Miguel Borges Fernandes,Portugal,"[Corner] Corner for Portugal. Bruno Fernandes delivers, conceded by Mike Maignan.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:19.408291
3942349,17,1,Portugal,France,0,0,Quarter-finals,Free Kick,Aurélien Djani Tchouaméni,France,[Foul] Foul by Bernardo Silva on Antoine Griezmann in midfield. Free kick for France.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:21.319726
3942349,18,1,Portugal,France,0,0,Quarter-finals,General,Jules Koundé,France,"[General] Portugal firmly in control, dominating midfield with Cancelo leading the charge.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:25.534047
3942349,19,1,Portugal,France,0,0,Quarter-finals,Shot (Saved),Theo Bernard François Hernández,France,"[Shot Saved] Great effort! Hernández dribbles past his man, but Costa saves from the edge of the box.",gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:35:26.535958
3942349,20,1,Portugal,France,0,0,Quarter-finals,General,N'Golo Kanté,France,"[General] Portugal dominating possession with 89%, controlling play in their defensive third.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:29.781317
3942349,21,1,Portugal,France,0,0,Quarter-finals,General,Kylian Mbappé Lottin,France,"[General] France dominating possession with 90%, controlling midfield through N'Golo Kanté's influence.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:33.609904
3942349,22,1,Portugal,France,0,0,Quarter-finals,Injury,Mike Maignan,France,[Injury] Mike Maignan down with an injury. France may need to make an early change.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:34.489544
3942349,22,1,Portugal,France,0,0,Quarter-finals,Injury,Cristiano Ronaldo dos Santos Aveiro,Portugal,[Injury] Concern for Portugal as Cristiano Ronaldo limps off the pitch.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:36.296524
3942349,23,1,Portugal,France,0,0,Quarter-finals,Foul,Eduardo Camavinga,France,[Foul] Foul by Kléper Laveran Lima Ferreira (Portugal) on Eduardo Camavinga (France) near the left side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:37.622951
3942349,24,1,Portugal,France,0,0,Quarter-finals,Free Kick,Antoine Griezmann,France,[Foul] Foul by Portugal on Griezmann! Free kick awarded on the left side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:39.475576
3942349,25,1,Portugal,France,0,0,Quarter-finals,Free Kick,Dayotchanculle Upamecano,France,"[Foul] Foul by Portugal on Upamecano, free kick awarded on the right side of the box.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:35:40.367075
