match_id,minute,plus_time,minute_display,commentary_text,line_type,event_type,players_mentioned,team_focus,commentary_length
georgia_czech_republic,0,0,0,"Daniel Siebert will supervise the game today.",general,General,Siebert,Both,47
georgia_czech_republic,0,0,0,"Georgia will kick the game off.",general,Kick Off,,Georgia,32
georgia_czech_republic,1,0,1,"The match has just started.",key_event,Kick Off,,Both,30
georgia_czech_republic,1,0,1,"Lasha Dvali (Georgia) picks out Georges Mikautadze with a fine lofted pass, but the latter wasn't able to create some space to get into shooting range.",general,General,"Dvali, Mikautadze",Georgia,172
georgia_czech_republic,1,0,1,"Georgiy Tsitaishvili (Georgia) goes on a solo run, but he fails to create a chance as an opposition player blocks him.",general,General,Tsitaishvili,Georgia,134
georgia_czech_republic,3,0,3,"Adam Hlozek (Czech Republic) has a great chance inside the six-yard box, shoots to the bottom left corner, but Giorgi Mamardashvili pulls off an exquisite save to deny him. Patrik Schick (Czech Republic) gets to a rebound in front of goal and sends the ball towards the crossbar. However, he couldn't beat Giorgi Mamardashvili, who shows off his superb goalkeeping ability by pulling off a great save.",key_event,Save,"Hlozek, Schick, Mamardashvili",Czech Republic,413
georgia_czech_republic,3,0,3,"Vaclav Cerny (Czech Republic) takes the corner but it's cleared.",general,Corner,Cerny,Czech Republic,64
georgia_czech_republic,4,0,4,"Patrik Schick (Czech Republic) stoops for a header low near the left post from a cross, but the goalkeeper pulls off a great save!",key_event,Save,"Schick, Mamardashvili",Czech Republic,142
georgia_czech_republic,5,0,5,"Khvicha Kvaratskhelia (Georgia) sends the corner into the box, but Jindrich Stanek intercepts it and averts the threat.",general,Corner,"Kvaratskhelia, Stanek",Georgia,131
georgia_czech_republic,7,0,7,"Vladimir Coufal (Czech Republic) produces a dangerous lofted cross into the box which is intercepted.",general,General,Coufal,Czech Republic,107
georgia_czech_republic,8,0,8,"Vaclav Cerny (Czech Republic) bursts past a couple of players and shoots from the edge of the box, but his shot is blocked.",key_event,Shot,Cerny,Czech Republic,135
georgia_czech_republic,9,0,9,"Vladimir Coufal (Czech Republic) whips a promising cross into the box, but the opposition's defence intercepts the ball. Patrik Schick (Czech Republic) gets to the rebound just outside the box, but his attempt is blocked by one of the defending players.",general,General,"Coufal, Schick",Czech Republic,236
georgia_czech_republic,10,0,10,"Zuriko Davitashvili (Georgia) races towards goal but the defender gets back well to make a challenge. Zuriko Davitashvili (Georgia) goes down in the box after a challenge from the defender. Possibly unsighted, the referee just waves play on.",general,General,Davitashvili,Georgia,240
georgia_czech_republic,12,0,12,"Anzor Mekvabishvili (Georgia) brings an opponent down and Daniel Siebert interrupts the game.",general,General,Mekvabishvili,Georgia,101
georgia_czech_republic,13,0,13,"Lukas Provod (Czech Republic) picks up a loose pass and unexpectedly unleashes a howitzer from distance, but the effort comes to nothing as a defender gets in the block.",key_event,Shot,Provod,Czech Republic,177
georgia_czech_republic,14,0,14,"David Jurasek (Czech Republic) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. The referee and his assistant both point at the corner flag. Czech Republic will have an opportunity to threaten the opposition's goal.",general,Corner,Jurasek,Czech Republic,287
georgia_czech_republic,15,0,15,"Vaclav Cerny (Czech Republic) steps up to take the corner, but the ball just sails in among the defenders.",general,Corner,Cerny,Czech Republic,112
georgia_czech_republic,15,0,15,"The resulting corner, taken by Vaclav Cerny (Czech Republic), comes to nothing.",general,Corner,Cerny,Czech Republic,82
georgia_czech_republic,18,0,18,"Vladimir Coufal (Czech Republic) receives a yellow card from the referee, but it seems like a very harsh decision.",key_event,Yellow Card,Coufal,Czech Republic,118
georgia_czech_republic,20,0,20,"Vaclav Cerny receives a sweet cross inside the box from David Jurasek (Czech Republic), but one of the defenders rushes in bravely to intercept the ball.",general,General,"Cerny, Jurasek",Czech Republic,165
georgia_czech_republic,23,0,23,"Adam Hlozek (Czech Republic) blows a big chance from close range. World class save by the goalkeeper.",key_event,Shot,"Hlozek, Mamardashvili",Czech Republic,108
georgia_czech_republic,23,0,23,"Goal! Adam Hlozek (Czech Republic) fires the rebound inside the left post after the ball breaks to him in the box. The score is 0:1.",key_event,Disallowed Goal,Hlozek,Czech Republic,142
georgia_czech_republic,24,0,24,"The Czech Republic players halt their celebrations as referee Daniel Siebert makes the VAR signal to review the goal, most likely to ascertain if there was a handball in the build-up play.",general,VAR,Siebert,Czech Republic,192
georgia_czech_republic,24,0,24,"Celebrations are cut short for Czech Republic as the referee indicates NO GOAL after the VAR review shows it was handball!",key_event,VAR,,Czech Republic,132
georgia_czech_republic,26,0,26,"A pass from Patrik Schick (Czech Republic) is intercepted by Giorgi Mamardashvili and the move breaks down.",general,General,"Schick, Mamardashvili",Czech Republic,113
