match_id,minute,plus_time,minute_display,commentary_text,line_type,event_type,players_mentioned,team_focus,commentary_length
albania_spain,0,0,0,"Glenn Nyberg will officiate today.",general,General,Nyberg,Both,37
albania_spain,0,0,0,"Albania will kick the game off.",general,Kick Off,,Albania,31
albania_spain,1,0,1,"The first half has started.",key_event,Kick Off,,Both,28
albania_spain,1,0,1,"Rey Manaj (Albania) commits a minor foul to interrupt the attacking move of his opponent and is warned by the referee that he will get a yellow card if he does it again.",general,General,Manaj,Albania,181
albania_spain,2,0,2,"Albania are showing great team chemistry. They are passing it around beautifully. Excellent team work.",general,General,,Albania,108
albania_spain,2,0,2,"Nedim Bajrami (Albania) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat.",general,General,Bajrami,Albania,142
albania_spain,3,0,3,"Alejandro Grimaldo (Spain) crosses into the box from near the side line, but he doesn't connect as he wanted and it's cleared by the well-organized defence.",general,General,Grimaldo,Spain,166
albania_spain,5,0,5,"Nedim Bajrami (Albania) dinks a cross into the box in an attempt to find one of his teammates, but the defence manages to clear.",general,General,Bajrami,Albania,139
albania_spain,5,0,5,"Kristjan Asllani (Albania) takes the corner but fails to find any of his teammates.",general,Corner,Asllani,Albania,84
albania_spain,7,0,7,"Dani Olmo (Spain) races towards goal but the defender gets back well to make a challenge.",general,General,Olmo,Spain,95
albania_spain,8,0,8,"Alejandro Grimaldo (Spain) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack.",general,General,Grimaldo,Spain,169
albania_spain,9,0,9,"Martin Zubimendi (Spain) robs an opponent of the ball and explodes in anger when Glenn Nyberg blows for a foul.",general,General,Zubimendi,Spain,119
albania_spain,11,0,11,"Mikel Merino (Spain) passes the ball into the box but an opposing player clears.",general,General,Merino,Spain,84
albania_spain,12,0,12,"Mikel Merino (Spain) rises above the opponent's defence and heads a precise cross towards the middle of the goal. His effort, however, is blocked by Thomas Strakosha, who pulls off a comfortable save!",key_event,Save,"Merino, Strakosha",Spain,206
albania_spain,12,0,12,"Joselu (Spain) receives a lofted pass in the goal area and unleashes a dangerous header which sails a few inches over the bar!",key_event,Shot,Joselu,Spain,143
albania_spain,13,0,13,"Ferran Torres (Spain) has a golden opportunity after receiving a beautiful pass. He keeps his cool and takes a low shot which ricochets in off the left post.",key_event,Goal,Torres,Spain,170
albania_spain,16,0,16,"Mikel Merino (Spain) brings an opponent down and Glenn Nyberg interrupts the game.",general,General,Merino,Spain,85
albania_spain,17,0,17,"Qazim Laci (Albania) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger.",general,General,Laci,Albania,142
albania_spain,19,0,19,"Wonderful movement by Spain. The players are holding possession, mostly exchanging one-touch passes. They control the pace of the game now.",general,General,,Spain,149
albania_spain,22,0,22,"The ball is played back to Dani Olmo (Spain), who controls it instantly and releases a piledriver from long range, but the shot lacks accuracy and drifts well wide of the left post.",key_event,Shot,Olmo,Spain,189
albania_spain,23,0,23,"Mikel Merino (Spain) sends a beautiful cross into the penalty area, but the opposition's defence manages to clear the ball to safety.",general,General,Merino,Spain,148
albania_spain,24,0,24,"Nedim Bajrami (Albania) slaloms his way past challenges, but an opposing player does well to get the ball away.",general,General,Bajrami,Albania,124
albania_spain,25,0,25,"Glenn Nyberg blows his whistle after Kristjan Asllani (Albania) brings one of his opponents down with a strong tackle.",general,General,Asllani,Albania,130
albania_spain,26,0,26,"Alejandro Grimaldo (Spain) swings in the corner kick, but one of the defenders leaps highest to head the ball away.",general,Corner,Grimaldo,Spain,127
albania_spain,27,0,27,"Ferran Torres (Spain) sends a long ball in, but Thomas Strakosha comfortably gathers the ball.",general,General,"Torres, Strakosha",Spain,106
albania_spain,30,0,30,"Jasir Asani (Albania) fails to find a teammate across the pitch with a long ball.",general,General,Asani,Albania,84
albania_spain,32,0,32,"The current number of corner kicks is 1:1.",general,General,,Both,45
albania_spain,33,0,33,"Jesus Navas (Spain) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger.",general,General,Navas,Spain,147
albania_spain,34,0,34,"Spain work the corner short. The ball is passed to a nearby teammate.",general,Corner,,Spain,72
albania_spain,36,0,36,"An attempted cross from Martin Zubimendi (Spain) is cleared.",general,General,Zubimendi,Spain,62
albania_spain,36,0,36,"Dani Olmo (Spain) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender.",key_event,Shot,Olmo,Spain,151
albania_spain,37,0,37,"A corner kick by Spain is thwarted by the well prepared Thomas Strakosha (Albania).",general,Corner,Strakosha,Albania,88
albania_spain,37,0,37,"Dani Olmo (Spain) smashes the ball with a volley from the edge of the box, but his poor attempt goes miles wide of the left post.",key_event,Shot,Olmo,Spain,140
albania_spain,39,0,39,"Nedim Bajrami (Albania) looks to break free, but an opposing player clears the ball away.",general,General,Bajrami,Albania,92
albania_spain,41,0,41,"Ferran Torres (Spain) leaps highest in the middle of the box to meet a lofted ball and powers a header at a goal, but unfortunately for him it flies just over the bar.",key_event,Shot,Torres,Spain,171
albania_spain,43,0,43,"Alejandro Grimaldo (Spain) quickly takes the corner kick with a short pass.",general,Corner,Grimaldo,Spain,74
albania_spain,44,0,44,"The ball sits up nicely on the edge of the box for Mikel Merino (Spain), but his powerful first-time effort flies high over the bar.",key_event,Shot,Merino,Spain,144
albania_spain,45,0,45,"Kristjan Asllani (Albania) attempts to score with a first-time shot from the edge of the box. His effort towards the right post is saved by David Raya.",key_event,Save,"Asllani, Raya",Albania,163
albania_spain,45,0,45,"1 additional min. will be played.",general,General,,Both,38
