event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,spain_score,england_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure,event_commentary,sequence_id,sequence_commentary,sequence_length
148915,3930176,1,0,0,00:00:00.000,Starting XI,,Switzerland,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,0,4,2,0,0,,,,,,Starting XI,,Germany,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a short pass back along the ground to Toni Kroos",5
148916,3930176,1,0,0,00:00:00.000,Starting XI,,Germany,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,7,1,0,0,Starting XI,,Switzerland,0.0,0.0,Half Start,,Switzerland,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a short pass back along the ground to Toni Kroos",5
148917,3930176,1,0,0,00:00:00.000,Half Start,,Switzerland,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,1,0,4,2,0,0,Starting XI,,Germany,0.0,0.0,Half Start,,Germany,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a short pass back along the ground to Toni Kroos",5
148918,3930176,1,0,0,00:00:00.000,Half Start,,Germany,Switzerland,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,2,0,0,7,1,0,0,Half Start,,Switzerland,0.0,0.0,Pass,Kai Havertz,Germany,True,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a short pass back along the ground to Toni Kroos",5
148919,3930176,1,0,0,00:00:00.393,Pass,Kai Havertz,Germany,Germany,61.0,40.1,,0.855631,From Kick Off,Toni Kroos,12.93561,Ground Pass,,-2.802729,48.8,35.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,2,0,0,7,1,1,0,Half Start,,Germany,0.0,0.0,Ball Receipt*,Toni Kroos,Germany,True,59.0,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a short pass back along the ground to Toni Kroos",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a short pass back along the ground to Toni Kroos",5
148920,3930176,1,0,1,00:00:01.248,Ball Receipt*,Toni Kroos,Germany,Germany,48.8,35.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Kai Havertz,Germany,0.0,0.0,Carry,Toni Kroos,Germany,True,71.2,False,False,False,Toni Kroos receives,2,"[0:01] Toni Kroos under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Toni Kroos under pressure, plays a short pass along the ground to Robert Andrich, Robert Andrich under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Robert Andrich under pressure, plays a short pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball",10
148921,3930176,1,0,1,00:00:01.248,Carry,Toni Kroos,Germany,Germany,48.8,35.8,,0.076126,From Kick Off,,,,,,,,,,,,False,48.6,36.4,0.6324555320336759,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Toni Kroos,Germany,0.0,1.0,Pass,Toni Kroos,Germany,True,71.2,False,False,False,"Toni Kroos under pressure, carries the ball",2,"[0:01] Toni Kroos under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Toni Kroos under pressure, plays a short pass along the ground to Robert Andrich, Robert Andrich under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Robert Andrich under pressure, plays a short pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball",10
148922,3930176,1,0,1,00:00:01.324,Pass,Toni Kroos,Germany,Germany,48.6,36.4,,0.771849,From Kick Off,Robert Andrich,10.801851,Ground Pass,,1.55228,48.8,47.2,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Carry,Toni Kroos,Germany,0.0,1.0,Ball Receipt*,Robert Andrich,Germany,True,71.4,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Toni Kroos under pressure, plays a short pass along the ground to Robert Andrich",2,"[0:01] Toni Kroos under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Toni Kroos under pressure, plays a short pass along the ground to Robert Andrich, Robert Andrich under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Robert Andrich under pressure, plays a short pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball",10
148923,3930176,1,0,2,00:00:02.096,Ball Receipt*,Robert Andrich,Germany,Germany,48.8,47.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Pass,Toni Kroos,Germany,0.0,1.0,Carry,Robert Andrich,Germany,True,71.2,False,False,False,Robert Andrich receives,2,"[0:01] Toni Kroos under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Toni Kroos under pressure, plays a short pass along the ground to Robert Andrich, Robert Andrich under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Robert Andrich under pressure, plays a short pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball",10
148924,3930176,1,0,2,00:00:02.096,Carry,Robert Andrich,Germany,Germany,48.8,47.2,,0.060688,From Kick Off,,,,,,,,,,,,False,49.2,46.9,0.5000000000000071,,False,,"{'id': 9, 'name': 'Right Defensive Midfield'}",,0,0,0,2,0,0,7,1,0,0,Ball Receipt*,Robert Andrich,Germany,0.0,2.0,Pass,Robert Andrich,Germany,True,71.2,False,False,False,"Robert Andrich under pressure, carries the ball",2,"[0:01] Toni Kroos under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Toni Kroos under pressure, plays a short pass along the ground to Robert Andrich, Robert Andrich under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Switzerland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Robert Andrich under pressure, plays a short pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball",10
