event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,spain_score,england_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure,event_commentary,sequence_id,sequence_commentary,sequence_length
169904,3930163,1,0,0,00:00:00.000,Starting XI,,Serbia,Serbia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,England,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Bukayo Saka under pressure, plays a long pass back along the ground to Jordan Pickford",5
169905,3930163,1,0,0,00:00:00.000,Starting XI,,England,Serbia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Serbia,0.0,0.0,Half Start,,Serbia,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Bukayo Saka under pressure, plays a long pass back along the ground to Jordan Pickford",5
169906,3930163,1,0,0,00:00:00.000,Half Start,,Serbia,Serbia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,England,0.0,0.0,Half Start,,England,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Bukayo Saka under pressure, plays a long pass back along the ground to Jordan Pickford",5
169907,3930163,1,0,0,00:00:00.000,Half Start,,England,Serbia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Serbia,0.0,0.0,Pass,Bukayo Saka,England,True,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Bukayo Saka under pressure, plays a long pass back along the ground to Jordan Pickford",5
169908,3930163,1,0,0,00:00:00.458,Pass,Bukayo Saka,England,England,61.0,40.1,,2.469956,From Kick Off,Jordan Pickford,35.93564,Ground Pass,,-3.0970538,25.1,38.5,,,,,False,,,,,False,,"{'id': 17, 'name': 'Right Wing'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,England,0.0,0.0,Ball Receipt*,Jordan Pickford,England,True,59.0,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Bukayo Saka under pressure, plays a long pass back along the ground to Jordan Pickford",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Bukayo Saka under pressure, plays a long pass back along the ground to Jordan Pickford",5
169909,3930163,1,0,2,00:00:02.928,Ball Receipt*,Jordan Pickford,England,England,25.1,38.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Pass,Bukayo Saka,England,0.0,0.0,Carry,Jordan Pickford,England,True,94.9,False,False,False,Jordan Pickford receives,2,"[0:02] Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane into the right attacking third, but the pass doesn't find its target, Harry Kane receives under pressure in the right attacking third in the duel . Nikola Milenković under pressure, plays a medium pass to Milos Veljkovic",6
169910,3930163,1,0,2,00:00:02.928,Carry,Jordan Pickford,England,England,25.1,38.5,,4.464316,From Kick Off,,,,,,,,,,,,False,38.1,36.9,13.098091464026352,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Jordan Pickford,England,0.0,2.0,Pass,Jordan Pickford,England,True,94.9,False,False,False,"Jordan Pickford under pressure, carries the ball",2,"[0:02] Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane into the right attacking third, but the pass doesn't find its target, Harry Kane receives under pressure in the right attacking third in the duel . Nikola Milenković under pressure, plays a medium pass to Milos Veljkovic",6
169911,3930163,1,0,7,00:00:07.392,Pass,Jordan Pickford,England,England,38.1,36.9,,3.624356,From Kick Off,Harry Kane,67.20632,High Pass,Incomplete,-0.16441482,104.4,25.9,,,,,False,,,,,False,,"{'id': 1, 'name': 'Goalkeeper'}",,0,0,0,0,0,0,0,0,0,0,Carry,Jordan Pickford,England,0.0,2.0,Ball Receipt*,Harry Kane,England,True,81.9,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane into the right attacking third, but the pass doesn't find its target",2,"[0:02] Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane into the right attacking third, but the pass doesn't find its target, Harry Kane receives under pressure in the right attacking third in the duel . Nikola Milenković under pressure, plays a medium pass to Milos Veljkovic",6
169912,3930163,1,0,11,00:00:11.017,Ball Receipt*,Harry Kane,England,England,103.5,24.8,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Jordan Pickford,England,0.0,7.0,Duel,Harry Kane,England,True,16.5,False,True,False,Harry Kane receives under pressure in the right attacking third,2,"[0:02] Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane into the right attacking third, but the pass doesn't find its target, Harry Kane receives under pressure in the right attacking third in the duel . Nikola Milenković under pressure, plays a medium pass to Milos Veljkovic",6
169913,3930163,1,0,11,00:00:11.017,Duel,Harry Kane,England,England,104.4,25.9,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Harry Kane,England,0.0,11.0,Pass,Nikola Milenković,Serbia,False,15.599999999999994,False,True,False,Harry Kane in the duel,2,"[0:02] Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane into the right attacking third, but the pass doesn't find its target, Harry Kane receives under pressure in the right attacking third in the duel . Nikola Milenković under pressure, plays a medium pass to Milos Veljkovic",6
