event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,spain_score,england_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure,event_commentary,sequence_id,sequence_commentary,sequence_length
135166,3938638,1,0,0,00:00:00.000,Starting XI,,Romania,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Ukraine,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Artem Dovbyk under pressure, plays a medium pass back along the ground to Taras Stepanenko",5
135167,3938638,1,0,0,00:00:00.000,Starting XI,,Ukraine,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Romania,0.0,0.0,Half Start,,Romania,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Artem Dovbyk under pressure, plays a medium pass back along the ground to Taras Stepanenko",5
135168,3938638,1,0,0,00:00:00.000,Half Start,,Romania,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Ukraine,0.0,0.0,Half Start,,Ukraine,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Artem Dovbyk under pressure, plays a medium pass back along the ground to Taras Stepanenko",5
135169,3938638,1,0,0,00:00:00.000,Half Start,,Ukraine,Romania,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Romania,0.0,0.0,Pass,Artem Dovbyk,Ukraine,True,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Artem Dovbyk under pressure, plays a medium pass back along the ground to Taras Stepanenko",5
135170,3938638,1,0,0,00:00:00.917,Pass,Artem Dovbyk,Ukraine,Ukraine,60.0,40.0,,0.98929,From Kick Off,Taras Stepanenko,15.274161,Ground Pass,,-2.9904366,44.9,37.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Ukraine,0.0,0.0,Ball Receipt*,Taras Stepanenko,Ukraine,True,60.0,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Artem Dovbyk under pressure, plays a medium pass back along the ground to Taras Stepanenko",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Artem Dovbyk under pressure, plays a medium pass back along the ground to Taras Stepanenko",5
135171,3938638,1,0,1,00:00:01.906,Ball Receipt*,Taras Stepanenko,Ukraine,Ukraine,44.9,37.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Pass,Artem Dovbyk,Ukraine,0.0,0.0,Carry,Taras Stepanenko,Ukraine,True,75.1,False,False,False,Taras Stepanenko receives,2,"[0:01] Taras Stepanenko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Taras Stepanenko under pressure, plays a medium pass back along the ground to Mykola Matvienko, Mykola Matvienko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Mykola Matvienko under pressure, plays a medium pass along the ground to Illia Zabarnyi, Illia Zabarnyi under pressure, carries the ball",10
135172,3938638,1,0,1,00:00:01.906,Carry,Taras Stepanenko,Ukraine,Ukraine,44.9,37.7,,0.758058,From Kick Off,,,,,,,,,,,,False,45.9,37.7,1.0,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Taras Stepanenko,Ukraine,0.0,1.0,Pass,Taras Stepanenko,Ukraine,True,75.1,False,False,False,"Taras Stepanenko under pressure, carries the ball",2,"[0:01] Taras Stepanenko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Taras Stepanenko under pressure, plays a medium pass back along the ground to Mykola Matvienko, Mykola Matvienko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Mykola Matvienko under pressure, plays a medium pass along the ground to Illia Zabarnyi, Illia Zabarnyi under pressure, carries the ball",10
135173,3938638,1,0,2,00:00:02.664,Pass,Taras Stepanenko,Ukraine,Ukraine,45.9,37.7,,1.893617,From Kick Off,Mykola Matvienko,19.764868,Ground Pass,,-2.827842,27.1,31.6,,,,,False,,,,,False,,"{'id': 11, 'name': 'Left Defensive Midfield'}",,0,0,0,0,0,0,0,0,0,0,Carry,Taras Stepanenko,Ukraine,0.0,1.0,Ball Receipt*,Mykola Matvienko,Ukraine,True,74.1,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Taras Stepanenko under pressure, plays a medium pass back along the ground to Mykola Matvienko",2,"[0:01] Taras Stepanenko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Taras Stepanenko under pressure, plays a medium pass back along the ground to Mykola Matvienko, Mykola Matvienko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Mykola Matvienko under pressure, plays a medium pass along the ground to Illia Zabarnyi, Illia Zabarnyi under pressure, carries the ball",10
135174,3938638,1,0,4,00:00:04.558,Ball Receipt*,Mykola Matvienko,Ukraine,Ukraine,27.1,31.6,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Taras Stepanenko,Ukraine,0.0,2.0,Carry,Mykola Matvienko,Ukraine,True,92.9,False,False,False,Mykola Matvienko receives,2,"[0:01] Taras Stepanenko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Taras Stepanenko under pressure, plays a medium pass back along the ground to Mykola Matvienko, Mykola Matvienko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Mykola Matvienko under pressure, plays a medium pass along the ground to Illia Zabarnyi, Illia Zabarnyi under pressure, carries the ball",10
135175,3938638,1,0,4,00:00:04.558,Carry,Mykola Matvienko,Ukraine,Ukraine,27.1,31.6,,0.702509,From Kick Off,,,,,,,,,,,,False,30.1,31.6,3.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Mykola Matvienko,Ukraine,0.0,4.0,Pass,Mykola Matvienko,Ukraine,True,92.9,False,False,False,"Mykola Matvienko under pressure, carries the ball",2,"[0:01] Taras Stepanenko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Taras Stepanenko under pressure, plays a medium pass back along the ground to Mykola Matvienko, Mykola Matvienko under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Ukraine. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Mykola Matvienko under pressure, plays a medium pass along the ground to Illia Zabarnyi, Illia Zabarnyi under pressure, carries the ball",10
