event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,spain_score,england_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure,event_commentary,sequence_id,sequence_commentary,sequence_length
159625,3930170,1,0,0,00:00:00.000,Starting XI,,Slovenia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,0,1,1,0,0,,,,,,Starting XI,,Serbia,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159626,3930170,1,0,0,00:00:00.000,Starting XI,,Serbia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,Starting XI,,Slovenia,0.0,0.0,Half Start,,Serbia,True,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159627,3930170,1,0,0,00:00:00.000,Half Start,,Serbia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,1,0,1,0,0,Starting XI,,Serbia,0.0,0.0,Half Start,,Slovenia,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159628,3930170,1,0,0,00:00:00.000,Half Start,,Slovenia,Slovenia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,1,0,1,1,0,0,Half Start,,Serbia,0.0,0.0,Pass,Andraž Šporar,Slovenia,True,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159629,3930170,1,0,0,00:00:00.203,Pass,Andraž Šporar,Slovenia,Slovenia,61.0,40.1,,1.406175,From Kick Off,Vanja Drkušić,25.915632,Ground Pass,,-3.1068575,35.1,39.2,,,,,False,,,,,False,,"{'id': 22, 'name': 'Right Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Half Start,,Slovenia,0.0,0.0,Ball Receipt*,Vanja Drkušić,Slovenia,True,59.0,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159630,3930170,1,0,1,00:00:01.609,Ball Receipt*,Vanja Drkušić,Slovenia,Slovenia,35.1,39.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,0,1,1,0,0,Pass,Andraž Šporar,Slovenia,0.0,0.0,Carry,Vanja Drkušić,Slovenia,True,84.9,False,False,False,Vanja Drkušić receives,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159631,3930170,1,0,1,00:00:01.609,Carry,Vanja Drkušić,Slovenia,Slovenia,35.1,39.2,,1.851686,From Kick Off,,,,,,,,,,,,False,40.2,37.9,5.26307894677631,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,0,1,1,0,0,Ball Receipt*,Vanja Drkušić,Slovenia,0.0,1.0,Pass,Vanja Drkušić,Slovenia,True,84.9,False,False,False,"Vanja Drkušić under pressure, carries the ball from the central defensive third into the central midfield",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159632,3930170,1,0,3,00:00:03.461,Pass,Vanja Drkušić,Slovenia,Slovenia,40.2,37.9,,2.965201,From Kick Off,Benjamin Šeško,56.603886,High Pass,Incomplete,-0.3686959,93.0,17.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,1,0,1,1,0,0,Carry,Vanja Drkušić,Slovenia,0.0,1.0,Ball Receipt*,Benjamin Šeško,Slovenia,True,79.8,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Vanja Drkušić under pressure, plays a long ball forward through the air to Benjamin Šeško into the right attacking third, but the pass doesn't find its target",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159633,3930170,1,0,6,00:00:06.426,Ball Receipt*,Benjamin Šeško,Slovenia,Slovenia,92.6,17.5,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 24, 'name': 'Left Center Forward'}",,0,0,0,0,1,0,1,1,0,0,Pass,Vanja Drkušić,Slovenia,0.0,3.0,Pass,Milos Veljkovic,Serbia,False,27.40000000000001,False,False,False,Benjamin Šeško receives under pressure in the right attacking third,1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
159634,3930170,1,0,6,00:00:06.426,Pass,Milos Veljkovic,Serbia,Slovenia,27.1,62.6,,2.387009,From Kick Off,Aleksandar Mitrović,21.524405,High Pass,Incomplete,-0.14452517,48.4,59.5,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,0,0,1,0,1,0,0,Ball Receipt*,Benjamin Šeško,Slovenia,0.0,6.0,Ball Receipt*,Aleksandar Mitrović,Serbia,True,92.9,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Milos Veljkovic under pressure, plays a medium pass forward through the air to Aleksandar Mitrović, but the pass doesn't find its target",1,"[0:00] Starting XI . Starting XI, Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Serbia and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Andraž Šporar under pressure, plays a medium pass back along the ground to Vanja Drkušić",10
