event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,spain_score,england_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure,event_commentary,sequence_id,sequence_commentary,sequence_length
138335,3930183,1,0,0,00:00:00.000,Starting XI,,Slovakia,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,2,0,0,,,,,,Starting XI,,Romania,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138336,3930183,1,0,0,00:00:00.000,Starting XI,,Romania,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,3,2,0,0,Starting XI,,Slovakia,0.0,0.0,Half Start,,Slovakia,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138337,3930183,1,0,0,00:00:00.000,Half Start,,Slovakia,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,2,2,0,0,Starting XI,,Romania,0.0,0.0,Half Start,,Romania,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138338,3930183,1,0,0,00:00:00.000,Half Start,,Romania,Slovakia,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,1,0,1,3,2,0,0,Half Start,,Slovakia,0.0,0.0,Pass,David Strelec,Slovakia,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138339,3930183,1,0,0,00:00:00.434,Pass,David Strelec,Slovakia,Slovakia,60.0,40.0,,1.574965,From Kick Off,Milan Škriniar,24.4387,Ground Pass,,-2.751208,37.4,30.7,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,1,0,1,2,2,0,0,Half Start,,Romania,0.0,0.0,Ball Receipt*,Milan Škriniar,Slovakia,True,60.0,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138340,3930183,1,0,2,00:00:02.009,Ball Receipt*,Milan Škriniar,Slovakia,Slovakia,37.4,30.7,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,David Strelec,Slovakia,0.0,0.0,Carry,Milan Škriniar,Slovakia,True,82.6,False,False,False,Milan Škriniar receives,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138341,3930183,1,0,2,00:00:02.009,Carry,Milan Škriniar,Slovakia,Slovakia,37.4,30.7,,0.339439,From Kick Off,,,,,,,,,,,,False,37.4,30.7,0.0,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Milan Škriniar,Slovakia,0.0,2.0,Pass,Milan Škriniar,Slovakia,True,82.6,False,False,False,"Milan Škriniar under pressure, carries the ball",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138342,3930183,1,0,2,00:00:02.348,Pass,Milan Škriniar,Slovakia,Slovakia,37.4,30.7,,1.312706,From Kick Off,Denis Vavro,2.9410882,Ground Pass,,2.1870933,35.7,33.1,,,,,False,,,,,False,,"{'id': 5, 'name': 'Left Center Back'}",,0,0,0,1,0,1,2,2,0,0,Carry,Milan Škriniar,Slovakia,0.0,2.0,Ball Receipt*,Denis Vavro,Slovakia,True,82.6,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Milan Škriniar under pressure, plays a short pass along the ground to Denis Vavro",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138343,3930183,1,0,3,00:00:03.661,Ball Receipt*,Denis Vavro,Slovakia,Slovakia,35.7,33.1,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Pass,Milan Škriniar,Slovakia,0.0,2.0,Carry,Denis Vavro,Slovakia,True,84.3,False,False,False,Denis Vavro receives,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
138344,3930183,1,0,3,00:00:03.661,Carry,Denis Vavro,Slovakia,Slovakia,35.7,33.1,,0.039998002,From Kick Off,,,,,,,,,,,,False,35.7,33.1,0.0,,False,,"{'id': 3, 'name': 'Right Center Back'}",,0,0,0,1,0,1,2,2,0,0,Ball Receipt*,Denis Vavro,Slovakia,0.0,3.0,Pass,Denis Vavro,Slovakia,True,84.3,False,False,False,"Denis Vavro under pressure, carries the ball",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Romania and Slovakia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! David Strelec under pressure, plays a medium pass back along the ground to Milan Škriniar",10
