event_id,match_id,period,minute,second,timestamp,event_type,player_name,team_name,possession_team,location_x,location_y,under_pressure,duration,play_pattern,pass_recipient,pass_length,pass_height,pass_outcome,pass_angle,pass_end_x,pass_end_y,shot_outcome,shot_xg,shot_body_part,shot_technique,is_goal,carry_end_x,carry_end_y,carry_distance,dribble_outcome,dribble_nutmeg,substitution,position,foul_committed,spain_score,england_score,score_diff,team_tournament_wins,team_tournament_draws,team_tournament_losses,team_tournament_goals,team_tournament_conceded,player_tournament_goals,player_match_goals,previous_event_type,previous_player,previous_team,previous_minute,previous_second,next_event_type,next_player,next_team,possession_retained,distance_to_goal,is_key_pass,is_danger_zone,is_high_pressure,event_commentary,sequence_id,sequence_commentary,sequence_length
184485,3930158,1,0,0,00:00:00.000,Starting XI,,Germany,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,,,,,,Starting XI,,Scotland,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184486,3930158,1,0,0,00:00:00.000,Starting XI,,Scotland,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Germany,0.0,0.0,Half Start,,Germany,False,,False,,False,Starting XI,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184487,3930158,1,0,0,00:00:00.000,Half Start,,Germany,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Starting XI,,Scotland,0.0,0.0,Half Start,,Scotland,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184488,3930158,1,0,0,00:00:00.000,Half Start,,Scotland,Germany,,,,0.0,Regular Play,,,,,,,,,,,,False,,,,,False,,,,0,0,0,0,0,0,0,0,0,0,Half Start,,Germany,0.0,0.0,Pass,Kai Havertz,Germany,False,,False,,False,Half Start,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184489,3930158,1,0,1,00:00:01.191,Pass,Kai Havertz,Germany,Germany,61.0,40.1,,1.234945,From Kick Off,Maximilian Mittelstädt,18.603764,Ground Pass,,-2.4475427,46.7,28.2,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Half Start,,Scotland,0.0,0.0,Ball Receipt*,Maximilian Mittelstädt,Germany,True,59.0,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184490,3930158,1,0,2,00:00:02.426,Ball Receipt*,Maximilian Mittelstädt,Germany,Germany,46.7,28.2,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Pass,Kai Havertz,Germany,0.0,1.0,Carry,Maximilian Mittelstädt,Germany,True,73.3,False,False,False,Maximilian Mittelstädt receives,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184491,3930158,1,0,2,00:00:02.426,Carry,Maximilian Mittelstädt,Germany,Germany,46.7,28.2,,1.738977,From Kick Off,,,,,,,,,,,,False,50.3,18.2,10.628264204469136,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Maximilian Mittelstädt,Germany,0.0,2.0,Pass,Maximilian Mittelstädt,Germany,True,73.3,False,False,False,"Maximilian Mittelstädt under pressure, carries the ball from the central midfield into the right midfield",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184492,3930158,1,0,4,00:00:04.165,Pass,Maximilian Mittelstädt,Germany,Germany,50.3,18.2,,3.232172,From Kick Off,Kai Havertz,56.980698,High Pass,,0.4777754,100.9,44.4,,,,,False,,,,,False,,"{'id': 6, 'name': 'Left Back'}",,0,0,0,0,0,0,0,0,0,0,Carry,Maximilian Mittelstädt,Germany,0.0,2.0,Ball Receipt*,Kai Havertz,Germany,True,69.7,False,False,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Maximilian Mittelstädt under pressure, plays a long ball forward through the air to Kai Havertz into the central attacking third",1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184493,3930158,1,0,7,00:00:07.397,Ball Receipt*,Kai Havertz,Germany,Germany,100.9,44.4,,,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Pass,Maximilian Mittelstädt,Germany,0.0,4.0,Duel,Jack Hendry,Scotland,False,19.099999999999994,False,True,False,Kai Havertz receives under pressure in the central attacking third,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184494,3930158,1,0,7,00:00:07.397,Duel,Jack Hendry,Scotland,Germany,19.2,35.7,True,0.0,From Kick Off,,,,,,,,,,,,False,,,,,False,,"{'id': 4, 'name': 'Center Back'}",,0,0,0,0,0,0,0,0,0,0,Ball Receipt*,Kai Havertz,Germany,0.0,7.0,Pass,Kai Havertz,Germany,False,100.8,False,False,False,Jack Hendry in the duel,1,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a medium pass back along the ground to Maximilian Mittelstädt",10
184495,3930158,1,0,7,00:00:07.397,Pass,Kai Havertz,Germany,Germany,100.9,44.4,True,0.473634,From Kick Off,,2.184033,Low Pass,Incomplete,-2.863293,98.8,43.8,,,,,False,,,,,False,,"{'id': 23, 'name': 'Center Forward'}",,0,0,0,0,0,0,0,0,0,0,Duel,Jack Hendry,Scotland,0.0,7.0,Ball Recovery,Callum McGregor,Scotland,False,19.099999999999994,False,True,False,"🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a dangerous short pass  into the DANGER ZONE, INTERCEPTED! Germany loses the ball",2,"[0:07] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Germany and Scotland. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kai Havertz under pressure, plays a dangerous short pass into the DANGER ZONE, INTERCEPTED! Germany loses the ball . Callum McGregor wins the ball back, Jack Hendry wins the ball back under pressure, carries the ball - BUT LOSES IT! . Florian Wirtz closes down Jack Hendry",10
