data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
ESPN,4,1,Foul by Lamine Yamal (Spain).,Foul,[Foul] Foul by Lamine Yamal (Spain) on Theo Hernández (France). Free kick awarded.,208,0.6709531383453268,0.5798480393805051,0.5743359334224297,0.7652082,0.4,-0.4927328526973724,-0.4370012879371643,0.0557315647602081,5,13,4,11,4,2,4,2,1.0,1,2,1,1.0,1,2,1,1.0,2,4,0,0,1,2,0,0,1,3,0,1,1.0,0.7367625137324443
ESPN,4,2,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,[Foul] Foul by Lamine Yamal (Spain) on Theo Hernández (France). Free kick awarded.,208,0.3860960350789152,0.3798544219940931,0.2605556710562624,0.5932933,0.2857142857142857,0.158177837729454,-0.4370012879371643,0.5951791256666183,11,13,8,11,4,1,4,1,1.0,1,2,1,1.0,1,2,1,1.0,1,4,0,0,1,2,0,0,1,3,0,1,1.0,0.508876826220786
ESPN,5,1,Attempt missed. Fabián Ruiz (Spain) header from the left side of the six yard box is just a bit too high. Assisted by Lamine Yamal with a cross.,General,[Shot Missed] Attempt missed. Fabián Ruiz Peña's header from the six-yard box goes wide.,209,0.5935804307157159,0.4909163097135702,0.4020098749791413,0.72291297,0.3478260869565217,-0.3526109457015991,-0.4510381519794464,0.0984272062778472,28,14,19,13,8,4,3,1,0.25,1,0,0,0.0,4,3,2,0.5,4,3,0,0,1,0,0,0,4,3,0,0,0.19047619047619047,0.5129595832268012
ESPN,8,1,Foul by Nacho (Spain).,Foul,[Foul] Foul by José Ignacio Fernández Iglesias (Spain) on Randal Kolo Muani (France). Free kick awarded on the right wing.,212,0.5147061501048174,0.380679160899873,0.2781840281097755,0.73885345,0.125,-0.3979232907295227,-0.4811361730098724,0.0832128822803497,4,20,3,16,2,2,4,1,0.5,1,2,1,1.0,1,2,1,1.0,2,4,0,0,1,2,0,0,1,3,0,1,0.5555555555555556,0.5228760302769964
ESPN,8,2,Randal Kolo Muani (France) wins a free kick in the attacking half.,Free Kick,[Foul] Foul by José Ignacio Fernández Iglesias (Spain) on Randal Kolo Muani (France). Free kick awarded on the right wing.,212,0.3769857608772502,0.3928873421082478,0.28465974767891,0.56066895,0.3333333333333333,0.18958280980587,-0.4811361730098724,0.6707189828157425,12,20,9,16,6,1,4,1,1.0,1,2,1,1.0,1,2,1,1.0,1,4,0,0,1,2,0,0,1,3,0,1,1.0,0.5015886096393002
ESPN,9,1,"Goal! Spain 0, France 1. Randal Kolo Muani (France) header from very close range to the top right corner. Assisted by Kylian Mbappé with a cross.",Goal,"[Goal] Goal! Spain 0, France 0. Randal Kolo Muani heads in from close range, assisted by Kylian Mbappé.",213,0.7343910407472906,0.7013302937413927,0.5778241375218194,0.91505563,0.6111111111111112,0.5175102353096008,0.3510835170745849,0.1664267182350158,26,18,18,13,11,4,3,3,0.75,2,2,2,1.0,5,2,2,0.4,4,3,0,0,3,2,1,0,5,3,0,1,0.6428571428571429,0.7160842606510115
ESPN,13,1,Foul by Jesús Navas (Spain).,Foul,[Yellow Card] Jesús Navas (Spain) shown a yellow card for a foul on Adrien Rabiot (France).,217,0.5265870069322759,0.476483962583247,0.2908440639010167,0.7386078,0.4,-0.4711808562278747,-0.1480769962072372,0.3231038600206375,5,16,4,12,4,2,3,1,0.5,1,2,1,1.0,1,2,1,1.0,2,3,0,0,1,2,0,0,1,3,0,1,1.0,0.6212696007760758
ESPN,13,2,Adrien Rabiot (France) wins a free kick in the attacking half.,Free Kick,[Yellow Card] Jesús Navas (Spain) shown a yellow card for a foul on Adrien Rabiot (France).,217,0.3656866436750861,0.2707399872344297,0.1280280969743616,0.48419186,0.2,0.2013963907957077,-0.1480769962072372,0.3494733870029449,11,16,8,12,3,1,3,1,1.0,1,2,1,1.0,1,2,0,0.0,1,3,0,0,1,2,0,0,1,3,0,1,0.7777777777777778,0.4481048695498389
ESPN,16,1,Attempt blocked. Kylian Mbappé (France) right footed shot from outside the box is blocked.,General,[Shot Blocked] Attempt blocked. Kylian Mbappé's right-footed shot denied by Aymeric Laporte.,219,0.7126718799639327,0.6328046077315784,0.5147071618236508,0.8452451,0.5384615384615384,-0.1906503736972808,-0.2383766770362854,0.0477263033390045,14,12,11,12,7,2,4,2,1.0,1,0,0,0.0,3,3,3,1.0,2,4,0,0,1,0,0,0,4,5,1,2,0.7272727272727273,0.7155920448437824
ESPN,16,2,Delay over. They are ready to continue.,General,[Shot Blocked] Attempt blocked. Kylian Mbappé's right-footed shot denied by Aymeric Laporte.,219,0.1810081750154495,0.055636723836263,0.0,0.16691017,0.0,0.2045007944107055,-0.2383766770362854,0.4428774714469909,7,12,4,12,0,2,4,0,0.0,0,0,0,0.0,0,3,0,0.0,2,4,0,0,0,0,0,0,0,5,0,2,0.0,0.1448065397106018
