data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
FOX,1,1,Spain's Pedri gets in a shot on goal at Stuttgart Arena. But the effort is unsuccessful.,General,[Kick Off] The Quarter-finals begin! Spain versus Germany in a highly anticipated clash.,900,0.1367593728237946,0.1781866481216218,0.1217056681595013,0.3602227,0.0526315789473684,-0.3183322846889496,0.6691901683807373,0.9875224530696868,16,13,9,11,1,3,2,0,0.0,1,2,1,1.0,3,0,0,0.0,3,2,0,0,1,2,0,0,3,0,0,0,0.15789473684210525,0.14098644617585762
FOX,2,1,Attention is being given to Spain's Marc Cucurella and play has been suspended briefly.,Injury,[Injury] Early concern for Spain as Marc Cucurella is down with an injury.,901,0.3980234056076425,0.3514151343850318,0.16180401121021,0.6424414,0.25,-0.0612377375364303,-0.5233895182609558,0.4621517807245254,14,13,8,8,3,2,3,1,0.5,1,1,1,1.0,0,0,0,0.0,2,3,0,0,1,1,0,0,0,0,0,0,0.6363636363636364,0.4456914533698642
FOX,2,2,Spain's Marc Cucurella looks ok and returns to the pitch.,Injury,[Injury] Early concern for Spain as Marc Cucurella is down with an injury.,901,0.2521299317019144,0.3713191011928134,0.1415225563593544,0.67243475,0.3,0.5820480585098267,-0.5233895182609558,1.1054375767707825,10,13,6,8,3,1,3,1,1.0,1,1,1,1.0,0,0,0,0.0,1,3,0,0,1,1,0,0,0,0,0,0,1.0,0.4017039459177144
FOX,3,1,Free kick Spain.,Free Kick,[Foul] Foul by Jonas Hofmann (Germany) on Aymeric Laporte (Spain). Free kick awarded on the right wing.,902,0.376812578507083,0.362577305923326,0.2789425453258252,0.5587894,0.25,0.1109976321458816,-0.4694839715957641,0.5804816037416458,3,17,3,13,3,1,4,1,1.0,1,2,1,1.0,1,2,1,1.0,1,4,0,0,1,2,0,0,1,3,0,1,1.0,0.5014500683168359
FOX,3,2,Throw-in Germany.,General,[Foul] Foul by Jonas Hofmann (Germany) on Aymeric Laporte (Spain). Free kick awarded on the right wing.,902,0.2858254829768486,0.1613578292693227,0.0706163279953344,0.33653408,0.0769230769230769,-0.1287124156951904,-0.4694839715957641,0.3407715559005737,2,17,2,13,1,1,4,0,0.0,1,2,1,1.0,1,2,0,0.0,1,4,0,0,1,2,0,0,1,3,0,1,0.42857142857142855,0.3143746715178532
FOX,3,3,Can Germany capitalize from this throw-in deep inside Spain's half?,General,[Foul] Foul by Jonas Hofmann (Germany) on Aymeric Laporte (Spain). Free kick awarded on the right wing.,902,0.2045357057569665,0.1378540567713635,0.0715267207110657,0.22438839,0.1176470588235294,0.1259353756904602,-0.4694839715957641,0.5954193472862244,10,17,7,13,2,1,4,0,0.0,2,2,2,1.0,1,2,0,0.0,1,4,0,0,2,2,0,0,1,3,0,1,0.6,0.28362856444967416
FOX,4,1,"The match at Stuttgart Arena has been interrupted briefly for a check on Pedri, who is down injured.",Injury,[Injury] Early concern for Spain as Pedro González López is down with an injury.,903,0.3411507720006749,0.1355632297533412,0.1011785985746843,0.24668756,0.0588235294117647,-0.5421801209449768,-0.5000935196876526,0.0420866012573242,18,14,10,9,1,2,3,0,0.0,0,1,0,0.0,0,0,0,0.0,2,3,0,0,0,1,0,0,0,0,0,0,0.0,0.27292061734582496
FOX,4,2,Germany have a dangerous throw-in.,General,[Injury] Early concern for Spain as Pedro González López is down with an injury.,903,0.2905820086598396,0.0689938565095265,0.0,0.20698157,0.0,-0.5447470545768738,-0.5000935196876526,0.0446535348892211,5,14,3,9,0,0,3,0,0.0,1,1,0,0.0,1,0,0,0.0,0,3,0,0,1,1,0,0,1,0,0,0,0.0,0.2324656070221558
FOX,4,3,Spain awarded a free kick in their own half.,Free Kick,[Injury] Early concern for Spain as Pedro González López is down with an injury.,903,0.2326461497349362,0.128066510164449,0.0469240208424564,0.26035243,0.0769230769230769,-0.0464785881340503,-0.5000935196876526,0.4536149315536022,9,14,6,9,1,0,3,0,0.0,1,1,1,1.0,1,0,0,0.0,0,3,0,0,1,1,0,0,1,0,0,0,0.6,0.3061169192423862
FOX,6,1,Germany awarded a throw-in in their own half.,General,"[Injury] Manuel Neuer (Germany) is down, receiving treatment early in the match.",906,0.2442219853752245,0.1719058516592966,0.1667653166015658,0.27202916,0.0769230769230769,-0.0104238502681255,-0.5492534637451172,0.5388296134769917,8,12,5,9,1,0,2,0,0.0,1,1,1,1.0,1,0,0,0.0,0,2,0,0,1,1,0,0,1,0,0,0,1.0,0.39537758800953016
