data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
FLASHSCORE,1,1,The first half of this match is about to start.,Kick Off,[Kick Off] First Half begins. Group Stage match between Switzerland and Germany!,4286,0.494067730795144,0.3589806636714921,0.160439739939612,0.685733,0.2307692307692307,0.0536048263311386,0.154275894165039,0.1006710678339004,10,12,5,11,3,0,4,0,0.0,0,2,0,0.0,0,0,0,0.0,0,4,0,0,0,2,0,0,0,0,0,0,0.5,0.4952541805749885
FLASHSCORE,1,2,Fabian Rieder (Switzerland) robs an opponent of the ball and explodes in anger when Daniele Orsato blows for a foul.,General,[Kick Off] First Half begins. Group Stage match between Switzerland and Germany!,4286,0.2034411871745319,0.1507292879043859,0.0718886427987315,0.33682096,0.0434782608695652,-0.4841472208499908,0.154275894165039,0.6384231150150299,20,12,13,11,1,3,4,1,0.3333333333333333,1,2,1,1.0,1,0,0,0.0,3,4,0,0,1,2,0,0,1,0,0,0,0.23076923076923078,0.2089067958844995
FLASHSCORE,2,1,"Ilkay Gundogan almost found himself in a promising position after Jamal Musiala (Germany) tried to send a defence-splitting pass, but one of the defenders reacts well and makes a timely interception. Germany have been awarded a corner kick.",Corner,[Foul] Foul by a Switzerland player on Joshua Kimmich (Germany) in midfield.,4287,0.1823124251741532,0.1592807222708548,0.0745690611912265,0.3720231,0.03125,0.2090767920017242,-0.5395156741142273,0.7485924661159515,38,12,27,8,1,2,3,0,0.0,1,2,1,1.0,3,1,0,0.0,2,3,0,0,2,2,1,0,3,2,0,1,0.2,0.18584993901505498
FLASHSCORE,3,1,"Kai Havertz (Germany) outjumps the defence to meet the resulting corner and heads the ball towards the middle of the goal. The long-range header is not powerful enough, and the keeper comfortably makes a save.",Save,[Shot Saved] Great save by Yann Sommer! Kai Havertz's header from the center of the box denied.,4288,0.3198623886311161,0.3499648603272581,0.3484852372315281,0.5723771,0.1290322580645161,0.0031662806868553,0.773611307144165,0.7704450264573097,35,17,23,12,4,1,3,1,1.0,1,0,0,0.0,4,3,2,0.5,1,3,0,0,1,0,0,0,4,4,0,1,0.5333333333333333,0.3625565804344135
FLASHSCORE,3,2,Toni Kroos (Germany) will deliver the corner kick.,Corner,[Shot Saved] Great save by Yann Sommer! Kai Havertz's header from the center of the box denied.,4288,0.1698814370804827,0.118210291011307,0.0895643685554666,0.2650665,0.0,0.0985061824321746,0.773611307144165,0.6751051247119904,8,17,6,12,0,1,3,0,0.0,1,0,0,0.0,1,3,0,0.0,1,3,0,0,1,0,0,0,1,4,0,1,0.0,0.13590514876869525
FLASHSCORE,4,1,The resulting corner from Fabian Rieder (Switzerland) is cleared by the opposition's defence.,Corner,"[Corner] Corner for Switzerland. Fabian Rieder to take, conceded by Maximilian Mittelstädt.",4289,0.5747307656407938,0.4651433261832378,0.2706652182144271,0.7914314,0.3333333333333333,0.0938659831881523,-0.0026409327983856,0.0965069159865379,13,12,8,9,4,2,4,2,1.0,1,1,1,1.0,1,1,1,1.0,2,4,0,0,1,1,0,0,1,2,0,1,1.0,0.6597846071122445
FLASHSCORE,4,2,Dan Ndoye (Switzerland) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes out of play. Switzerland are awarded a corner kick.,Corner,"[Corner] Corner for Switzerland. Fabian Rieder to take, conceded by Maximilian Mittelstädt.",4289,0.4246404039574025,0.2472304278231142,0.1958138656768979,0.4589209,0.0869565217391304,-0.0457706004381179,-0.0026409327983856,0.0431296676397323,31,12,19,9,2,2,4,1,0.5,1,1,1,1.0,2,1,1,0.5,2,4,0,0,2,1,1,0,2,2,0,1,0.45454545454545453,0.43062141486435007
FLASHSCORE,5,1,Referee Daniele Orsato sees the trip by Florian Wirtz (Germany) and doesn't hesitate to blow his whistle.,General,[Foul] Foul by Florian Wirtz (Germany) on Remo Freuler (Switzerland) in midfield.,4290,0.2952138869302055,0.254861986168435,0.150650596615073,0.43746477,0.1764705882352941,0.0423402898013591,-0.5413901209831238,0.583730410784483,17,12,12,9,3,2,4,1,0.5,1,2,1,1.0,0,1,0,0.0,2,4,0,0,1,2,0,0,0,2,0,1,0.6363636363636364,0.3634438360859041
FLASHSCORE,8,1,Germany are bossing possession at the moment by exchanging some precise passes from player to player.,General,"[General] Germany dominating possession with 100%, controlling midfield for the last 3 minutes. Robert Andrich highly active with 12 events.",4293,0.4408438904457434,0.2603816725642342,0.0845798608014702,0.60132706,0.0952380952380952,0.7621294260025024,0.7443599700927734,0.017769455909729,16,20,10,14,2,0,2,0,0.0,1,1,1,1.0,1,0,0,0.0,0,2,0,0,1,1,0,0,1,0,0,0,0.6,0.47267511202596724
FLASHSCORE,10,1,Daniele Orsato blows his whistle and signals a foul after Granit Xhaka (Switzerland) brought his opponent down.,General,[Foul] Foul by Granit Xhaka (Switzerland) on Kai Havertz (Germany). Free kick awarded.,4295,0.4430551029553909,0.3338943650074666,0.1861052021417092,0.6050516,0.2105263157894736,-0.1582364439964294,-0.3876991271972656,0.2294626832008361,17,13,13,11,4,3,5,2,0.6666666666666666,1,2,1,1.0,1,2,1,1.0,3,5,0,0,1,2,0,0,1,3,0,1,0.6923076923076923,0.49290562540760785
