data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
BBC,1,1,And away we go...,Kick Off,[Kick Off] The first half begins. Group Stage match between Belgium and Romania!,4388,0.1974508477951641,0.066896291402387,0.0764496231895906,0.12423925,0.0,-0.2496058344841003,0.1612796485424041,0.4108854830265045,4,13,1,11,0,1,4,0,0.0,0,2,0,0.0,0,0,0,0.0,1,4,0,0,0,2,0,0,0,0,0,0,0.0,0.1579606780326172
BBC,2,1,"Oh, WOW! Talk about fast starts. Belgium could not wish for a better start as a sweeping move ends with Romelu Lukaku teeing-up Youri Tielemans for the sweetest of finishes from about 18 yards. The Red Devils are up and running.",Goal,"[Goal] Goal! Belgium 0, Romania 0. Youri Tielemans scores with a right-footed shot from the edge of the box, assisted by Romelu Lukaku.",4389,0.3325528618606298,0.3123005584759671,0.2144361350043638,0.5709504,0.1515151515151515,0.978312373161316,0.3716221451759338,0.6066902279853821,41,23,25,15,5,6,5,3,0.5,1,2,1,1.0,1,3,0,0.0,6,5,0,0,1,2,0,0,1,4,0,1,0.4782608695652174,0.36169446561987006
BBC,4,1,Belgium's goal after 73 seconds is their earliest ever in a match at a major international tournament.,General,"[Corner] Corner for Romania, delivered by Dennis Man, conceded by Arthur Theate. Romania applying early pressure.",4391,0.2011651797220111,0.1002452969551086,0.0,0.3007359,0.0,0.4868458807468414,-0.0092292912304401,0.4960751719772815,17,16,10,13,0,1,4,0,0.0,1,1,0,0.0,1,1,0,0.0,1,4,0,0,1,2,0,1,1,2,0,1,0.0,0.1609321456045437
BBC,5,1,This is being played at 200mph! Now Romania come close to an equaliser through Radu Dragusin's header but Koen Casteels makes a fine save pushing it over the bar. It's end-to-end stuff.,Save,[Shot Saved] Attempt saved. Radu Drăgușin's header from the center of the box denied by Koen Casteels.,4392,0.2569766348581915,0.2004639340415802,0.1217075301420027,0.33682713,0.1428571428571428,0.5698022842407227,-0.0036829784512519,0.5734852626919746,32,17,22,12,4,4,4,1,0.25,1,0,0,0.0,2,4,2,1.0,4,4,0,0,1,0,0,0,2,5,0,1,0.43478260869565216,0.2925378298005646
BBC,7,1,"More on that goal by Tielemans. He struck it first-time and it was only going to hit the back of the net. Sweet, sweet finish.",General,[Foul] Foul by Kevin De Bruyne (Belgium) on Florin Constantin Niţă (Romania) in the defensive half.,4394,0.0130329090386908,0.1486577336033558,0.0924596321703122,0.35351357,0.0,0.9669604301452636,-0.4268811345100403,1.393841564655304,25,16,14,11,0,4,5,0,0.0,0,2,0,0.0,2,1,0,0.0,4,5,0,0,0,2,0,0,2,2,0,1,0.0,0.010426327503001653
BBC,9,1,All four teams in Group E have three points as it stands. Next Wednesday's final round of games in this group could be fun!,General,"[General] Romania dominating early, controlling 75% possession, mostly in Belgium's defensive third.",4396,0.1458205779568441,0.1138951149484962,0.059667279392913,0.28201807,0.0,0.9277601838111876,0.1693571507930755,0.7584030330181122,24,12,14,10,0,3,3,0,0.0,0,2,0,0.0,0,0,0,0.0,3,3,0,0,0,2,0,0,0,0,0,0,0.0,0.11665646327496018
BBC,11,1,Jeremy Doku is teasing the Romanian defence with some clever play. The Manchester City man tries to set up Youri Tielemans for another goal but this time his attempt is blocked.,General,[Shot Blocked] Attempt blocked. Youri Tielemans' right foot shot from the edge of the box denied by Nicolae Stanciu.,4398,0.3249380969500961,0.2956732324092153,0.1848379322162671,0.5593246,0.1428571428571428,0.3105618357658386,-0.2767054736614227,0.5872673094272614,31,19,20,14,4,4,4,1,0.25,1,0,0,0.0,3,3,2,0.6666666666666666,4,4,0,0,1,0,0,0,3,5,0,2,0.2608695652173913,0.312124386172708
BBC,13,1,"Cologne is witnessing one of the most frantic and entertaining starts to a game at Euro 2024...as well as one of the best atmospheres. Honestly, both sets of fans in the stands are giving off BIG energy.",General,[Shot Blocked] Attempt blocked. Romelu Lukaku's right footed shot from the center of the box denied by Nicușor Bancu.,4400,-0.0124373400219652,0.0622413504112597,0.1445205876197922,0.042203464,0.0,0.9838204979896544,-0.2526529133319855,1.23647341132164,37,19,23,14,0,2,4,0,0.0,0,0,0,0.0,0,3,0,0.0,2,4,0,0,0,0,0,0,0,5,0,2,0.0,-0.009949871940369564
BBC,19,1,"Make no mistake, Belgium are on it tonight. They are playing like they are No 3 in the world.",General,[Shot Missed] Attempt missed. Jan Vertonghen's left footed shot from the centre of the box goes over the bar.,4406,0.0602498455018167,0.098274463172802,0.0584365986467858,0.23638679,0.0,0.5937911868095398,-0.4600328207015991,1.053824007511139,19,19,7,14,0,4,3,0,0.0,1,0,0,0.0,0,2,0,0.0,4,3,0,0,1,0,0,0,0,3,0,1,0.0,0.04819987622712938
BBC,22,1,"That's a great stat, Chris. This Euros is a great watch.",General,[Foul] Foul by Nicușor Silviu Bancu (Romania) on Dodi Lukebakio (Belgium). Free kick awarded in midfield.,4409,-0.0237557888031005,0.0708190600077311,0.0,0.21245718,0.0,0.9842997193336488,-0.323180615901947,1.3074803352355957,11,16,6,13,0,2,6,0,0.0,0,2,0,0.0,0,2,0,0.0,2,6,0,0,0,2,0,0,0,3,0,1,0.0,-0.019004631047119143
