data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
BBC,1,1,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,[Kick Off] The Round of 16 match begins. France versus Belgium underway!,1594,0.2621727683035913,0.1736797422685071,0.094569353978406,0.3829916,0.0434782608695652,0.6302928924560547,0.1579447388648986,0.472348153591156,25,12,15,9,1,5,3,0,0.0,0,2,0,0.0,0,0,0,0.0,5,3,0,0,0,2,0,0,0,0,0,0,0.0,0.20973821225136305
BBC,2,1,Adrien Rabiot has a bit of a hit and hope effort in these early stages. Hooked with his left foot well wide of the Belgium goal.,General,[Shot Missed] Attempt missed. Adrien Rabiot's left footed shot from the centre of the box goes over the bar.,1595,0.3273194440320098,0.2969826023598464,0.1814983966410018,0.5844494,0.125,0.1000229567289352,-0.4816470742225647,0.5816700309514999,26,19,15,14,3,3,3,1,0.3333333333333333,1,0,0,0.0,2,2,0,0.0,3,3,0,0,1,0,0,0,2,3,0,1,0.3076923076923077,0.3233940146763619
BBC,4,1,"Wout Faes sends one into the area but it's straight back out by France centre back William Saliba. Remember, these two sides have scored four goals between them so far at this tournament. It doesn't exactly spell goal fest.",General,[Foul] Foul by Adrien Rabiot (France) on Wout Faes (Belgium). Free kick awarded in midfield.,1597,0.3043659747292258,0.1943588714665382,0.081562174476192,0.41580015,0.0857142857142857,0.0641800165176391,-0.3014326989650726,0.3656127154827118,39,15,28,12,3,4,5,1,0.25,1,2,1,1.0,1,2,0,0.0,4,5,0,0,1,2,0,0,2,3,1,1,0.3333333333333333,0.31015944560821984
BBC,7,1,It's a cagey start from both sides in Dusseldorf. Kylian Mbappe looks to play a little one-two with Antoine Griezmann but it's snuffed out by the Belgian defence. Marcus Thuram wants a free-kick after a bit of a tussle with Arthur Theate but the referee says no.,General,"[General] Belgium dominating possession, controlling midfield for the last 2 minutes. Jan Vertonghen very active.",1600,0.2080314359004554,0.1544436246567642,0.0389519424479234,0.42437893,0.0,-0.0543129332363605,0.5768921971321106,0.6312051303684711,47,15,30,12,0,7,3,0,0.0,0,1,0,0.0,0,0,0,0.0,7,3,0,0,0,1,0,0,0,0,0,0,0.0,0.16642514841589046
BBC,10,1,"Antoine Griezmann has a shot from just outside the area but it's a really tame effort and an easy collection for Koen Casteels. Kylian Mbappe is fuming on the left-hand side, he wanted to have a go himself.",General,[Shot Saved] Attempt saved. Antoine Griezmann's left footed shot from the edge of the box denied by Koen Casteels.,1603,0.401613186835396,0.3492375820565856,0.2502953306568242,0.5751952,0.2222222222222222,-0.4387768805027008,0.0024831183254718,0.4412599988281727,38,19,21,14,6,3,4,2,0.6666666666666666,0,0,0,0.0,2,3,1,0.5,3,4,0,0,0,0,0,0,2,5,0,2,0.7142857142857143,0.4641476936673176
BBC,10,2,Is it possible for us to get through 90 minutes of football without talking about England? I get it. But can we just not for a bit.,General,[Shot Saved] Attempt saved. Antoine Griezmann's left footed shot from the edge of the box denied by Koen Casteels.,1603,0.2483585704013397,0.0602575011411892,0.0185151449917515,0.16225736,0.0,-0.1848551034927368,0.0024831183254718,0.1873382218182087,27,19,13,14,0,2,4,0,0.0,1,0,0,0.0,0,3,0,0.0,2,4,0,0,1,0,0,0,0,5,0,2,0.0,0.19868685663470856
BBC,12,1,The past five minutes or so have been played pretty much in the Belgian half. Jules Kounde looks to cut it back from the byline but there's no one there running onto it.,General,"[General] France dominating, holding 100% possession in the attacking third for two minutes. Jules Koundé heavily involved with seven events.",1605,0.2623218643029051,0.2044684005922102,0.1174988487798047,0.43340635,0.0625,-0.022203579545021,0.541914165019989,0.5641177445650101,33,20,19,16,2,2,2,1,0.5,0,1,0,0.0,0,0,0,0.0,2,2,0,0,0,1,0,0,0,0,0,0,0.5,0.30985749084295894
BBC,14,1,Antoine Griezmann sends a curling ball into the area but it's a bit too deep for Kylian Mbappe. Timothy Castagne heads behind anyway to prevent the danger. France have a corner.,Corner,[Yellow Card] Aurélien Tchouaméni (France) receives a yellow card for a foul.,1607,0.2559711037843788,0.1412850976843787,0.0521095355704661,0.33470872,0.037037037037037,-0.0318641476333141,-0.4318350255489349,0.3999708779156208,31,12,21,9,1,3,2,0,0.0,1,1,1,1.0,1,2,0,0.0,3,2,0,0,1,1,0,0,1,3,0,1,0.17647058823529413,0.24007100058543526
BBC,16,1,Now then. Kylian Mbappe has a chance just inside the area from the corner but his effort balloons over the bar. It looks like it takes a little deflection off the head of Amadou Onana and Aurelien Tchouameni finds himself in the book for having a go at the referee. He thought it was a handball.,Yellow Card,"[General] France in firm control, dominating possession and midfield play early on.",1609,0.1953586139521286,0.1190646917609751,0.0327081772650422,0.3244859,0.0,-0.258898377418518,0.3168612420558929,0.575759619474411,56,12,31,9,0,6,1,0,0.0,0,1,0,0.0,3,0,0,0.0,6,1,0,0,0,1,0,0,3,0,0,0,0.0,0.15628689155812622
BBC,18,1,Marcus Thuram heads well wide from a France corner. Les Bleus are certainly the more dominant at the moment but there's been nothing particularly clear-cut.,Corner,[Shot Missed] Attempt missed. Marcus Thuram heads the ball over from the center of the box.,1611,0.3604623943291442,0.2555072677264394,0.2514785492806977,0.39504325,0.12,-0.0594718717038631,-0.3841440975666046,0.3246722258627414,25,16,18,11,3,2,3,1,0.5,1,0,0,0.0,1,2,0,0.0,2,3,0,0,1,0,0,0,1,2,0,0,0.3076923076923077,0.34990837622205284
