data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
SPORTS_MOLE,1,1,KICKOFF:  And we're off! France get us started.,Kick Off,[Kick Off] The first half begins. Euro 2024 Semi-Final between Spain and France!,205,0.449614492770532,0.3289498010827426,0.1565411963721087,0.6969749,0.1333333333333333,0.3605336546897888,0.1721422225236892,0.1883914321660995,8,13,5,12,2,1,3,0,0.0,1,2,1,1.0,0,0,0,0.0,1,3,0,0,1,2,0,0,0,0,0,0,0.42857142857142855,0.4454058852221542
SPORTS_MOLE,2,1,"Bright start from Spain... Fabian Ruiz moves into the left channel and curls a cross towards the back post, but Lamine Yamal slips and the ball bounces out of play.",General,"[General] Spain dominating early with 76.7% possession, controlling the midfield.",206,0.3184616155142214,0.1925352860443626,0.119123987817395,0.42144483,0.037037037037037,0.6215552091598511,0.3177958130836487,0.3037593960762024,30,10,21,7,1,3,1,0,0.0,1,1,1,1.0,1,0,0,0.0,3,1,0,0,1,1,0,0,1,0,0,0,0.17647058823529413,0.29006340940270475
SPORTS_MOLE,4,1,"CHANCE!  Yamal and Ruiz are involved again for Spain, with the former this time setting up the latter from right to left. However, Ruiz can only head his effort at the far post over the crossbar.",Chance,[Foul] Foul by Lamine Yamal (Spain) on Theo Hernández (France). Free kick awarded.,208,0.2283779930757489,0.1369283445758298,0.0386348169436935,0.30072165,0.0714285714285714,0.0602717734873294,-0.4370012879371643,0.4972730614244938,36,13,21,11,2,3,4,1,0.3333333333333333,1,2,1,1.0,3,2,0,0.0,3,4,0,0,1,2,0,0,3,3,0,1,0.29411764705882354,0.24152592480131893
SPORTS_MOLE,4,1,"CHANCE!  Yamal and Ruiz are involved again for Spain, with the former this time setting up the latter from right to left. However, Ruiz can only head his effort at the far post over the crossbar.",Chance,[Foul] Foul by Lamine Yamal (Spain) on Theo Hernández (France). Free kick awarded.,208,0.2283779930757489,0.1369283445758298,0.0386348169436935,0.30072165,0.0714285714285714,0.0602717734873294,-0.4370012879371643,0.4972730614244938,36,13,21,11,2,3,4,1,0.3333333333333333,1,2,1,1.0,3,2,0,0.0,3,4,0,0,1,2,0,0,3,3,0,1,0.29411764705882354,0.24152592480131893
SPORTS_MOLE,6,1,Kylian Mbappe - without his mask tonight after breaking his nose at the start of the tournament - had the ball poked away from his feet on the edge of the penalty area by Jesus Navas.,General,"[General] France dominating early with 88.7% possession, Tchouaméni heavily involved.",210,0.1745765879750251,0.0523292024930318,0.0,0.15698761,0.0,-0.1689310669898986,0.289750188589096,0.4586812555789947,36,10,19,8,0,2,2,0,0.0,0,1,0,0.0,1,0,0,0.0,2,2,0,0,0,1,0,0,1,0,0,0,0.0,0.13966127088420105
SPORTS_MOLE,9,1,GOAL!  SPAIN 0-1 FRANCE (KOLO MUANI),Goal,"[Goal] Goal! Spain 0, France 0. Randal Kolo Muani heads in from close range, assisted by Kylian Mbappé.",213,0.6436909904190545,0.5900211956909822,0.5093411485785821,0.8440558,0.4166666666666667,0.5463831424713135,0.3510835170745849,0.1952996253967285,6,18,5,13,5,0,3,0,0.0,2,2,2,1.0,1,2,1,1.0,0,3,0,0,2,2,0,0,1,3,0,1,1.0,0.7149527979697041
SPORTS_MOLE,11,1,GOAL!  France finally score their first goal of Euro 2024 from open play!,Goal,"[General] Spain dominating possession with 87%, controlling the midfield for 2 minutes.",215,0.1611331850290298,0.1065843005975087,0.0,0.3197529,0.0,0.935667872428894,0.2604477107524872,0.6752201616764069,13,12,10,7,0,0,1,0,0.0,1,1,0,0.0,1,0,0,0.0,0,1,0,0,1,1,0,0,2,0,1,0,0.0,0.12890654766471862
SPORTS_MOLE,13,1,Spain have responded well to going a goal behind as they pile bodies forward and look threatening on both wings with Yamal and Nico Williams.,General,[Yellow Card] Jesús Navas (Spain) shown a yellow card for a foul on Adrien Rabiot (France).,217,0.1880852528473223,0.1353794615216368,0.0490825929484706,0.3170558,0.04,0.5057203769683838,-0.1480769962072372,0.653797373175621,25,16,16,12,1,2,3,0,0.0,1,2,1,1.0,1,2,0,0.0,2,3,0,0,1,2,0,0,1,3,0,1,0.23076923076923078,0.19662205010841607
SPORTS_MOLE,15,1,"YELLOW CARD!  Navas is booked for a late sliding challenge on Rabiot around 35 yards away from Spain's goal... resulting free kick for France comes to nothing, though.",Yellow Card,"[Injury] Adrien Rabiot (France) is down with an injury, receiving medical attention.",218,0.3007953550006632,0.1708662126575157,0.0818251367597669,0.35385042,0.0769230769230769,-0.2591729462146759,-0.5685901641845703,0.3094172179698944,28,12,20,9,2,2,2,1,0.5,2,1,1,0.5,3,0,0,0.0,2,2,0,0,2,1,0,0,3,0,0,0,0.25,0.2906362831425898
SPORTS_MOLE,18,1,"France are beginning to find their rhythm... this is the best they have played at Euro 2024, although they have yet to test the gloves of Unai Simon.",General,"[General] Spain dominating possession with 80.9%, controlling midfield play effectively.",221,0.2189949378371238,0.1157542169094085,0.0,0.34726265,0.0,0.8959720730781555,0.4246891736984253,0.4712828993797302,28,10,14,8,0,1,1,0,0.0,1,1,0,0.0,0,0,0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,0.0,0.17519595012405395
