data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
ESPN,2,1,Attempt missed. Adrien Rabiot (France) left footed shot from the centre of the box misses to the left. Assisted by Aurélien Tchouaméni with a cross.,General,[Shot Missed] Attempt missed. Adrien Rabiot's left footed shot from the centre of the box goes over the bar.,1595,0.6913053168140659,0.6654399233768794,0.6374449723095932,0.8588748,0.5,-0.2505485713481903,-0.4816470742225647,0.2310985028743744,25,19,16,14,9,4,3,2,0.5,1,0,0,0.0,4,2,2,0.5,4,3,0,0,1,0,0,0,4,3,0,1,0.2857142857142857,0.6101871110299009
ESPN,3,1,"Offside, France. Marcus Thuram is caught offside.",Offside,"[General] Belgium dominating early with 61% possession, controlling midfield play.",1596,0.2429059781134128,0.0978579719861348,0.0,0.29357392,0.0,-0.0589773803949356,0.2629726231098175,0.3219500035047531,7,10,6,8,0,2,2,0,0.0,1,1,0,0.0,1,0,0,0.0,2,2,0,0,1,1,0,0,2,0,1,0,0.0,0.1943247832990494
ESPN,10,1,Attempt saved. Antoine Griezmann (France) left footed shot from outside the box is saved in the centre of the goal. Assisted by Adrien Rabiot.,General,[Shot Saved] Attempt saved. Antoine Griezmann's left footed shot from the edge of the box denied by Koen Casteels.,1603,0.7053992349723744,0.6295136364890163,0.6117126831767975,0.8557756,0.4210526315789473,0.0694270879030227,0.0024831183254718,0.0669439695775508,24,19,16,14,8,4,4,2,0.5,1,0,0,0.0,5,3,3,0.6,4,4,0,0,1,0,0,0,6,5,1,2,0.34782608695652173,0.6338846064269431
ESPN,14,1,Aurélien Tchouaméni (France) is shown the yellow card.,Yellow Card,[Yellow Card] Aurélien Tchouaméni (France) receives a yellow card for a foul.,1607,0.700290769653738,0.6750908150503642,0.5147429270236512,0.8855295,0.625,-0.2077256590127945,-0.4318350255489349,0.2241093665361404,8,12,6,9,5,1,2,1,1.0,1,1,1,1.0,1,2,1,1.0,1,2,0,0,1,1,0,0,1,3,0,1,1.0,0.7602326120975021
ESPN,14,2,Attempt missed. Kylian Mbappé (France) right footed shot from the left side of the box is high and wide to the right. Assisted by Théo Hernández following a corner.,Corner,[Yellow Card] Aurélien Tchouaméni (France) receives a yellow card for a foul.,1607,0.2838304357833069,0.1321697605459427,0.0231174646244055,0.33172515,0.0416666666666666,-0.1706474870443344,-0.4318350255489349,0.2611875385046005,29,12,19,9,1,4,2,0,0.0,1,1,1,1.0,4,2,0,0.0,4,2,0,0,1,1,0,0,4,3,0,1,0.14285714285714285,0.2556357771287229
ESPN,14,3,"Corner, France. Conceded by Timothy Castagne.",Corner,[Yellow Card] Aurélien Tchouaméni (France) receives a yellow card for a foul.,1607,0.2674611795900899,0.1767006750184481,0.0587036145833414,0.38048932,0.0909090909090909,0.0284222811460495,-0.4318350255489349,0.4602573066949844,6,12,5,9,1,3,2,0,0.0,1,1,1,1.0,1,2,0,0.0,3,2,0,0,1,1,0,0,1,3,0,1,0.23076923076923078,0.2601227899133357
ESPN,17,1,"Corner, France. Conceded by Arthur Theate.",Corner,"[General] France in complete control, dominating midfield for the last two minutes. Upamecano heavily involved with six key contributions.",1610,0.2330203562467998,0.1934715457826462,0.0501502377943386,0.47763282,0.0526315789473684,0.0269543323665857,0.6752875447273254,0.6483332123607397,6,19,5,15,1,3,2,0,0.0,1,1,1,1.0,1,0,0,0.0,3,2,0,0,1,1,0,0,1,0,0,0,0.23076923076923078,0.2325701310300396
ESPN,18,1,Attempt missed. Marcus Thuram (France) header from the centre of the box is high and wide to the right. Assisted by Antoine Griezmann with a cross following a corner.,Corner,[Shot Missed] Attempt missed. Marcus Thuram heads the ball over from the center of the box.,1611,0.5155044533258912,0.4434521868753747,0.4492823325561252,0.6538015,0.2272727272727272,-0.1158053502440452,-0.3841440975666046,0.2683387473225593,29,16,17,11,5,4,3,2,0.5,1,0,0,0.0,5,2,1,0.2,4,3,0,0,1,0,0,0,5,2,0,0,0.17391304347826086,0.44718617119691084
ESPN,20,1,Attempt missed. Adrien Rabiot (France) left footed shot from outside the box is high and wide to the right. Assisted by Aurélien Tchouaméni.,General,[Shot Missed] Attempt missed. Adrien Rabiot's left footed shot from the edge of the box goes over the bar.,1613,0.6200205690971766,0.5461406121401992,0.4821054130044596,0.7563164,0.4,-0.3298415541648865,-0.4881811141967773,0.1583395600318908,23,19,16,14,8,4,3,2,0.5,1,0,0,0.0,3,2,2,0.6666666666666666,4,3,0,0,1,0,0,0,3,3,0,1,0.3157894736842105,0.5591743453313558
ESPN,23,1,Antoine Griezmann (France) is shown the yellow card for a bad foul.,Yellow Card,[Yellow Card] Antoine Griezmann (France) receives a yellow card for a foul on Jeremy Doku (Belgium).,1616,0.6195642854451688,0.620153389795562,0.4874540639637124,0.8730061,0.5,-0.5335423350334167,-0.1513393074274063,0.3822030276060104,12,16,8,12,6,1,4,1,1.0,1,2,1,1.0,2,2,2,1.0,1,4,0,0,1,2,0,0,2,3,0,1,1.0,0.6956514272715404
ESPN,23,2,Foul by Antoine Griezmann (France).,Foul,[Yellow Card] Antoine Griezmann (France) receives a yellow card for a foul on Jeremy Doku (Belgium).,1616,0.5348286305723363,0.4564074890292716,0.2908440639010167,0.6783784,0.4,-0.3812472522258758,-0.1513393074274063,0.2299079447984695,5,16,4,12,4,2,4,1,0.5,1,2,1,1.0,1,2,1,1.0,2,4,0,0,1,2,0,0,1,3,0,1,1.0,0.6278629038205095
ESPN,23,3,Jérémy Doku (Belgium) wins a free kick on the left wing.,Free Kick,[Yellow Card] Antoine Griezmann (France) receives a yellow card for a foul on Jeremy Doku (Belgium).,1616,0.3502762323172064,0.2435359366140328,0.1280280969743616,0.4775797,0.125,0.1781635731458664,-0.1513393074274063,0.3295028805732727,11,16,8,12,2,2,4,2,1.0,1,2,1,1.0,1,2,0,0.0,2,4,0,0,1,2,0,0,1,3,0,1,0.7777777777777778,0.43577653883577333
ESPN,24,1,Adrien Rabiot (France) is shown the yellow card for a bad foul.,Yellow Card,[Yellow Card] Adrien Rabiot (France) shown a yellow card for a foul on Jeremy Doku (Belgium).,1617,0.6840315735806265,0.7049890030051918,0.5726003742998885,0.906003,0.6363636363636364,-0.523274302482605,-0.1444335877895355,0.3788407146930694,12,16,8,12,7,1,4,1,1.0,1,2,1,1.0,2,2,2,1.0,1,4,0,0,1,2,0,0,2,3,0,1,1.0,0.7472252591940911
ESPN,24,2,Foul by Adrien Rabiot (France).,Foul,[Yellow Card] Adrien Rabiot (France) shown a yellow card for a foul on Jeremy Doku (Belgium).,1617,0.5331907582638437,0.4523250874357454,0.2908440639010167,0.6661312,0.4,-0.3686458170413971,-0.1444335877895355,0.2242122292518615,5,16,4,12,4,2,4,1,0.5,1,2,1,1.0,1,2,1,1.0,2,4,0,0,1,2,0,0,1,3,0,1,1.0,0.6265526069298311
ESPN,24,3,Jérémy Doku (Belgium) wins a free kick in the defensive half.,Free Kick,[Yellow Card] Adrien Rabiot (France) shown a yellow card for a foul on Jeremy Doku (Belgium).,1617,0.3344189873870019,0.2262080529048448,0.0817680414659993,0.47185612,0.125,0.1965146213769912,-0.1444335877895355,0.3409482091665268,11,16,8,12,2,2,4,2,1.0,1,2,1,1.0,1,2,0,0.0,2,4,0,0,1,2,0,0,1,3,0,1,0.7777777777777778,0.42309074601545005
ESPN,24,4,Adrien Rabiot (France) is shown the yellow card for a bad foul.,Yellow Card,"[Injury] Injury concern for Belgium as Jeremy Doku goes down, receiving treatment.",1618,0.3052547302230214,0.0775358513175137,0.0424980328019521,0.19010952,0.0,-0.523274302482605,-0.5116856694221497,0.0115886330604553,12,12,8,10,0,1,3,0,0.0,1,1,0,0.0,2,0,0,0.0,1,3,0,0,1,1,0,0,2,0,0,0,0.0,0.24420378394829934
ESPN,24,5,Jérémy Doku (Belgium) wins a free kick in the defensive half.,Free Kick,"[Injury] Injury concern for Belgium as Jeremy Doku goes down, receiving treatment.",1618,0.2652818399364719,0.2564425501816762,0.0934947749753671,0.54249954,0.1333333333333333,0.1965146213769912,-0.5116856694221497,0.7082002907991409,11,12,8,10,2,2,3,2,1.0,1,1,1,1.0,1,0,0,0.0,2,3,0,0,1,1,0,0,1,0,0,0,0.7777777777777778,0.36778102705746746
ESPN,24,6,Foul by Adrien Rabiot (France).,Foul,"[Injury] Injury concern for Belgium as Jeremy Doku goes down, receiving treatment.",1618,0.2568218484520912,0.0567757487297058,0.0,0.17032725,0.0,-0.3686458170413971,-0.5116856694221497,0.1430398523807525,5,12,4,10,0,2,3,0,0.0,1,1,0,0.0,1,0,0,0.0,2,3,0,0,1,1,0,0,1,0,0,0,0.0,0.20545747952384946
ESPN,26,1,Delay over. They are ready to continue.,General,[Foul] Foul by Adrien Rabiot (France) on Kevin De Bruyne (Belgium) in midfield.,1619,0.1234616879373788,0.0163012171785036,0.0,0.04890365,0.0,0.2045007944107055,-0.3505561053752899,0.5550568997859955,7,13,4,9,0,2,4,0,0.0,0,2,0,0.0,0,1,0,0.0,2,4,0,0,0,2,0,0,0,2,0,1,0.0,0.09876935004280091
