data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
BBC,1,1,An incredible noise inside the Olympiastadion as England get the Euro 2024 final under way.,Kick Off,"[Kick Off] The Final is underway! Spain versus England, both teams eager to claim glory.",105,0.4220448478051847,0.2314813195319739,0.1469966887248004,0.45220917,0.0952380952380952,0.9321261048316956,0.9258615374565125,0.0062645673751831,15,15,11,12,2,2,2,0,0.0,1,2,1,1.0,0,0,0,0.0,2,2,0,0,1,2,0,0,0,0,0,0,0.2727272727272727,0.3921813318629971
BBC,2,1,"Spain are seeing a lot of the ball in these early exchanges but they're being forced back. A first touch for Luke Shaw, a first tackle which he wins.",General,"[General] Spain dominating early with 73% possession, controlling midfield play.",106,0.4074342018956868,0.2408195623550055,0.0637223332362231,0.56349826,0.0952380952380952,0.1766125261783599,0.2693344056606293,0.0927218794822692,29,10,16,8,2,1,1,0,0.0,1,1,1,1.0,1,0,0,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0.3333333333333333,0.39261402846507654
BBC,3,1,Spain keeper Unai Simon has touched the ball more than anyone else so far.,General,"[General] Spain controlling the game early, dominating possession in their defensive third.",107,0.3627080874493308,0.1789436928895563,0.0845798608014701,0.39961964,0.0526315789473684,0.2075922936201095,0.2935910224914551,0.0859987288713455,14,12,11,9,1,1,1,0,0.0,1,1,1,1.0,0,0,0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,0.42857142857142855,0.3758807558897843
BBC,4,1,Great start for Luke Shaw. He wins another tackle. That's three out of three. Now a first corner for Spain after John Stones puts Nico Williams' hopeful cross behind.,Corner,"[General] Spain dominating early, controlling midfield with 76% possession for three minutes.",108,0.2587939410806542,0.2109008510113882,0.148675204318481,0.41506183,0.0689655172413793,0.9191717505455016,0.3216449618339538,0.5975267887115479,29,12,23,9,2,5,1,0,0.0,1,1,1,1.0,3,0,0,0.0,5,1,0,0,1,1,0,0,3,0,0,0,0.10344827586206896,0.2277248077420763
BBC,5,1,Spain are starting to show their attacking intent. Marc Cucurella is out wide deep inside England's half but he is forced back.,General,"[Corner] Corner for Spain, delivered by Nico Williams. Conceded by John Stones.",109,0.352895868678507,0.1700696047605631,0.0265164229294694,0.43823785,0.0454545454545454,0.1535612046718597,0.0549358651041984,0.0986253395676612,22,12,15,9,1,1,4,0,0.0,2,1,1,0.5,0,1,0,0.0,1,4,0,0,2,1,0,0,0,2,0,1,0.3,0.34231669576327073
BBC,6,1,Neat and tidy by Spain. England are yet to mount a serious attack.,General,"[General] Spain dominating early with 96.4% possession, controlling the midfield.",110,0.3575173939353967,0.1754498713661226,0.0484048185239073,0.40651622,0.0714285714285714,0.1901269853115081,0.2864070236682892,0.096280038356781,13,10,8,7,1,1,1,0,0.0,2,1,1,0.5,0,0,0,0.0,1,1,0,0,2,1,0,0,0,0,0,0,0.3,0.3460139143191395
BBC,7,1,Good defending by Kyle Walker and then Declan Rice as Nico Williams looks to pounce inside the penalty area. England look solid at the back but we've seen nothing from them in terms of an attacking threat.,General,"[General] Spain dominating possession with 100%, controlling midfield for 2 minutes.",111,0.3234040960669517,0.1077939867973327,0.0,0.32338196,0.0,0.3690267205238342,0.3392611443996429,0.0297655761241912,37,11,23,8,0,3,1,0,0.0,1,1,0,0.0,1,0,0,0.0,3,1,0,0,1,1,0,0,1,0,0,0,0.0,0.25872327677516177
BBC,9,1,England are trying to break forward and Jude Bellingham wins a free-kick inside Spain's half after a foul by Rodri. This is in a decent position.,Free Kick,"[General] Even contest in midfield, both teams feeling each other out.",113,0.137146600301978,0.1516411214615465,0.0322139887647512,0.42270938,0.0,0.5159658193588257,-0.3903711438179016,0.9063369631767272,26,11,17,10,0,2,2,0,0.0,2,0,0,0.0,1,0,0,0.0,2,2,0,0,2,0,0,0,1,0,0,0,0.0,0.10971728111760481
BBC,10,1,The set-piece is floated into the Spain box but there is a foul by Marc Guehi and Spain go again.,Free Kick,[Foul] Foul by Rodrigo Hernández (Spain) on Jude Bellingham (England) near the right wing.,114,0.3748902578500405,0.2804904198444545,0.2180171216810461,0.518191,0.1052631578947368,-0.1115472167730331,-0.4534574449062347,0.3419102281332016,20,14,12,11,2,1,3,0,0.0,1,2,1,1.0,1,1,1,1.0,1,3,0,0,2,2,1,0,1,2,0,1,0.5555555555555556,0.4110233213996274
BBC,12,1,"Oh, that's outstanding by John Stones. A super challenge by the England defender to thwart Nico Williams who has started really strongly. Williams looks Spain's biggest threat at the moment.",General,[Injury] Injury concern for England as Kyle Walker goes down.,116,-0.0244223568027655,0.1184068397435293,0.0254064642646152,0.28981405,0.04,0.926788330078125,-0.5261216163635254,1.4529099464416504,30,10,20,8,1,3,2,0,0.0,2,1,1,0.5,0,0,0,0.0,4,2,1,0,2,1,0,0,0,0,0,0,0.13636363636363635,0.0077348408373202225
BBC,13,1,Half a chance for Robin Le Normand but it drops well wide.,General,[Shot Missed] Attempt missed. Robin Le Normand's right footed shot from the centre of the box goes wide.,117,0.4143757657267239,0.2986186972667888,0.1436279986530886,0.5522281,0.2,-0.2106216996908188,-0.4489747285842895,0.2383530288934707,12,18,7,13,3,1,3,1,1.0,0,0,0,0.0,1,2,0,0.0,1,3,0,0,0,0,0,0,1,3,0,1,1.0,0.5315006139519236
BBC,14,1,That's more like it. Kyle Walker finds some space out wide and sends in a pass which is put behind for England's first corner.,Corner,"[General] Spain dominating possession with 82%, primarily in England's defensive third.",118,0.3365010779509098,0.138762326559643,0.0681999867793522,0.30642033,0.0416666666666666,0.0671099722385406,0.1373926401138305,0.0702826678752899,24,11,17,8,1,1,1,0,0.0,1,2,1,1.0,2,0,0,0.0,1,1,0,0,1,2,0,0,2,0,0,0,0.2727272727272727,0.3237463176596003
BBC,16,1,England are stepping it up! Bukayo Saka is posing a threat and threads a nice pass to Declan Rice who lets fly. It's blocked. England are looking much more lively.,General,"[Corner] Corner for England. Phil Foden delivers, conceded by Aymeric Laporte.",120,0.166362063594051,0.1624081185806298,0.0505920182633985,0.3981708,0.0384615384615384,0.8484838604927063,0.0267077591270208,0.8217761013656855,30,11,20,9,1,3,3,0,0.0,1,1,1,1.0,2,1,0,0.0,3,3,0,0,2,1,1,0,2,2,0,1,0.15789473684210525,0.16466859844027132
