data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score,average_score_with_ner
FLASHSCORE,1,1,The first half of this match is about to start.,Kick Off,[Kick Off] First Half begins. Group Stage match between Slovakia and Romania.,3984,0.5113772586393346,0.3527723829491919,0.160439739939612,0.6671082,0.2307692307692307,0.0536048263311386,0.0407967120409011,0.0128081142902374,10,12,5,11,3,0,5,0,0.0,0,2,0,0.0,0,0,0,0.0,0,5,0,0,0,2,0,0,0,0,0,0,0.5,0.5091018112837211
FLASHSCORE,1,2,"Juraj Kucka (Slovakia) reacts well to get to the rebound and takes a shot from the edge of the box, but he fails to get the ball through the players standing between him and the goal.",Shot,[Kick Off] First Half begins. Group Stage match between Slovakia and Romania.,3984,0.3456689369538557,0.1534995248727178,0.0735629190583411,0.31550708,0.0714285714285714,-0.0370261147618293,0.0407967120409011,0.0778228268027305,36,12,20,11,2,2,5,1,0.5,1,2,1,1.0,2,0,0,0.0,2,5,0,0,1,2,0,0,2,0,0,0,0.2727272727272727,0.33108060328229094
FLASHSCORE,1,3,"Peter Pekarik (Slovakia) gets to the rebound just outside the box, but his attempt is blocked by one of the defending players.",Shot,[Kick Off] First Half begins. Group Stage match between Slovakia and Romania.,3984,0.3322483059271105,0.1262921803035905,0.0284562343525773,0.30694205,0.0434782608695652,-0.0090866051614284,0.0407967120409011,0.0498833172023296,22,12,13,11,1,2,5,1,0.5,1,2,1,1.0,2,0,0,0.0,2,5,0,0,1,2,0,0,2,0,0,0,0.3333333333333333,0.33246531227062925
FLASHSCORE,4,1,Andrei Ratiu (Romania) tries to send a pass but it's blocked.,General,"[General] Romania dominating early, controlling midfield with 66.7% possession. Ianis Hagi involved in 13 events.",3987,0.2594005857487111,0.1553492075310269,0.0431099874798695,0.3641141,0.0588235294117647,-0.1538988053798675,0.2745464742183685,0.4284452795982361,11,15,7,11,1,2,3,1,0.5,1,1,1,1.0,2,0,0,0.0,2,3,0,0,1,1,0,0,2,0,0,0,0.2727272727272727,0.26206592200413414
FLASHSCORE,6,1,Ondrej Duda (Slovakia) was too fierce in his attempt to get the ball from his opponent and Daniel Siebert blows for a foul.,General,[Foul] Foul by Ondrej Duda (Slovakia) on Ianis Hagi (Romania). Free kick awarded in midfield.,3989,0.4889822346903358,0.3354484197745686,0.1812059036642209,0.62513936,0.2,-0.4365855455398559,-0.3861692249774933,0.0504163205623626,23,15,13,12,4,3,6,2,0.6666666666666666,1,2,1,1.0,2,2,1,0.5,3,6,0,0,1,2,0,0,2,3,0,1,0.6923076923076923,0.5296473270819101
FLASHSCORE,7,1,David Strelec (Slovakia) escapes without any punishment from the referee after using excessive force to foul his opponent.,General,[Foul] Foul by David Strelec (Slovakia) on Marius Mihai Marin (Romania). Free kick awarded in midfield.,3990,0.4351538713895072,0.3178942099045104,0.1658034661448611,0.606061,0.1818181818181818,-0.0234650075435638,-0.2365321516990661,0.2130671441555023,18,16,14,13,4,2,6,2,1.0,1,2,1,1.0,1,2,1,1.0,2,6,0,0,1,2,0,0,1,3,0,1,1.0,0.5481231007615082
FLASHSCORE,7,2,Nicolae Stanciu (Romania) sends over a free kick from long range but the defence is alert.,Free Kick,[Foul] Foul by David Strelec (Slovakia) on Marius Mihai Marin (Romania). Free kick awarded in midfield.,3990,0.3582319520311118,0.2616545379024824,0.1016306697911265,0.53333294,0.15,0.115503653883934,-0.2365321516990661,0.3520358055830002,16,16,11,13,3,2,6,1,0.5,1,2,1,1.0,1,2,1,1.0,2,6,0,0,1,2,0,0,1,3,0,1,0.5555555555555556,0.3976966719527364
FLASHSCORE,8,1,Lukas Haraslin (Slovakia) goes over to take the corner kick and it looks like he will send the ball into the penalty box.,Corner,"[General] Slovakia dominating early, holding 100% possession in midfield. Milan Škriniar leading with nine touches.",3991,0.291255540099241,0.1519290287994645,0.0248950140563331,0.39385504,0.037037037037037,0.0159885007888078,0.3067534267902374,0.2907649260014295,23,15,15,13,1,2,3,1,0.5,1,1,1,1.0,2,0,0,0.0,2,3,0,0,1,1,0,0,2,0,0,0,0.2727272727272727,0.28754988756384264
FLASHSCORE,9,1,"Juraj Kucka (Slovakia) peeled away from his marker and got on the end of the resulting corner, but he sends his header straight at the goalkeeper.",Save,[Shot Saved] Attempt saved. Juraj Kucka's header from the centre of the box denied by Florin Niţă.,3992,0.4583045753835264,0.3198300534484947,0.2629592709644224,0.56016725,0.1363636363636363,0.0706883370876312,-0.0555835217237472,0.1262718588113784,26,17,14,12,3,2,4,1,0.5,1,0,0,0.0,3,4,1,0.3333333333333333,2,4,0,0,1,0,0,0,3,5,0,1,0.46153846153846156,0.4589513520110284
FLASHSCORE,10,1,David Hancko (Slovakia) wins the ball from the resulting corner but blazes it well over the bar. The ball goes out of play and Romania will have a goal kick.,Shot,[Shot Missed] Attempt missed. Dávid Hancko's right footed shot from the centre of the box goes over the bar.,3993,0.3352786140268448,0.3147873066035115,0.3459107786915313,0.43845114,0.16,0.1206057965755462,-0.4826416671276092,0.6032474637031555,30,19,18,14,4,3,3,1,0.3333333333333333,2,0,0,0.0,3,2,0,0.0,3,3,0,0,2,0,0,0,3,3,0,1,0.2857142857142857,0.3253657481405323
FLASHSCORE,10,2,A pass into the penalty area from Peter Pekarik (Slovakia) is intercepted by the defence.,General,[Shot Missed] Attempt missed. Dávid Hancko's right footed shot from the centre of the box goes over the bar.,3993,0.3021748484781735,0.1980864243853559,0.1963901034440013,0.39786917,0.0,-0.0970817878842353,-0.4826416671276092,0.3855598792433738,15,19,9,14,0,2,3,0,0.0,1,0,0,0.0,2,2,0,0.0,2,3,0,0,1,0,0,0,2,3,0,1,0.0,0.2417398788401255
FLASHSCORE,10,3,Lukas Haraslin (Slovakia) is heading toward the corner flag to take the set piece.,Corner,[Shot Missed] Attempt missed. Dávid Hancko's right footed shot from the centre of the box goes over the bar.,3993,0.2371223102213608,0.158847845951937,0.1636739294535588,0.3128696,0.0,0.0454126298427581,-0.4826416671276092,0.5280542969703674,14,19,10,14,0,2,3,0,0.0,1,0,0,0.0,1,2,0,0.0,2,3,0,0,1,0,0,0,1,3,0,1,0.0,0.1896978464966383
FLASHSCORE,11,1,"Ianis Hagi (Romania) has a great chance inside the box following a rebound off a defender, but somehow he gets underneath the ball and it flies high over the bar.",Shot,"[Shots] Romania applying pressure with two quick attempts. Ratiu's shot saved, Hagi fires off target.",3994,0.3013389139631951,0.2131069602084907,0.0735747461058951,0.46574613,0.1,0.4663830697536468,0.0324178449809551,0.4339652247726917,30,15,19,14,3,2,4,2,1.0,1,1,1,1.0,1,3,0,0.0,2,4,0,0,1,1,0,0,1,4,0,1,0.7142857142857143,0.3839282731237835
FLASHSCORE,11,2,"Great save! Andrei Ratiu (Romania) had time and space inside the box after picking up a neat pass, but his shot towards the right side of the goal was brilliantly saved by Martin Dubravka.",Save,"[Shots] Romania applying pressure with two quick attempts. Ratiu's shot saved, Hagi fires off target.",3994,0.2211450273496389,0.2517313634789625,0.0922112689723489,0.5379828,0.125,0.9030318260192872,0.0324178449809551,0.870613981038332,34,15,22,14,4,3,4,2,0.6666666666666666,1,1,1,1.0,4,3,2,0.5,3,4,0,0,1,1,0,0,5,4,1,1,0.47368421052631576,0.27165285969206654
FLASHSCORE,12,1,Daniel Siebert couldn't ignore the rough tackle by Juraj Kucka (Slovakia) and blew his whistle.,General,[Foul] Foul by Juraj Kucka (Slovakia) on Nicușor Silviu Bancu (Romania) in the attacking third.,3995,0.4377184977956079,0.2524331636995027,0.1875781102289606,0.4030547,0.1666666666666666,-0.4716381728649139,-0.4652126729488373,0.0064254999160766,15,15,11,11,3,3,5,2,0.6666666666666666,1,2,1,1.0,1,1,0,0.0,3,5,0,0,1,2,0,0,1,2,0,1,0.5384615384615384,0.4578671030882179
FLASHSCORE,13,1,Razvan Marin (Romania) executes a long-range free kick. His well-taken effort flies only inches wide of the left post. Today is obviously not his lucky day.,Shot,[Shot Missed] Attempt missed. Răzvan Gabriel Marin's right footed shot from the edge of the box goes wide.,3996,0.4046326656129992,0.2343828981435347,0.1074256018746043,0.5332231,0.0625,-0.3747898638248443,-0.4594078958034515,0.0846180319786071,26,18,22,14,2,4,3,1,0.25,1,0,0,0.0,2,2,0,0.0,4,3,0,0,1,0,0,0,2,3,0,1,0.0,0.32370613397919945
FLASHSCORE,15,1,"Peter Pekarik (Slovakia) produces a dangerous low pass into the penalty area, but the defence manage to cut it out.",General,"[General] Slovakia in firm control, dominating possession for the last 2 minutes. Milan Škriniar leading with 9 events.",3998,0.2354079179861573,0.1593039821119344,0.0910547860059847,0.34685716,0.04,-0.3194206953048706,0.2168595790863037,0.5362802743911743,20,18,14,12,1,2,3,1,0.5,1,1,1,1.0,2,0,0,0.0,2,3,0,0,1,1,0,0,2,0,0,0,0.2727272727272727,0.2428717888684166
FLASHSCORE,16,1,"Lukas Haraslin (Slovakia) whips in a cross from the corner, but Florin Nita is well positioned and punches the ball away.",Corner,"[Corner] Corner for Slovakia, delivered by Lukáš Haraslín. Conceded by Florinel Teodor Coman.",3999,0.3945867186834008,0.2361407466795166,0.0869143212038637,0.5215079,0.1,0.1614879965782165,0.0314126312732696,0.1300753653049469,21,13,13,10,2,3,5,2,0.6666666666666666,1,1,1,1.0,2,1,1,0.5,3,5,0,0,1,1,0,0,2,2,0,1,0.4666666666666667,0.4090027045131167
FLASHSCORE,17,1,Lukas Haraslin (Slovakia) is flagged for offside.,Offside,"[Corner] Corner for Slovakia, taken by Denis Vavro. Sustained pressure from the hosts.",4000,0.3473727619183665,0.2218593048430291,0.1103075208396138,0.47193706,0.0833333333333333,-0.2349164187908172,0.041170448064804,0.2760868668556213,7,13,5,9,1,2,4,1,0.5,1,1,1,1.0,1,1,0,0.0,2,4,0,0,1,1,0,0,1,2,0,1,0.3333333333333333,0.3445648761301318
FLASHSCORE,20,1,Nicolae Stanciu (Romania) delivers a low pass into the box which is intercepted.,General,"[General] Romania dominating with 86% possession, controlling the midfield for 2 minutes.",4003,0.3244542455276872,0.2117468955584401,0.0964219994747741,0.4763187,0.0625,-0.0435364171862602,0.2938872873783111,0.3374237045645714,13,12,10,7,1,2,2,1,0.5,1,1,1,1.0,1,0,0,0.0,2,2,0,0,1,1,0,0,1,0,0,0,0.3333333333333333,0.3262300656487072
FLASHSCORE,21,1,Radu Dragusin (Romania) commits a rough challenge and Daniel Siebert blows his whistle for an infringement.,General,[Foul] Foul by Radu Drăgușin (Romania) on Ondrej Duda (Slovakia) near the box.,4004,0.3723425389812054,0.2287984999001903,0.0722561150070014,0.5030283,0.1111111111111111,-0.2431065589189529,-0.4401319026947021,0.1970253437757492,16,13,11,10,2,3,5,1,0.3333333333333333,1,2,1,1.0,0,1,0,0.0,3,5,0,0,1,2,0,0,0,2,0,1,0.45454545454545453,0.3887831273775636
FLASHSCORE,21,2,"Lukas Haraslin (Slovakia) crosses the ball from the free kick, but it goes out of play.",Free Kick,[Foul] Foul by Radu Drăgușin (Romania) on Ondrej Duda (Slovakia) near the box.,4004,0.3241936844191542,0.2254627248117116,0.1029486624472368,0.51788396,0.0555555555555555,-0.0605184659361839,-0.4401319026947021,0.3796134367585182,16,13,10,10,1,2,5,1,0.5,1,2,1,1.0,2,1,0,0.0,2,5,0,0,1,2,0,0,2,2,0,1,0.2727272727272727,0.31390040279430936
FLASHSCORE,24,1,"Goooooal! Juraj Kucka beats his man and slings in a cross towards Ondrej Duda (Slovakia), who evades his marker and plants a fine header into the bottom right corner from close in. 1:0.",Goal,"[Goal] Goal! Slovakia 0, Romania 0. Ondrej Duda heads it in, assisted by Juraj Kucka.",4007,0.406462062638757,0.314272111312227,0.1818226927802644,0.56868595,0.1923076923076923,0.5889071226119995,0.2719390392303467,0.3169680833816528,33,15,22,10,5,4,5,3,0.75,1,2,1,1.0,3,2,0,0.0,4,5,0,0,1,2,0,0,3,3,0,1,0.5238095238095238,0.4299315551031656
FLASHSCORE,24,2,"Nicolae Stanciu (Romania) connected with a pass around the edge of the box, aimed and shot. His attempt went towards the middle of the target, but Martin Dubravka was alert and the score remains the same.",Save,"[Goal] Goal! Slovakia 0, Romania 0. Ondrej Duda heads it in, assisted by Juraj Kucka.",4007,0.3692872357487874,0.2176480145414931,0.0160589555589046,0.6024023,0.0344827586206896,0.096143938601017,0.2719390392303467,0.1757951006293296,36,15,21,10,1,4,5,1,0.25,1,2,1,1.0,3,2,0,0.0,4,5,0,0,1,2,0,0,3,3,0,1,0.15789473684210525,0.327008730078474
