timestamp,match_id,minute,period,score_home,score_away,home_team,away_team,interesting,confidence,main_finding,reason,momentum_gap,home_momentum,away_momentum,home_change,away_change,has_tension,is_max_gap,home_streak,away_streak,game_phase,has_predictions
2025-12-30T14:49:10.111791,3943043,1,1,0,0,Spain,England,False,0.4,Too early for meaningful patterns,"Minute 1, with minor momentum differences and no significant patterns. The game is just beginning, and both teams are evenly matched with no extreme changes or streaks. It's too early to draw any conclusions or identify any significant trends.",0.16500000000000004,4.566,4.401,0.755,-0.499,False,False,2,2,early,False
2025-12-30T14:49:14.680165,3943043,2,1,0,0,Spain,England,False,0.4,Too early for meaningful patterns,"The match is in its early stages (minute 2), and while Spain shows a slight rising momentum trend, the changes are minimal and typical for the start of a game. The current momentum gap of 0.37 is the largest so far, but it's not significant enough to indicate any strong patterns or predictions. The game is still balanced, and it's too soon to draw any meaningful conclusions.",0.367,4.585,4.218,0.692,-0.303,False,True,3,3,early,False
2025-12-30T14:49:18.887612,3943043,3,1,0,0,Spain,England,False,0.4,Too early for meaningful patterns,"Minute 3, some movement but no extreme patterns - wait for game to develop. The current momentum gap is the largest seen so far, but it's too early in the match to draw significant conclusions from this. Both teams are stable, and the game is still in its initial phase.",1.0629999999999997,5.154,4.091,-0.092,-0.031,False,True,0,0,early,False
2025-12-30T14:49:26.461968,3943043,5,1,0,0,Spain,England,False,0.4,Early game with minor momentum shifts,"The match is in the early stages (minute 5), and while Spain shows a slight momentum advantage, the changes are not significant enough to indicate a strong pattern or trend. The current gap, though the largest so far, is typical for early game fluctuations and does not suggest any decisive advantage or tension.",1.362,5.277,3.915,-0.855,0.39,False,True,2,2,early,False
2025-12-30T14:49:31.256347,3943043,6,1,0,0,Spain,England,False,0.4,Too early for meaningful patterns,"The game is in the early stages (minute 6), and while Spain shows a slight momentum advantage, the changes are not significant enough to suggest any strong patterns or predictions. The momentum difference is only +1.00, and both teams have stable trajectories. No extreme patterns or significant shifts are present at this stage.",1.0020000000000007,5.062,4.06,-0.529,0.187,False,False,3,3,early,False
2025-12-30T14:49:34.675201,3943043,7,1,0,0,Spain,England,False,0.4,Too early for meaningful patterns,"Minute 7 is too early in the game to identify significant momentum patterns or trends. The current momentum difference of +0.60 in favor of Spain is not substantial enough to indicate a decisive advantage, and both teams show stable trends. The gap is not the largest seen in the match, and there are no strong streaks or significant changes to report. It's best to wait for the game to develop further.",0.5980000000000008,4.783,4.185,0.02,-0.158,False,False,0,1,early,False
2025-12-30T14:49:39.703909,3943043,8,1,0,0,Spain,England,False,0.4,Too early for meaningful patterns,"Minute 8 is too early in the game for significant momentum patterns to emerge. The current momentum values for Spain and England are very close, with a difference of only 0.12, indicating an even match. The changes in momentum for both teams are not extreme, and there are no significant streaks or trends worth noting at this stage. The game is still developing, and it's better to wait for more data to identify any meaningful patterns.",0.11699999999999999,4.422,4.305,0.553,-0.426,False,False,1,2,early,False
2025-12-30T14:49:54.929348,3943043,13,1,0,0,Spain,England,False,0.4,Early game with minor momentum changes,"It's too early in the game (minute 13) for significant patterns to emerge. Both teams have similar momentum values, with England showing a slight rising trend. However, the changes are not substantial enough to indicate any meaningful advantage or tension. The game is still balanced, and no extreme patterns or significant streaks are present.",-0.1070000000000002,4.787,4.894,0.296,0.555,False,False,1,4,early,False
2025-12-30T14:49:58.764918,3943043,14,1,0,0,Spain,England,False,0.4,Early game momentum shifts are minor and balanced.,"The match is still in the early stages, and while there are small momentum changes, they do not indicate any significant patterns or trends. Both teams have had brief periods of control, but no team is showing a dominant or sustained advantage. The current momentum difference is minor, and the game remains evenly matched.",-0.48599999999999977,4.74,5.226,0.696,-0.328,False,False,2,1,early,False
2025-12-30T14:50:05.023649,3943043,17,1,0,0,Spain,England,False,0.6,"Minor momentum advantage for Spain, but no significant patterns.","Although Spain shows a slight momentum advantage over England, the current gap of 0.54 is not significant compared to the maximum gap of 1.10 seen earlier. Both teams have experienced fluctuations, but no strong or sustained patterns are evident at this stage. The game is still in the early phase, and the momentum changes are within normal variability.",0.5380000000000003,5.436,4.898,-0.167,-0.659,False,False,1,4,build_up,False
