timestamp,match_id,minute,period,score_home,score_away,home_team,away_team,interesting,confidence,main_finding,reason,momentum_gap,home_momentum,away_momentum,home_change,away_change,has_tension,is_max_gap,home_streak,away_streak,game_phase,has_predictions
2026-01-01T19:18:07.963195,3930158,4,1,0,0,Germany,Scotland,False,0.4,"Early game fluctuations, no significant patterns","The match is in its early stages (minute 4), and while Germany shows a rising momentum trend, the changes are typical for this phase of the game. The momentum difference is small (+0.36), and there are no strong patterns or thresholds met that would indicate a significant development or prediction. The early game often sees such fluctuations without lasting impact.",0.35799999999999965,4.677,4.319,0.748,-0.454,False,False,4,2,early,False
2026-01-01T19:18:13.489677,3930158,5,1,0,0,Germany,Scotland,False,0.4,Too early for meaningful patterns,"The game is in the early stages (minute 5), and while Germany has a slight momentum advantage, the changes and patterns observed are typical for this phase of the game. The current momentum gap is the largest seen so far, but it is still early, and such gaps are not uncommon in the opening minutes. There are no significant streaks or research threshold matches to report at this time.",0.7279999999999998,5.007,4.279,0.441,-0.524,False,True,5,3,early,False
2026-01-01T19:18:16.821431,3930158,6,1,0,0,Germany,Scotland,False,0.4,Too early for meaningful patterns,"The match is in the early stages (minute 6), and while Germany has a slight momentum advantage, the difference is not significant enough to indicate any strong patterns or predictions. The current momentum gap is the largest seen so far, but it is still early in the game, and such gaps can change rapidly. No research thresholds or strong patterns are met at this stage.",1.133,5.218,4.085,-0.008,0.252,False,True,0,1,early,False
2026-01-01T19:18:20.727968,3930158,7,1,0,0,Germany,Scotland,False,0.4,Early game with minor momentum shifts.,"The game is still in the early stages (minute 7), and while Germany has a slight momentum advantage, the changes are not significant enough to indicate any strong patterns or predictions. The current gap is the largest so far, but it's too early to draw meaningful conclusions. The momentum trends are typical for this phase of the game, and no research threshold patterns are met.",1.5599999999999996,5.425,3.865,-0.537,0.684,False,True,1,2,early,False
2026-01-01T19:18:24.402412,3930158,8,1,0,0,Germany,Scotland,False,0.4,Early game with minor momentum shifts,"The match is still in its early stages (minute 8), and while Germany has a slight momentum advantage, the changes are not significant enough to indicate any strong patterns or predictions. The current momentum gap is the largest seen so far, but it is not substantial enough to suggest a decisive advantage. The early game nature means patterns are still developing, and it's too soon to draw meaningful conclusions.",1.6930000000000005,5.448,3.755,-0.362,0.707,False,True,2,3,early,False
2026-01-01T19:18:29.313519,3930158,11,1,1,0,Germany,Scotland,False,0.4,Too early for meaningful patterns,"The match is in the early stages (minute 11), and while Germany has a slight momentum advantage, the changes and patterns observed are not significant enough to indicate any strong trends or predictions. The momentum difference is not large, and both teams have similar streaks and sequences. It's too soon to draw any meaningful conclusions or identify interesting patterns.",0.6240000000000006,5.086,4.462,0.148,0.35,False,False,2,2,early,False
2026-01-01T19:18:31.836072,3930158,12,1,1,0,Germany,Scotland,False,0.4,Too early for meaningful patterns,"Minute 12 is too early in the match for significant momentum patterns to emerge. While Germany has a slight momentum advantage, the changes and trends are not extreme or sustained enough to indicate a decisive shift or tension pattern. The game is still developing, and more time is needed to identify meaningful trends.",0.7680000000000007,5.158,4.39,0.151,0.454,False,False,3,3,early,False
2026-01-01T19:18:38.147153,3930158,15,1,1,0,Germany,Scotland,False,0.4,Early game with stable momentum patterns,"The match is in the early stages (minute 15), and the momentum values for both Germany and Scotland are relatively stable with no significant changes or streaks. The momentum difference is small (+0.46), and there are no extreme patterns or significant events that suggest a shift in game dynamics. The game is still developing, and it's too early to draw meaningful conclusions from the data.",0.46499999999999986,5.309,4.844,-0.148,0.087,False,False,1,0,early,False
2026-01-01T19:18:41.327864,3930158,16,1,1,0,Germany,Scotland,False,0.6,"Minor momentum shift towards Scotland, but not significant enough.","Although Scotland shows a positive change in momentum, the overall gap remains in Germany's favor, and the patterns do not meet any critical thresholds for significant insights. The game is still early, and the changes are not extreme or sustained enough to indicate a major shift in dynamics.",0.7039999999999997,5.289,4.585,-0.238,0.857,False,False,2,1,build_up,False
2026-01-01T19:18:45.635343,3930158,17,1,1,0,Germany,Scotland,False,0.6,"Minor momentum shifts, no significant patterns","The current momentum difference between Germany and Scotland is not substantial enough to indicate a decisive trend. Germany's momentum is slightly higher, but both teams show medium volatility and no extreme changes or streaks. The game is still early, and the patterns observed do not meet any critical thresholds or historical patterns that would suggest a significant development.",0.9300000000000006,5.392,4.462,-0.326,0.694,False,False,3,2,build_up,False
