match_id,team_id,team_name,player_id,player_name,jersey_number,position,stage
3930172,772,Spain,5202,José Ignacio Fernández Iglesias,4,,Group Stage
3930172,772,Spain,5721,Daniel Carvajal Ramos,2,Right Back,Group Stage
3930172,772,Spain,6655,Fabián Ruiz Peña,8,Left Defensive Midfield,Group Stage
3930172,772,Spain,6685,Mikel Oyarzabal Ugarte,21,Center Forward,Group Stage
3930172,772,Spain,6748,Ferrán Torres García,11,Right Wing,Group Stage
3930172,772,Spain,6765,Rodrigo Hernández Cascante,16,Right Defensive Midfield,Group Stage
3930172,772,Spain,6821,Jesús Navas González,22,,Group Stage
3930172,772,Spain,10336,Alejandro Grimaldo García,12,,Group Stage
3930172,772,Spain,11748,Unai Simón Mendibil,23,Goalkeeper,Group Stage
3930172,772,Spain,16532,Daniel Olmo Carvajal,10,,Group Stage
3930172,772,Spain,17620,Marc Cucurella Saseta,24,Left Back,Group Stage
3930172,772,Spain,22128,Robin Aime Robert Le Normand,3,Right Center Back,Group Stage
3930172,772,Spain,24921,Martín Zubimendi Ibáñez,18,,Group Stage
3930172,772,Spain,30486,Pedro González López,20,Center Attacking Midfield,Group Stage
3930172,772,Spain,32185,Alejandro Remiro Gargallo,13,,Group Stage
3930172,772,Spain,41115,Alejandro Baena Rodríguez,15,Center Attacking Midfield,Group Stage
3930172,772,Spain,41542,Daniel Vivian Moreno,5,,Group Stage
3930172,772,Spain,68574,Nicholas Williams Arthuer,17,Left Wing,Group Stage
3930172,772,Spain,143864,Fermin Lopez Marin,25,,Group Stage
3930172,772,Spain,316046,Lamine Yamal Nasraoui Ebana,19,Right Wing,Group Stage
3930172,914,Italy,4587,Matteo Darmian,13,,Group Stage
3930172,914,Italy,6957,Alex Meret,26,,Group Stage
3930172,914,Italy,6963,Lorenzo Pellegrini,10,Left Wing,Group Stage
3930172,914,Italy,6979,Stephan El Shaarawy,22,,Group Stage
3930172,914,Italy,6993,Bryan Cristante,16,Right Center Midfield,Group Stage
3930172,914,Italy,7004,Gianluca Mancini,17,,Group Stage
3930172,914,Italy,7024,Jorge Luiz Frello Filho,8,Center Defensive Midfield,Group Stage
3930172,914,Italy,7036,Gianluigi Donnarumma,1,Goalkeeper,Group Stage
3930172,914,Italy,7156,Federico Chiesa,14,Right Wing,Group Stage
3930172,914,Italy,7480,Alessandro Bastoni,23,Right Center Back,Group Stage
3930172,914,Italy,8181,Nicolò Barella,18,Left Center Midfield,Group Stage
3930172,914,Italy,8792,Mattia Zaccagni,20,Left Wing,Group Stage
3930172,914,Italy,10992,Gianluca Scamacca,9,Center Forward,Group Stage
3930172,914,Italy,11514,Giovanni Di Lorenzo,2,Right Back,Group Stage
3930172,914,Italy,12255,Federico Dimarco,3,Left Back,Group Stage
3930172,914,Italy,23221,Alessandro Buongiorno,4,,Group Stage
3930172,914,Italy,25048,Giacomo Raspadori,11,Left Center Midfield,Group Stage
3930172,914,Italy,29965,Raoul Bellanova,15,,Group Stage
3930172,914,Italy,30926,Davide Frattesi,7,Right Center Midfield,Group Stage
3930172,914,Italy,31093,Mateo Retegui,19,Center Forward,Group Stage
3930172,914,Italy,31225,Guglielmo Vicario,12,,Group Stage
3930172,914,Italy,38909,Nicolò Fagioli,21,,Group Stage
3930172,914,Italy,41768,Riccardo Calafiori,5,Left Center Back,Group Stage
3930172,914,Italy,49445,Michael Ijemuan Folorunsho,25,,Group Stage
3930172,914,Italy,50729,Andrea Cambiaso,24,Right Wing,Group Stage
3930172,914,Italy,133968,Federico Gatti,6,,Group Stage
3930167,906,Albania,3378,Iván Balliu Campeny,2,,Group Stage
3930167,906,Albania,6991,Etrit Berisha,1,,Group Stage
3930167,906,Albania,7031,Elseid Hysaj,4,Right Back,Group Stage
3930167,906,Albania,7108,Berat Djimsiti,6,Left Center Back,Group Stage
3930167,906,Albania,7531,Qazim Laçi,14,Right Center Midfield,Group Stage
3930167,906,Albania,7789,Thomas Strakosha,23,Goalkeeper,Group Stage
3930167,906,Albania,8291,Arlind Afrim Ajeti,5,Right Center Back,Group Stage
3930167,906,Albania,9893,Klaus Gjasula,8,Right Center Midfield,Group Stage
3930167,906,Albania,10745,Amir Abrashi,22,,Group Stage
3930167,906,Albania,23987,Rey Manaj,7,Center Forward,Group Stage
3930167,906,Albania,24438,Ylber Ramadani,20,Center Defensive Midfield,Group Stage
3930167,906,Albania,29168,Ardian Ismajli,18,,Group Stage
3930167,906,Albania,29531,Taulant Sulejmanov,15,Right Midfield,Group Stage
3930167,906,Albania,30740,Marash Kumbulla,24,,Group Stage
3930167,906,Albania,32030,Nedim Bajrami,10,Left Midfield,Group Stage
3930167,906,Albania,32691,Elhan Kastrati,12,,Group Stage
3930167,906,Albania,36885,Armando Broja,11,,Group Stage
3930167,906,Albania,37066,Enea Mihaj,13,,Group Stage
3930167,906,Albania,41186,Jasir Asani,9,Right Midfield,Group Stage
3930167,906,Albania,43105,Naser Aliji,25,,Group Stage
3930167,906,Albania,49097,Mario Mitaj,3,Left Back,Group Stage
3930167,906,Albania,54140,Mirlind Daku,19,Center Forward,Group Stage
3930167,906,Albania,57303,Kristjan Asllani,21,Left Center Midfield,Group Stage
3930167,906,Albania,92611,Ernest Muçi,17,,Group Stage
3930167,906,Albania,133698,Arbër Hoxha,26,Center Defensive Midfield,Group Stage
3930167,906,Albania,142800,Medon Berisha,16,,Group Stage
3930167,785,Croatia,5456,Mateo Kovačić,8,Left Center Midfield,Group Stage
3930167,785,Croatia,5459,Marko Pjaca,20,,Group Stage
3930167,785,Croatia,5460,Andrej Kramarić,9,Left Wing,Group Stage
3930167,785,Croatia,5463,Luka Modrić,10,Right Center Midfield,Group Stage
3930167,785,Croatia,5468,Domagoj Vida,21,,Group Stage
3930167,785,Croatia,5469,Marcelo Brozović,11,Center Defensive Midfield,Group Stage
3930167,785,Croatia,5474,Ivan Perišić,14,Left Back,Group Stage
3930167,785,Croatia,7693,Bruno Petković,17,Center Forward,Group Stage
3930167,785,Croatia,8654,Ante Budimir,16,Center Forward,Group Stage
3930167,785,Croatia,8773,Marin Pongracic,3,,Group Stage
3930167,785,Croatia,11603,Mario Pašalić,15,Right Wing,Group Stage
3930167,785,Croatia,12625,Borna Sosa,19,Left Back,Group Stage
3930167,785,Croatia,16531,Dominik Livaković,1,Goalkeeper,Group Stage
3930167,785,Croatia,28368,Luka Ivanušec,18,,Group Stage
3930167,785,Croatia,28835,Ivica Ivušić,23,,Group Stage
3930167,785,Croatia,28914,Lovro Majer,7,Right Wing,Group Stage
3930167,785,Croatia,29163,Josip Juranović,22,Right Back,Group Stage
3930167,785,Croatia,32689,Martin Erlić,5,,Group Stage
3930167,785,Croatia,33018,Joško Gvardiol,4,Left Center Back,Group Stage
3930167,785,Croatia,37148,Josip Šutalo,6,Right Center Back,Group Stage
3930167,785,Croatia,39490,Luka Sučić,25,Center Attacking Midfield,Group Stage
3930167,785,Croatia,44975,Nediljko Labrović,12,,Group Stage
3930167,785,Croatia,49337,Josip Stanišić,2,,Group Stage
3930167,785,Croatia,63505,Martin Baturina,26,Left Wing,Group Stage
3930167,785,Croatia,131170,Marco Pašalić,24,,Group Stage
3930168,770,Germany,3053,Leroy Sané,19,Right Wing,Group Stage
3930168,770,Germany,3097,Pascal Groß,5,,Group Stage
3930168,770,Germany,3167,Antonio Rüdiger,2,Right Center Back,Group Stage
3930168,770,Germany,3493,Emre Can,25,Right Defensive Midfield,Group Stage
3930168,770,Germany,5562,Thomas Müller,13,,Group Stage
3930168,770,Germany,5570,Manuel Neuer,1,Goalkeeper,Group Stage
3930168,770,Germany,5574,Toni Kroos,8,Left Defensive Midfield,Group Stage
3930168,770,Germany,5579,Joshua Kimmich,6,Right Back,Group Stage
3930168,770,Germany,8211,Benjamin Henrichs,20,,Group Stage
3930168,770,Germany,8221,Jonathan Tah,4,Left Center Back,Group Stage
3930168,770,Germany,8393,Oliver Baumann,12,,Group Stage
3930168,770,Germany,8538,Waldemar Anton,16,,Group Stage
3930168,770,Germany,8546,Niclas Füllkrug,9,Center Forward,Group Stage
3930168,770,Germany,8966,Kai Havertz,7,Center Forward,Group Stage
3930168,770,Germany,9195,Robert Andrich,23,Right Defensive Midfield,Group Stage
3930168,770,Germany,10287,İlkay Gündoğan,21,Center Attacking Midfield,Group Stage
3930168,770,Germany,12034,David Raum,3,,Group Stage
3930168,770,Germany,12407,Maximilian Mittelstädt,18,Left Back,Group Stage
3930168,770,Germany,13294,Robin Koch,24,,Group Stage
3930168,770,Germany,20055,Marc-André ter Stegen,22,,Group Stage
3930168,770,Germany,23614,Chris Führich,11,Left Wing,Group Stage
3930168,770,Germany,24118,Nico Schlotterbeck,15,,Group Stage
3930168,770,Germany,35242,Maximilian Beier,14,,Group Stage
3930168,770,Germany,39565,Jamal Musiala,10,Right Wing,Group Stage
3930168,770,Germany,40724,Florian Wirtz,17,Left Wing,Group Stage
3930168,770,Germany,131243,Deniz Undav,26,Center Attacking Midfield,Group Stage
3930168,916,Hungary,3153,Ádám Lang,2,,Group Stage
3930168,916,Hungary,4286,Callum Styles,17,,Group Stage
3930168,916,Hungary,7162,Ádám Nagy,8,Right Defensive Midfield,Group Stage
3930168,916,Hungary,8509,Willi Orban,6,Center Back,Group Stage
3930168,916,Hungary,8524,Péter Gulácsi,1,Goalkeeper,Group Stage
3930168,916,Hungary,11268,Attila Fiola,5,Right Center Back,Group Stage
3930168,916,Hungary,12921,Barnabás Varga,19,Center Forward,Group Stage
3930168,916,Hungary,16502,László Kleinheisler,15,Right Defensive Midfield,Group Stage
3930168,916,Hungary,16741,Loïc Négo,7,,Group Stage
3930168,916,Hungary,19316,Roland Sallai,20,Left Attacking Midfield,Group Stage
3930168,916,Hungary,21209,Dominik Szoboszlai,10,Right Attacking Midfield,Group Stage
3930168,916,Hungary,31887,Endre Botka,21,,Group Stage
3930168,916,Hungary,31889,Dénes Dibusz,12,,Group Stage
3930168,916,Hungary,39683,Botond Balogh,3,,Group Stage
3930168,916,Hungary,40039,Krisztofer Horváth,25,,Group Stage
3930168,916,Hungary,40500,Mihály Kata,26,,Group Stage
3930168,916,Hungary,40920,Márton Dárdai,24,Left Center Back,Group Stage
3930168,916,Hungary,42822,András Schäfer,13,Left Defensive Midfield,Group Stage
3930168,916,Hungary,46376,Attila Szalai,4,,Group Stage
3930168,916,Hungary,46789,Bendegúz Bolla,14,Right Wing Back,Group Stage
3930168,916,Hungary,50329,Dániel Gazdag,16,Left Center Forward,Group Stage
3930168,916,Hungary,73886,Zsolt Nagy,18,Left Wing Back,Group Stage
3930168,916,Hungary,89635,Milos Kerkez,11,Left Wing Back,Group Stage
3930168,916,Hungary,158733,Péter Szappanos,22,,Group Stage
3930168,916,Hungary,264277,Martin Ádám,9,Right Wing Back,Group Stage
3930168,916,Hungary,389882,Kevin Csoboth,23,Right Wing Back,Group Stage
3930165,771,France,2972,Marcus Thuram,15,Left Wing,Group Stage
3930165,771,France,3009,Kylian Mbappé Lottin,10,Center Forward,Group Stage
3930165,771,France,3026,Adrien Rabiot,14,Left Defensive Midfield,Group Stage
3930165,771,France,3379,Alphonse Areola,23,,Group Stage
3930165,771,France,3604,Olivier Giroud,9,Center Forward,Group Stage
3930165,771,France,3761,Mike Maignan,16,Goalkeeper,Group Stage
3930165,771,France,3804,Ferland Mendy,3,,Group Stage
3930165,771,France,3961,N'Golo Kanté,13,Right Defensive Midfield,Group Stage
3930165,771,France,4445,Jules Koundé,5,Right Back,Group Stage
3930165,771,France,4893,Brice Samba,1,,Group Stage
3930165,771,France,5476,Benjamin Pavard,2,,Group Stage
3930165,771,France,5477,Ousmane Dembélé,11,Right Wing,Group Stage
3930165,771,France,5487,Antoine Griezmann,7,Center Attacking Midfield,Group Stage
3930165,771,France,6704,Theo Bernard François Hernández,22,Left Back,Group Stage
3930165,771,France,7252,Jonathan Clauss,21,,Group Stage
3930165,771,France,8217,Kingsley Coman,20,,Group Stage
3930165,771,France,8519,Dayotchanculle Upamecano,4,Right Center Back,Group Stage
3930165,771,France,10481,Aurélien Djani Tchouaméni,8,,Group Stage
3930165,771,France,11135,Ibrahima Konaté,24,,Group Stage
3930165,771,France,11990,Youssouf Fofana,19,Center Attacking Midfield,Group Stage
3930165,771,France,17592,William Saliba,17,Left Center Back,Group Stage
3930165,771,France,22097,Randal Kolo Muani,12,Right Wing,Group Stage
3930165,771,France,24778,Eduardo Camavinga,6,Left Defensive Midfield,Group Stage
3930165,771,France,39420,Bradley Barcola,25,,Group Stage
3930165,771,France,144059,Warren Zaire Emery,18,,Group Stage
3930165,915,Austria,3325,Marko Arnautović,7,Center Forward,Group Stage
3930165,915,Austria,4813,Andreas Weimann,24,,Group Stage
3930165,915,Austria,8068,Maximilian Wöber,2,Left Center Back,Group Stage
3930165,915,Austria,8309,Michael Gregoritsch,11,Center Forward,Group Stage
3930165,915,Austria,8406,Florian Kainz,17,,Group Stage
3930165,915,Austria,8506,Konrad Laimer,20,Right Wing,Group Stage
3930165,915,Austria,8518,Marcel Sabitzer,9,Left Wing,Group Stage
3930165,915,Austria,8778,Gernot Trauner,3,Left Center Back,Group Stage
3930165,915,Austria,8784,Romano Schmid,18,Right Defensive Midfield,Group Stage
3930165,915,Austria,8931,Philipp Lienhart,15,,Group Stage
3930165,915,Austria,9731,Patrick Pentz,13,Goalkeeper,Group Stage
3930165,915,Austria,11396,Florian Grillitsch,10,Left Defensive Midfield,Group Stage
3930165,915,Austria,11820,Kevin Danso,4,Right Center Back,Group Stage
3930165,915,Austria,11821,Stefan Posch,5,Right Back,Group Stage
3930165,915,Austria,13315,Philipp Mwene,16,Left Back,Group Stage
3930165,915,Austria,24977,Christoph Baumgartner,19,Center Attacking Midfield,Group Stage
3930165,915,Austria,32417,Heinz Lindner,1,,Group Stage
3930165,915,Austria,33297,Patrick Wimmer,23,Left Defensive Midfield,Group Stage
3930165,915,Austria,39120,Flavius Daniliuc,21,,Group Stage
3930165,915,Austria,39460,Nicolas Seiwald,6,Right Defensive Midfield,Group Stage
3930165,915,Austria,39545,Alexander Prass,8,Left Back,Group Stage
3930165,915,Austria,41371,Niklas Hedl,12,,Group Stage
3930165,915,Austria,48169,Marco Grüll,26,,Group Stage
3930165,915,Austria,152512,Leopold Querfeld,14,,Group Stage
3930165,915,Austria,403718,Matthias Seidl,22,,Group Stage
3930165,915,Austria,403823,Maximilian Entrup,25,,Group Stage
3930164,782,Belgium,2954,Youri Tielemans,8,Center Attacking Midfield,Group Stage
3930164,782,Belgium,3077,Jan Vertonghen,5,,Group Stage
3930164,782,Belgium,3089,Kevin De Bruyne,7,Center Attacking Midfield,Group Stage
3930164,782,Belgium,3289,Romelu Lukaku Menama,10,Center Forward,Group Stage
3930164,782,Belgium,5633,Yannick Ferreira Carrasco,11,Left Back,Group Stage
3930164,782,Belgium,5642,Axel Witsel,6,,Group Stage
3930164,782,Belgium,6989,Timothy Castagne,21,Right Back,Group Stage
3930164,782,Belgium,8240,Koen Casteels,1,Goalkeeper,Group Stage
3930164,782,Belgium,8854,Wout Faes,4,Right Center Back,Group Stage
3930164,782,Belgium,8950,Orel Mangala,18,Right Defensive Midfield,Group Stage
3930164,782,Belgium,10479,Matz Sels,13,,Group Stage
3930164,782,Belgium,12306,Dodi Lukebakio,14,Left Back,Group Stage
3930164,782,Belgium,16275,Ikoma Loïs Openda,20,Left Wing,Group Stage
3930164,782,Belgium,16559,Leandro Trossard,9,Left Wing,Group Stage
3930164,782,Belgium,23650,Jeremy Doku,22,Right Wing,Group Stage
3930164,782,Belgium,23741,Thomas Kaminski,12,,Group Stage
3930164,782,Belgium,29906,Aster Vranckx,16,,Group Stage
3930164,782,Belgium,32688,Charles De Ketelaere,17,,Group Stage
3930164,782,Belgium,35610,Maxim De Cuyper,25,,Group Stage
3930164,782,Belgium,43913,Arthur Theate,3,,Group Stage
3930164,782,Belgium,48347,Amadou Onana,24,Left Defensive Midfield,Group Stage
3930164,782,Belgium,52218,Johan Bakayoko,19,Left Defensive Midfield,Group Stage
3930164,782,Belgium,114832,Zeno Debast,2,Left Center Back,Group Stage
3930164,782,Belgium,253306,Arthur Vermeeren,23,,Group Stage
3930164,908,Slovakia,3711,Martin Dúbravka,1,Goalkeeper,Group Stage
3930164,908,Slovakia,4152,Marek Rodák,12,,Group Stage
3930164,908,Slovakia,6798,Stanislav Lobotka,22,Center Defensive Midfield,Group Stage
3930164,908,Slovakia,6990,Milan Škriniar,14,Left Center Back,Group Stage
3930164,908,Slovakia,7975,Lukáš Haraslín,17,Left Wing,Group Stage
3930164,908,Slovakia,8422,Ľubomír Tupta,10,,Group Stage
3930164,908,Slovakia,8967,Ondrej Duda,8,Left Center Midfield,Group Stage
3930164,908,Slovakia,8976,Vernon De Marco Morlacchi,15,,Group Stage
3930164,908,Slovakia,9722,Peter Pekarík,2,Right Back,Group Stage
3930164,908,Slovakia,10919,Juraj Kucka,19,Right Center Midfield,Group Stage
3930164,908,Slovakia,11383,László Bénes,11,,Group Stage
3930164,908,Slovakia,15546,Matúš Bero,21,,Group Stage
3930164,908,Slovakia,16041,Patrik Hrošovský,13,,Group Stage
3930164,908,Slovakia,16298,Denis Vavro,3,Right Center Back,Group Stage
3930164,908,Slovakia,16879,Dávid Hancko,16,Left Back,Group Stage
3930164,908,Slovakia,20043,Norbert Gyömbér,6,,Group Stage
3930164,908,Slovakia,28032,Ivan Schranz,26,Right Wing,Group Stage
3930164,908,Slovakia,34904,Róbert Boženík,9,Center Forward,Group Stage
3930164,908,Slovakia,35653,Tomáš Suslov,7,Left Wing,Group Stage
3930164,908,Slovakia,41601,Henrich Ravas,23,,Group Stage
3930164,908,Slovakia,43976,David Strelec,18,Center Forward,Group Stage
3930164,908,Slovakia,44167,Dávid Ďuriš,20,Right Wing,Group Stage
3930164,908,Slovakia,44336,Sebastián Kóša,25,,Group Stage
3930164,908,Slovakia,52026,Tomáš Rigo,5,,Group Stage
3930164,908,Slovakia,85063,Adam Obert,4,Left Center Midfield,Group Stage
3930164,908,Slovakia,163610,Leo Sauer,24,,Group Stage
3930161,906,Albania,3378,Iván Balliu Campeny,2,,Group Stage
3930161,906,Albania,6991,Etrit Berisha,1,,Group Stage
3930161,906,Albania,7031,Elseid Hysaj,4,Right Back,Group Stage
3930161,906,Albania,7108,Berat Djimsiti,6,Left Center Back,Group Stage
3930161,906,Albania,7531,Qazim Laçi,14,Left Wing,Group Stage
3930161,906,Albania,7789,Thomas Strakosha,23,Goalkeeper,Group Stage
3930161,906,Albania,8291,Arlind Afrim Ajeti,5,Right Center Back,Group Stage
3930161,906,Albania,9893,Klaus Gjasula,8,,Group Stage
3930161,906,Albania,10745,Amir Abrashi,22,,Group Stage
3930161,906,Albania,23987,Rey Manaj,7,Center Forward,Group Stage
3930161,906,Albania,24438,Ylber Ramadani,20,Right Defensive Midfield,Group Stage
3930161,906,Albania,29168,Ardian Ismajli,18,,Group Stage
3930161,906,Albania,29531,Taulant Sulejmanov,15,Left Wing,Group Stage
3930161,906,Albania,30740,Marash Kumbulla,24,,Group Stage
3930161,906,Albania,32030,Nedim Bajrami,10,Center Attacking Midfield,Group Stage
3930161,906,Albania,32691,Elhan Kastrati,12,,Group Stage
3930161,906,Albania,36885,Armando Broja,11,Center Forward,Group Stage
3930161,906,Albania,37066,Enea Mihaj,13,,Group Stage
3930161,906,Albania,41186,Jasir Asani,9,Right Wing,Group Stage
3930161,906,Albania,43105,Naser Aliji,25,,Group Stage
3930161,906,Albania,49097,Mario Mitaj,3,Left Back,Group Stage
3930161,906,Albania,54140,Mirlind Daku,19,,Group Stage
3930161,906,Albania,57303,Kristjan Asllani,21,Left Defensive Midfield,Group Stage
3930161,906,Albania,92611,Ernest Muçi,17,Center Attacking Midfield,Group Stage
3930161,906,Albania,133698,Arbër Hoxha,26,Right Wing,Group Stage
3930161,906,Albania,142800,Medon Berisha,16,,Group Stage
3930161,914,Italy,4587,Matteo Darmian,13,Left Back,Group Stage
3930161,914,Italy,6957,Alex Meret,26,,Group Stage
3930161,914,Italy,6963,Lorenzo Pellegrini,10,Left Wing,Group Stage
3930161,914,Italy,6979,Stephan El Shaarawy,22,,Group Stage
3930161,914,Italy,6993,Bryan Cristante,16,Left Wing,Group Stage
3930161,914,Italy,7004,Gianluca Mancini,17,,Group Stage
3930161,914,Italy,7024,Jorge Luiz Frello Filho,8,Center Defensive Midfield,Group Stage
3930161,914,Italy,7036,Gianluigi Donnarumma,1,Goalkeeper,Group Stage
3930161,914,Italy,7156,Federico Chiesa,14,Right Wing,Group Stage
3930161,914,Italy,7480,Alessandro Bastoni,23,Right Center Back,Group Stage
3930161,914,Italy,8181,Nicolò Barella,18,Left Center Midfield,Group Stage
3930161,914,Italy,8792,Mattia Zaccagni,20,,Group Stage
3930161,914,Italy,10992,Gianluca Scamacca,9,Center Forward,Group Stage
3930161,914,Italy,11514,Giovanni Di Lorenzo,2,Right Back,Group Stage
3930161,914,Italy,12255,Federico Dimarco,3,Left Back,Group Stage
3930161,914,Italy,23221,Alessandro Buongiorno,4,,Group Stage
3930161,914,Italy,25048,Giacomo Raspadori,11,,Group Stage
3930161,914,Italy,29965,Raoul Bellanova,15,,Group Stage
3930161,914,Italy,30926,Davide Frattesi,7,Right Center Midfield,Group Stage
3930161,914,Italy,31093,Mateo Retegui,19,Center Forward,Group Stage
3930161,914,Italy,31225,Guglielmo Vicario,12,,Group Stage
3930161,914,Italy,38909,Nicolò Fagioli,21,,Group Stage
3930161,914,Italy,41768,Riccardo Calafiori,5,Left Center Back,Group Stage
3930161,914,Italy,49445,Michael Ijemuan Folorunsho,25,Left Wing,Group Stage
3930161,914,Italy,50729,Andrea Cambiaso,24,Right Wing,Group Stage
3930161,914,Italy,133968,Federico Gatti,6,,Group Stage
3938637,941,Netherlands,2988,Memphis Depay,10,Center Forward,Group Stage
3938637,941,Netherlands,3306,Nathan Aké,5,Left Back,Group Stage
3938637,941,Netherlands,3311,Daley Blind,17,,Group Stage
3938637,941,Netherlands,3567,Georginio Wijnaldum,8,Left Defensive Midfield,Group Stage
3938637,941,Netherlands,3669,Virgil van Dijk,4,Left Center Back,Group Stage
3938637,941,Netherlands,7787,Stefan de Vrij,6,Right Center Back,Group Stage
3938637,941,Netherlands,7829,Wout Weghorst,9,Center Forward,Group Stage
3938637,941,Netherlands,8069,Matthijs de Ligt,3,,Group Stage
3938637,941,Netherlands,8125,Denzel Dumfries,22,Right Back,Group Stage
3938637,941,Netherlands,8259,Steven Bergwijn,25,,Group Stage
3938637,941,Netherlands,15503,Jerdy Schouten,24,Right Defensive Midfield,Group Stage
3938637,941,Netherlands,15582,Donyell Malen,18,Right Wing,Group Stage
3938637,941,Netherlands,16185,Justin Bijlow,13,,Group Stage
3938637,941,Netherlands,20750,Cody Mathès Gakpo,11,Left Wing,Group Stage
3938637,941,Netherlands,21582,Tijjani Reijnders,14,Center Attacking Midfield,Group Stage
3938637,941,Netherlands,21633,Joey Veerman,16,Left Defensive Midfield,Group Stage
3938637,941,Netherlands,22352,Lutsharel Geertruida,2,,Group Stage
3938637,941,Netherlands,23230,Ryan Gravenberch,26,,Group Stage
3938637,941,Netherlands,25000,Mark Flekken,23,,Group Stage
3938637,941,Netherlands,32547,Micky van de Ven,15,Left Back,Group Stage
3938637,941,Netherlands,32712,Jeremie Frimpong,12,Left Wing,Group Stage
3938637,941,Netherlands,33281,Joshua Zirkzee,21,,Group Stage
3938637,941,Netherlands,37274,Bart Verbruggen,1,Goalkeeper,Group Stage
3938637,941,Netherlands,39092,Ian Maatsen,20,,Group Stage
3938637,941,Netherlands,39167,Xavi Simons,7,Right Wing,Group Stage
3938637,789,Poland,4626,Jan Bednarek,5,Right Center Back,Group Stage
3938637,789,Poland,4664,Sebastian Szymański,20,Right Center Midfield,Group Stage
3938637,789,Poland,5660,Piotr Zieliński,10,Left Center Midfield,Group Stage
3938637,789,Poland,5667,Kamil Grosicki,11,,Group Stage
3938637,789,Poland,5668,Robert Lewandowski,9,,Group Stage
3938637,789,Poland,5669,Wojciech Szczęsny,1,Goalkeeper,Group Stage
3938637,789,Poland,5673,Bartosz Bereszyński,18,Center Back,Group Stage
3938637,789,Poland,7654,Sebastian Walukiewicz,4,,Group Stage
3938637,789,Poland,7663,Adam Buksa,16,Right Center Forward,Group Stage
3938637,789,Poland,7979,Przemysław Frankowski,19,Right Wing Back,Group Stage
3938637,789,Poland,7982,Taras Wiktorowicz Romanczuk,13,Center Defensive Midfield,Group Stage
3938637,789,Poland,8289,Bartosz Salamon,2,Center Back,Group Stage
3938637,789,Poland,8714,Damian Szymański,17,,Group Stage
3938637,789,Poland,8737,Tymoteusz Puchacz,15,,Group Stage
3938637,789,Poland,8836,Karol Świderski,7,Left Center Forward,Group Stage
3938637,789,Poland,11508,Łukasz Skorupski,12,,Group Stage
3938637,789,Poland,12493,Krzysztof Piątek,23,,Group Stage
3938637,789,Poland,15859,Bartosz Slisz,24,Center Defensive Midfield,Group Stage
3938637,789,Poland,20841,Jakub Piotrowski,6,Right Center Midfield,Group Stage
3938637,789,Poland,28453,Michał Skóraś,25,,Group Stage
3938637,789,Poland,29480,Jakub Moder,8,Left Center Midfield,Group Stage
3938637,789,Poland,30739,Paweł Dawidowicz,3,,Group Stage
3938637,789,Poland,31030,Marcin Bulka,22,,Group Stage
3938637,789,Poland,33680,Kacper Urbanski,26,Left Center Forward,Group Stage
3938637,789,Poland,44166,Jakub Piotr Kiwior,14,Left Center Back,Group Stage
3938637,789,Poland,50502,Nicola Zalewski,21,Left Wing Back,Group Stage
3938640,911,Ukraine,3575,Oleksandr Zinchenko,17,Left Back,Group Stage
3938640,911,Ukraine,8830,Andriy Yarmolenko,7,Right Midfield,Group Stage
3938640,911,Ukraine,11000,Taras Stepanenko,6,,Group Stage
3938640,911,Ukraine,16509,Viktor Tsygankov,15,,Group Stage
3938640,911,Ukraine,16514,Serhii Sydorchuk,5,Left Defensive Midfield,Group Stage
3938640,911,Ukraine,16557,Ruslan Malinovskiy,8,Left Midfield,Group Stage
3938640,911,Ukraine,18617,Mykola Matvienko,22,Left Center Back,Group Stage
3938640,911,Ukraine,20827,Vitalii Mykolenko,16,,Group Stage
3938640,911,Ukraine,21294,Mykola Shaparenko,19,Right Defensive Midfield,Group Stage
3938640,911,Ukraine,21390,Andriy Lunin,23,,Group Stage
3938640,911,Ukraine,22243,Heorhii Bushchan,1,,Group Stage
3938640,911,Ukraine,23649,Roman Yaremchuk,9,Center Forward,Group Stage
3938640,911,Ukraine,25079,Artem Dovbyk,11,Center Forward,Group Stage
3938640,911,Ukraine,30059,Oleksandr Svatok,3,,Group Stage
3938640,911,Ukraine,31892,Oleksandr Zubkov,20,Right Midfield,Group Stage
3938640,911,Ukraine,36911,Maksym Talovierov,4,Left Center Midfield,Group Stage
3938640,911,Ukraine,37330,Anatolii Trubin,12,Goalkeeper,Group Stage
3938640,911,Ukraine,38975,Georgiy Sudakov,14,Center Attacking Midfield,Group Stage
3938640,911,Ukraine,39136,Illia Zabarnyi,13,Right Center Back,Group Stage
3938640,911,Ukraine,39483,Mykhailo Mudryk,10,Left Midfield,Group Stage
3938640,911,Ukraine,40141,Vladyslav Vanat,25,,Group Stage
3938640,911,Ukraine,44085,Valerii Bondar,21,,Group Stage
3938640,911,Ukraine,44557,Bohdan Mykhaylichenko,26,,Group Stage
3938640,911,Ukraine,45785,Yukhym Konoplya,2,,Group Stage
3938640,911,Ukraine,45863,Oleksandr Tymchyk,24,Right Back,Group Stage
3938640,911,Ukraine,144127,Volodymyr Brazhko,18,Left Defensive Midfield,Group Stage
3938640,908,Slovakia,3711,Martin Dúbravka,1,Goalkeeper,Group Stage
3938640,908,Slovakia,4152,Marek Rodák,12,,Group Stage
3938640,908,Slovakia,6798,Stanislav Lobotka,22,Center Defensive Midfield,Group Stage
