data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
FOX,0,1,The current period has begun.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.0585893616080284,0.0,0.0585893616080284,5,0,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
FOX,1,1,Francois Letexier signals a Spain throw-in in England's half.,General,"[0:58] Daniel Carvajal Ramos under pressure, carries the ball is dispossessed by Jude Bellingham! . Jude Bellingham in the duel under pressure, carries the ball under pressure, plays a short pass along the ground to Phil Foden",5,0.3138959297159285,0.0937019941947818,0.0413271658843638,0.2397788166999817,0.0,0.0209897924214601,-0.0045324712991714,0.0255222637206316,9,37,7,26,0,1,3,0,0.0,2,0,0,0.0,1,1,0,0.0,1,3,0,0,2,0,0,0,1,1,0,0,0.0
FOX,1,2,Goal kick for Spain at Olympiastadion.,General,"[0:35] Robin Aime Robert Le Normand under pressure, carries the ball From the goal kick, Robin Aime Robert Le Normand under pressure, plays a medium pass forward along the ground to Daniel Carvajal Ramos, Daniel Carvajal Ramos under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Daniel Carvajal Ramos . From the goal kick, Daniel Carvajal Ramos under MASSIVE pressure, plays a medium pass forward along the ground to Daniel Olmo Carvajal",3,0.3132652300980709,0.1883295744176734,0.0627060399145826,0.4308541119098663,0.0714285714285714,0.2653328776359558,-0.046594925224781,0.3119278028607368,6,77,4,57,2,2,5,0,0.0,1,0,0,0.0,2,3,2,1.0,2,5,0,0,1,0,0,0,2,6,0,3,0.2222222222222222
FOX,1,3,Francois Letexier signals a Spain throw-in in England's half.,General,"[0:35] Robin Aime Robert Le Normand under pressure, carries the ball From the goal kick, Robin Aime Robert Le Normand under pressure, plays a medium pass forward along the ground to Daniel Carvajal Ramos, Daniel Carvajal Ramos under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Daniel Carvajal Ramos . From the goal kick, Daniel Carvajal Ramos under MASSIVE pressure, plays a medium pass forward along the ground to Daniel Olmo Carvajal",3,0.2975992201827466,0.0859938661257426,0.0,0.2579815983772278,0.0,0.0209897924214601,-0.046594925224781,0.0675847176462411,9,77,7,57,0,1,5,0,0.0,2,0,0,0.0,1,3,0,0.0,1,5,0,0,2,0,0,0,1,6,0,3,0.0
FOX,1,4,Goal kick for Spain at Olympiastadion.,General,"[0:02] Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Spain. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Bukayo Saka into the left attacking third, but it goes out of play, Bukayo Saka receives under pressure in the left attacking third . From the goal kick, Unai Simón Mendibil under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand",2,0.2919555719821569,0.2382637614844794,0.1086822771038842,0.5495052337646484,0.0566037735849056,0.2653328776359558,0.8123018741607666,0.5469689965248108,6,98,4,70,3,2,8,0,0.0,1,2,1,1.0,2,4,2,1.0,2,8,0,0,1,2,0,0,2,4,0,0,0.5555555555555556
FOX,1,5,Goal kick for Spain at Olympiastadion.,General,"[0:40] Daniel Olmo Carvajal struggles to control under pressure, From the goal kick, Álvaro Borja Morata Martín under pressure, plays a short pass along the ground to Lamine Yamal Nasraoui Ebana, but the pass doesn't find its target . Crucial block by Marc Guehi! . Daniel Carvajal Ramos under pressure, plays a short pass through the air to Daniel Olmo Carvajal, Daniel Olmo Carvajal under pressure, carries the ball",4,0.2751053154820203,0.1721487929892538,0.036440574932363,0.4244502484798431,0.0555555555555555,0.2653328776359558,-0.1506922394037246,0.4160251170396805,6,69,4,52,2,2,6,0,0.0,1,0,0,0.0,2,4,2,1.0,2,6,0,0,1,0,0,0,2,6,0,2,0.2222222222222222
FOX,1,6,Francois Letexier signals a Spain throw-in in England's half.,General,"[0:40] Daniel Olmo Carvajal struggles to control under pressure, From the goal kick, Álvaro Borja Morata Martín under pressure, plays a short pass along the ground to Lamine Yamal Nasraoui Ebana, but the pass doesn't find its target . Crucial block by Marc Guehi! . Daniel Carvajal Ramos under pressure, plays a short pass through the air to Daniel Olmo Carvajal, Daniel Olmo Carvajal under pressure, carries the ball",4,0.2736052493564784,0.0887010097503662,0.0,0.2661030292510986,0.0,0.0209897924214601,-0.1506922394037246,0.1716820318251848,9,69,7,52,0,1,6,0,0.0,2,0,0,0.0,1,4,0,0.0,1,6,0,0,2,0,0,0,1,6,0,2,0.0
FOX,1,7,Goal kick for Spain at Olympiastadion.,General,"[0:58] Daniel Carvajal Ramos under pressure, carries the ball is dispossessed by Jude Bellingham! . Jude Bellingham in the duel under pressure, carries the ball under pressure, plays a short pass along the ground to Phil Foden",5,0.2719293348491192,0.119194229443868,0.0,0.357582688331604,0.0,0.2653328776359558,-0.0045324712991714,0.2698653489351272,6,37,4,26,0,2,3,0,0.0,1,0,0,0.0,2,1,0,0.0,2,3,0,0,1,0,0,0,2,1,0,0,0.0
FOX,1,8,Goal kick for Spain at Olympiastadion.,General,"[0:00] Starting XI . Starting XI, Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Spain. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kobbie Mainoo under pressure, plays a long pass back along the ground to Jordan Pickford",1,0.2600532370236197,0.2184253596500129,0.1114650524033489,0.4882554709911346,0.0555555555555555,0.2653328776359558,0.8803960084915161,0.6150631308555603,6,58,4,39,2,2,7,0,0.0,1,2,1,1.0,2,2,0,0.0,2,7,0,0,1,2,0,0,2,2,0,0,0.3333333333333333
FOX,1,9,Francois Letexier signals a Spain throw-in in England's half.,General,"[0:00] Starting XI . Starting XI, Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Spain. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kobbie Mainoo under pressure, plays a long pass back along the ground to Jordan Pickford",1,0.1718467307352592,0.1822643796703642,0.0767993359491557,0.3910464346408844,0.0789473684210526,0.0209897924214601,0.8803960084915161,0.859406216070056,9,58,7,39,3,1,7,0,0.0,2,2,2,1.0,1,2,0,0.0,1,7,0,0,2,2,0,0,1,2,0,0,0.6
