data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
BBC,1,1,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,"[0:02] Jordan Pickford under pressure, carries the ball from the central defensive third into the right defensive third - BUT LOSES IT! . Memphis Depay closes down Jordan Pickford . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under MASSIVE pressure, plays a long ball forward through the air into the left attacking third, INTERCEPTED! England loses the ball . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Virgil van Dijk under pressure, plays a long ball forward through the air to Memphis Depay, but the pass doesn't find its target . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! John Stones under pressure, plays a medium pass forward through the air to Harry Kane into the central attacking third",2,0.343247258563879,0.1740738743213056,0.1086825700373399,0.3981544375419616,0.0153846153846153,0.2457178086042404,0.0964852198958396,0.1492325887084007,17,191,11,135,1,3,9,0,0.0,1,2,0,0.0,0,2,0,0.0,3,9,0,0,1,7,0,5,0,5,0,3,0.0
BBC,1,2,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,"[0:53] Stefan de Vrij under pressure, carries the ball under pressure, delivers the free kick a medium pass forward along the ground to Denzel Dumfries, Denzel Dumfries under pressure, carries the ball from the left defensive third into the left midfield under pressure, delivers the free kick a long ball forward through the air to Donyell Malen into the left attacking third . Marc Guehi under pressure, delivers the free kick a long pass back along the ground to Jordan Pickford",8,0.2835602458352729,0.1254259715192695,0.1279116546107528,0.2239760160446167,0.024390243902439,0.2457178086042404,0.0036808773875236,0.2420369312167167,17,81,11,60,1,3,6,0,0.0,1,0,0,0.0,0,2,0,0.0,3,6,0,0,1,0,0,0,0,5,0,3,0.0
BBC,1,3,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,"[0:44] Virgil van Dijk under pressure, carries the ball under pressure, delivers the free kick a medium pass to Stefan de Vrij, Stefan de Vrij under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Denzel Dumfries, Denzel Dumfries under pressure, carries the ball",7,0.2726426503999737,0.0993779584028597,0.1147442490411408,0.1463525891304016,0.037037037037037,0.2457178086042404,0.0381545349955558,0.2075632736086845,17,52,11,39,1,3,5,0,0.0,1,0,0,0.0,0,2,0,0.0,3,5,0,0,1,0,0,0,0,4,0,2,0.0
BBC,1,4,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,"[0:32] Virgil van Dijk under pressure, delivers the free kick a medium pass along the ground to Stefan de Vrij, Stefan de Vrij under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Jerdy Schouten, Jerdy Schouten under pressure, carries the ball under pressure, delivers the free kick a short pass back along the ground to Stefan de Vrij",6,0.2699243846682854,0.0987682499436069,0.1103565845730491,0.1526148319244384,0.0333333333333333,0.2457178086042404,0.0291105974465608,0.2166072111576795,17,68,11,50,1,3,5,0,0.0,1,0,0,0.0,0,2,0,0.0,3,5,0,0,1,0,0,0,0,6,0,4,0.0
BBC,1,5,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,[0:14] Tijjani Reijnders closes down Harry Kane . Harry Kane loses control under pressure! . Cody Mathès Gakpo wins the ball back,3,0.2272237425419151,0.090479626969822,0.0484048185239073,0.183034062385559,0.04,0.2457178086042404,-0.1168261021375656,0.362543910741806,17,22,11,18,1,3,3,0,0.0,1,0,0,0.0,0,0,0,0.0,3,3,0,0,1,0,0,0,0,0,0,0,0.0
BBC,1,6,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,"[0:16] Cody Mathès Gakpo is fouled, Nathan Aké under pressure, delivers the free kick a medium pass back along the ground to Virgil van Dijk, Virgil van Dijk under pressure, carries the ball from the right defensive third into the central defensive third under pressure, delivers the free kick a short pass along the ground to Nathan Aké, Nathan Aké under pressure, carries the ball",5,0.2238964391940242,0.0776236144295541,0.1278853586422363,0.0772077068686485,0.0277777777777777,0.2457178086042404,-0.0915672779083252,0.3372850865125656,17,65,11,50,1,3,4,0,0.0,1,0,0,0.0,0,3,0,0.0,3,4,0,0,1,0,0,0,0,5,0,2,0.0
BBC,1,7,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kobbie Mainoo under pressure, plays a long pass back along the ground to Jordan Pickford",1,0.2209690675197763,0.1785415281929867,0.0699991307519674,0.4423696398735046,0.0232558139534883,0.2457178086042404,0.8974661231040955,0.651748314499855,17,58,11,39,1,3,7,0,0.0,1,2,0,0.0,0,2,0,0.0,3,7,0,0,1,2,0,0,0,2,0,0,0.0
BBC,1,8,Here we go! Who will be meeting Spain in Sunday's final? The second semi-final is under way.,Kick Off,"[0:16] Cody Mathès Gakpo under pressure, carries the ball - BUT LOSES IT! . Kyle Walker closes down Cody Mathès Gakpo ⚠️ FOUL by Kyle Walker in the central midfield",4,0.216030666078307,0.0889983642037414,0.0783857508308799,0.1469426751136779,0.0416666666666666,0.2457178086042404,-0.1571546196937561,0.4028724282979965,17,29,11,20,1,3,2,0,0.0,1,0,0,0.0,0,1,0,0.0,3,2,0,0,1,0,0,0,0,1,0,0,0.0
BBC,2,1,The Netherlands win a free-kick inside the opening 20 seconds. A long ball forward and Donyell Malen is trying to reach it but he's offside.,Offside,"[1:59] Declan Rice under pressure, delivers the free kick a short pass back along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Phil Foden",14,0.4332840069036009,0.28085800369916,0.2290926007530382,0.4801480770111084,0.1333333333333333,0.1443489491939544,0.0349109657108783,0.1094379834830761,25,64,15,49,4,2,3,0,0.0,1,0,0,0.0,1,2,0,0.0,2,3,0,0,1,0,0,0,1,6,0,4,0.0
BBC,2,2,The Netherlands win a free-kick inside the opening 20 seconds. A long ball forward and Donyell Malen is trying to reach it but he's offside.,Offside,"[1:32] Jude Bellingham under pressure, delivers the free kick a medium pass along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, delivers the free kick a medium pass forward along the ground to Kieran Trippier, Kieran Trippier under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Phil Foden",10,0.4121672679837252,0.2559097901209468,0.2379675195289474,0.4047618508338928,0.125,0.1443489491939544,0.025288650766015,0.1190602984279394,25,63,15,48,4,2,4,0,0.0,1,0,0,0.0,1,2,0,0.0,2,4,0,0,1,0,0,0,1,6,0,4,0.0
BBC,2,3,The Netherlands win a free-kick inside the opening 20 seconds. A long ball forward and Donyell Malen is trying to reach it but he's offside.,Offside,"[1:22] Jordan Pickford under pressure, delivers the free kick a medium pass forward along the ground to John Stones, John Stones under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Jude Bellingham",9,0.41170994007792,0.2570030745344815,0.2453371156684927,0.4006721079349518,0.125,0.1443489491939544,0.0201794859021902,0.1241694632917642,25,64,15,49,4,2,4,0,0.0,1,0,0,0.0,1,2,0,0.0,2,4,0,0,1,0,0,0,1,6,0,4,0.0
BBC,2,4,The Netherlands win a free-kick inside the opening 20 seconds. A long ball forward and Donyell Malen is trying to reach it but he's offside.,Offside,"[1:38] Phil Foden under pressure, delivers the free kick a medium pass back along the ground to Jude Bellingham, Jude Bellingham under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to John Stones, John Stones under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Kyle Walker",11,0.4066478958726508,0.2449940821032501,0.223849827200406,0.4173824191093445,0.09375,0.1443489491939544,0.0359582863748073,0.1083906628191471,25,63,15,48,3,2,4,0,0.0,1,0,0,0.0,1,2,0,0.0,2,4,0,0,1,0,0,0,1,6,0,4,0.0
BBC,2,5,The Netherlands win a free-kick inside the opening 20 seconds. A long ball forward and Donyell Malen is trying to reach it but he's offside.,Offside,"[1:50] Jude Bellingham under pressure, carries the ball - BUT LOSES IT! . Xavi Simons closes down Jude Bellingham . Jude Bellingham under MASSIVE pressure, delivers the free kick a short pass along the ground, INTERCEPTED! England loses the ball . Crucial block by Xavi Simons! closes down the ball carrier",13,0.3165384910418708,0.218607764365159,0.2082370348430154,0.3642529249191284,0.0833333333333333,0.1443489491939544,-0.2453203797340393,0.3896693289279938,25,51,15,37,3,2,2,0,0.0,1,1,0,0.0,1,3,0,0.0,2,2,0,0,1,1,0,0,1,3,0,0,0.0
BBC,2,6,The Netherlands win a free-kick inside the opening 20 seconds. A long ball forward and Donyell Malen is trying to reach it but he's offside.,Offside,"[1:44] Cody Mathès Gakpo is beaten by Cody Mathès Gakpo! . Kyle Walker takes on the defender under pressure, carries the ball - BUT LOSES IT! . Cody Mathès Gakpo closes down Kyle Walker . Kyle Walker under MASSIVE pressure, delivers the free kick a short pass along the ground to Bukayo Saka",12,0.3133325110048596,0.216844486550562,0.184180322706271,0.3852720558643341,0.081081081081081,0.1443489491939544,-0.2528544664382934,0.3972034156322479,25,53,15,37,3,2,3,0,0.0,1,0,0,0.0,1,2,0,0.0,2,3,0,0,1,0,0,0,1,2,0,0,0.0
BBC,3,1,Jude Bellingham is tussling for the ball with Xavi Simons in the centre circle. Tonight could be a good battle between the two 21-year-olds. It's a slow and steady start from both sides.,General,"[2:07] Jude Bellingham under pressure, carries the ball under pressure, delivers the free kick a medium pass back along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Declan Rice, Declan Rice under pressure, delivers the free kick a medium pass back along the ground to Marc Guehi",15,0.2455814398642533,0.2549519826724997,0.1795499393606794,0.5019726753234863,0.0833333333333333,0.7826166749000549,8.64863395690918e-05,0.7825301885604858,33,64,20,49,3,4,3,1,0.25,0,0,0,0.0,0,2,0,0.0,4,3,0,0,0,0,0,0,0,6,0,4,0.25
