data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions
FOX,0,1,The current period has begun.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.0585893616080284,0.0,0.0585893616080284,5,0,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FOX,1,1,Spain awarded a throw-in in their own half.,General,"[0:18] Marin Pongracic in the duel . Álvaro Borja Morata Martín under pressure, plays a short pass to Pedro González López, but the pass doesn't find its target . Josip Šutalo under pressure, plays a short pass to Luka Modrić . Álvaro Borja Morata Martín closes down Josip Šutalo . Luka Modrić under pressure, carries the ball",3,0.3382131096920835,0.12832395024782653,0.0363823112155866,0.348589539527893,0.0,-0.0102735012769699,-0.0423929132521152,0.0321194119751453,8,57,5,42,0,0,5,0,0.0,1,0,0,0.0,1,1,0,0.0,0,5,0,0,1,0,0,0,1,3,0,2
FOX,1,2,Spain awarded a throw-in in their own half.,General,"[0:52] Unai Simón Mendibil under pressure, plays a medium pass along the ground to José Ignacio Fernández Iglesias, José Ignacio Fernández Iglesias under pressure, carries the ball under pressure, plays a short pass forward along the ground to Fabián Ruiz Peña, Fabián Ruiz Peña under pressure, plays a short pass along the ground to Marc Cucurella Saseta, Marc Cucurella Saseta under pressure, drives forward with the ball - BUT LOSES IT!",6,0.3142736768350005,0.09649608532587688,0.0,0.2894882559776306,0.0,-0.0102735012769699,-0.0426670499145984,0.0323935486376285,8,71,5,55,0,0,4,0,0.0,1,0,0,0.0,1,1,0,0.0,0,4,0,0,1,0,0,0,1,3,0,2
FOX,1,3,Spain awarded a throw-in in their own half.,General,"[0:23] Robin Aime Robert Le Normand clears the danger, Nicholas Williams Arthuer closes down the ball carrier . Josip Stanišić under MASSIVE pressure, plays a medium pass forward through the air to Ante Budimir into the left attacking third, but the pass doesn't find its target . José Ignacio Fernández Iglesias wins the ball back under pressure, carries the ball - BUT LOSES IT!",4,0.3028122782707214,0.0983228087425232,0.0,0.2949684262275696,0.0,-0.0102735012769699,-0.0939928144216537,0.0837193131446838,8,64,5,46,0,0,5,0,0.0,1,0,0,0.0,1,1,0,0.0,0,5,0,0,1,0,0,0,1,2,0,1
FOX,1,4,Spain awarded a throw-in in their own half.,General,"[0:31] Unai Simón Mendibil under pressure, carries the ball under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand, Robin Aime Robert Le Normand under pressure, carries the ball under pressure, plays a long pass along the ground to José Ignacio Fernández Iglesias, José Ignacio Fernández Iglesias under pressure, drives forward with the ball",5,0.3027551043778658,0.07897618412971497,0.0,0.2369285523891449,0.0,-0.0102735012769699,0.0156346336007118,0.0259081348776817,8,59,5,46,0,0,3,0,0.0,1,0,0,0.0,1,1,0,0.0,0,3,0,0,1,0,0,0,1,2,0,1
FOX,1,5,Spain awarded a throw-in in their own half.,General,"[0:02] Josip Šutalo under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Croatia and Spain. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Josip Šutalo under pressure, plays a long ball forward through the air to Ante Budimir into the right attacking third, but it goes out of play, Ante Budimir receives under pressure in the right attacking third . Daniel Carvajal Ramos under pressure, plays a medium pass forward through the air to Álvaro Borja Morata Martín",2,0.1429586428740391,0.13017674033360593,0.0405767635688448,0.3310855329036712,0.0188679245283018,-0.0102735012769699,0.8084221482276917,0.8186956495046616,8,94,5,69,1,0,8,0,0.0,1,2,1,1.0,1,2,0,0.0,0,8,0,0,1,2,0,0,1,2,0,0
FOX,1,6,Spain awarded a throw-in in their own half.,General,"[0:00] Starting XI . Starting XI, Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Croatia and Spain. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Luka Modrić under pressure, plays a medium pass back along the ground to Josip Šutalo",1,0.1424528531590888,0.1528911173157942,0.0589960431173276,0.345623254776001,0.054054054054054,-0.0102735012769699,0.8785884380340576,0.8888619393110275,8,58,5,39,2,0,8,0,0.0,1,2,1,1.0,1,2,0,0.0,0,8,0,0,1,2,0,0,1,2,0,0
FOX,3,1,Michael Oliver signals a free kick to Croatia.,Free Kick,"[2:49] Lovro Majer is fouled, Marcelo Brozović under pressure, delivers the free kick a medium pass along the ground to Mateo Kovačić . Pedro González López closes down Mateo Kovačić . Mateo Kovačić under pressure, delivers the free kick a short pass along the ground to Josip Šutalo, Josip Šutalo under pressure, carries the ball",18,0.3530831679429436,0.22227271990323386,0.1249532539549766,0.4751982390880584,0.0666666666666666,0.1252112835645675,-0.1292742043733596,0.2544854879379272,8,55,6,42,2,2,5,0,0.0,1,0,0,0.0,1,3,1,1.0,2,5,0,0,1,0,0,0,1,5,0,2
FOX,3,2,Michael Oliver signals a free kick to Croatia.,Free Kick,"[2:27] Dominik Livaković under pressure, drives forward with the ball under pressure, plays a short pass along the ground to Josip Šutalo, Josip Šutalo under pressure, carries the ball under pressure, plays a medium pass along the ground to Marin Pongracic, Marin Pongracic under pressure, drives forward with the ball from the central defensive third into the right defensive third - BUT LOSES IT!",16,0.290878834463115,0.13402177676486374,0.030003690270406,0.3720616400241852,0.0,0.1252112835645675,-0.1133387088775634,0.238549992442131,8,64,6,46,0,2,3,0,0.0,1,0,0,0.0,1,1,0,0.0,2,3,0,0,1,0,0,0,1,2,0,1
FOX,3,3,Michael Oliver signals a free kick to Croatia.,Free Kick,"[2:46] Robin Aime Robert Le Normand in the duel . Ante Budimir under pressure, plays a short pass to Lovro Majer . Marc Cucurella Saseta closes down Ante Budimir . Lovro Majer under pressure, carries the ball - BUT LOSES IT! . Robin Aime Robert Le Normand closes down Lovro Majer",17,0.2769292760638117,0.08541396384407667,0.0221197344353672,0.2341221570968628,0.0,0.1252112835645675,-0.0233135037124156,0.1485247872769832,8,51,6,36,0,2,4,0,0.0,1,0,0,0.0,1,1,0,0.0,2,4,0,0,1,0,0,0,1,1,0,0
