data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
SPORTS_MOLE,1,1,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Antoine Griezmann under pressure, plays a short pass back along the ground to Aurélien Djani Tchouaméni",1,0.4258911864046627,0.2511244358068538,0.1003932404114118,0.6064684391021729,0.0465116279069767,0.944994866847992,0.8951863050460815,0.0498085618019104,14,59,10,40,2,2,7,1,0.5,1,2,1,1.0,0,2,0,0.0,2,7,0,0,1,2,0,0,0,2,0,0,0.45454545454545453
SPORTS_MOLE,1,2,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:50] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Eduardo Camavinga under pressure, plays a short pass along the ground to Theo Bernard François Hernández, Theo Bernard François Hernández receives under pressure in the right attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Theo Bernard François Hernández under pressure, plays a dangerous short pass along the ground to Kylian Mbappé Lottin into the DANGER ZONE, Kylian Mbappé Lottin receives under pressure in the right attacking third",7,0.4099332055920129,0.2186331499250419,0.0895556958074808,0.5286079049110413,0.0377358490566037,0.944994866847992,0.928828239440918,0.0161666274070739,14,129,10,96,2,2,6,1,0.5,1,2,1,1.0,0,2,0,0.0,2,6,0,0,1,4,0,2,0,4,0,2,0.45454545454545453
SPORTS_MOLE,1,3,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:08] N'Golo Kanté under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! N'Golo Kanté under pressure, plays a medium pass back along the ground to William Saliba, William Saliba under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! William Saliba under pressure, plays a short pass along the ground to Aurélien Djani Tchouaméni, Aurélien Djani Tchouaméni under pressure, carries the ball from the right defensive third into the right midfield - BUT LOSES IT!",3,0.3933468074149971,0.1980702758560028,0.0885957994718282,0.4663993418216705,0.0392156862745098,0.944994866847992,0.924171268939972,0.02082359790802,14,128,10,92,2,2,6,1,0.5,1,2,1,1.0,0,2,0,0.0,2,6,0,0,1,4,0,2,0,4,0,2,0.45454545454545453
SPORTS_MOLE,1,4,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:42] Theo Bernard François Hernández under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Theo Bernard François Hernández under pressure, plays a dangerous medium pass back along the ground to Kylian Mbappé Lottin into the DANGER ZONE, Kylian Mbappé Lottin receives under pressure in the right attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kylian Mbappé Lottin under pressure, plays a dangerous short pass along the ground to Eduardo Camavinga into the DANGER ZONE",6,0.3829023438695204,0.206675774256803,0.08789579499976,0.4957678914070129,0.0363636363636363,0.944994866847992,0.8565769195556641,0.0884179472923278,14,131,10,98,2,2,6,1,0.5,1,2,1,1.0,0,2,0,0.0,2,6,0,0,1,4,0,2,0,4,0,2,0.45454545454545453
SPORTS_MOLE,1,5,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:01] Aurélien Djani Tchouaméni under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Aurélien Djani Tchouaméni under pressure, plays a short pass along the ground to Eduardo Camavinga, Eduardo Camavinga under pressure, carries the ball from the central midfield into the right midfield 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Eduardo Camavinga under pressure, plays a medium pass back along the ground to Dayotchanculle Upamecano, Dayotchanculle Upamecano under pressure, carries the ball from the central defensive third into the central midfield",2,0.3665376695693307,0.1828500751257966,0.0825471626990716,0.4267873764038086,0.0392156862745098,0.944994866847992,0.8625953197479248,0.0823995471000671,14,132,10,96,2,2,6,1,0.5,1,2,1,1.0,0,2,0,0.0,2,6,0,0,1,4,0,2,0,4,0,2,0.45454545454545453
SPORTS_MOLE,1,6,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:57] Vitor Machado Ferreira closes down Antoine Griezmann . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Antoine Griezmann under MASSIVE pressure, plays a long ball through the air to Jules Koundé into the left attacking third, Jules Koundé under pressure, carries the ball under pressure, plays a long ball forward through the air to Kylian Mbappé Lottin into the central attacking third, but the pass doesn't find its target, Kylian Mbappé Lottin receives under pressure in the central attacking third",8,0.3494869498865534,0.1896983820142651,0.0557307006878165,0.4794661402702331,0.0338983050847457,0.944994866847992,0.7738475203514099,0.171147346496582,14,104,10,78,2,2,7,1,0.5,1,2,1,1.0,0,2,0,0.0,2,7,0,0,1,2,0,0,0,2,0,0,0.45454545454545453
SPORTS_MOLE,1,7,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:21] William Saliba under pressure, carries the ball - BUT LOSES IT! . Cristiano Ronaldo dos Santos Aveiro closes down William Saliba . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! William Saliba under MASSIVE pressure, plays a long pass along the ground to Dayotchanculle Upamecano, Dayotchanculle Upamecano under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Dayotchanculle Upamecano under pressure, plays a medium pass forward along the ground to N'Golo Kanté",4,0.2970142898376366,0.195394865329475,0.0988819654109778,0.4495667815208435,0.0377358490566037,0.944994866847992,0.5468674302101135,0.3981274366378784,14,122,10,88,2,2,8,1,0.5,1,2,1,1.0,0,2,0,0.0,2,8,0,0,1,4,0,2,0,4,0,2,0.45454545454545453
SPORTS_MOLE,1,8,KICKOFF:  We're off. France get us started. Let's hope for an absolute cracker here.,Kick Off,"[0:31] Randal Kolo Muani under pressure, carries the ball - BUT LOSES IT! . Nuno Mendes closes down Randal Kolo Muani . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Randal Kolo Muani under MASSIVE pressure, plays a short pass back along the ground to N'Golo Kanté, N'Golo Kanté under pressure, carries the ball from the left attacking third into the left midfield 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between France and Portugal. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! N'Golo Kanté under pressure, plays a medium pass along the ground to Antoine Griezmann",5,0.2532781800870867,0.1841372537937126,0.092499444241376,0.4241980314254761,0.0357142857142857,0.944994866847992,0.4056958258152008,0.5392990410327911,14,131,10,94,2,2,7,1,0.5,1,2,1,1.0,0,2,0,0.0,2,7,0,0,1,4,0,2,0,4,0,2,0.45454545454545453
SPORTS_MOLE,3,1,"Decent start from France here. The Blues are on the front foot, with Portugal having to sit deep in the early exchanges. Griezmann is playing as the 10, as expected.",General,"[2:16] Eduardo Camavinga under pressure, delivers the free kick a short pass along the ground to Theo Bernard François Hernández into the right attacking third, Theo Bernard François Hernández under pressure, delivers the free kick a short pass along the ground to Eduardo Camavinga, Eduardo Camavinga under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Antoine Griezmann into the right attacking third, Antoine Griezmann under pressure, carries the ball",16,0.2148551674231489,0.2285703400333192,0.2512138409707729,0.4088561534881592,0.0256410256410256,0.8401811718940735,0.0138908214867115,0.826290350407362,30,79,16,62,1,3,3,1,0.3333333333333333,2,0,0,0.0,0,2,0,0.0,3,3,0,0,2,0,0,0,0,6,0,4,0.1111111111111111
SPORTS_MOLE,3,2,"Decent start from France here. The Blues are on the front foot, with Portugal having to sit deep in the early exchanges. Griezmann is playing as the 10, as expected.",General,"[2:41] Antoine Griezmann under pressure, delivers the free kick a long ball through the air to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Kylian Mbappé Lottin into the right attacking third, Kylian Mbappé Lottin under pressure, delivers the free kick a short pass along the ground to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball",20,0.2090574043201404,0.2145738237045867,0.2219489002766485,0.3979630470275879,0.0238095238095238,0.8401811718940735,0.0326893180608749,0.8074918538331985,30,79,16,63,1,3,3,1,0.3333333333333333,2,0,0,0.0,0,2,0,0.0,3,3,0,0,2,0,0,0,0,5,0,3,0.1111111111111111
