data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions
FLASHSCORE,0,1,Daniele Orsato will officiate today.,General,,-1,0.0,0.0,0.0,0.0,0.0,0.0569438934326171,0.0,0.0569438934326171,5,0,4,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,0,1,England will kick the game off.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.0822860449552536,0.0,0.0822860449552536,6,0,4,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,1,1,"Today's match has just started, enjoy the game!",Kick Off,"[0:00] Starting XI . Starting XI . Half Start . Half Start, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Bukayo Saka under pressure, plays a long pass back along the ground to Jordan Pickford",1,0.3844350810775093,0.20680655187089333,0.0668819872867179,0.5278966426849365,0.0256410256410256,0.9681601524353028,0.8854808211326599,0.0826793313026428,8,58,6,39,1,1,8,0,0.0,0,2,0,0.0,0,2,0,0.0,1,8,0,0,0,2,0,0,0,2,0,0
FLASHSCORE,1,2,"Today's match has just started, enjoy the game!",Kick Off,"[0:02] Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Serbia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane into the right attacking third, but the pass doesn't find its target, Harry Kane receives under pressure in the right attacking third in the duel . Nikola Milenković under pressure, plays a medium pass to Milos Veljkovic",2,0.3449976346509709,0.17570569801556443,0.1182360693742585,0.3896502554416656,0.0192307692307692,0.9681601524353028,0.8210335969924927,0.14712655544281,8,91,6,65,1,1,8,0,0.0,0,2,0,0.0,0,2,0,0.0,1,8,0,0,0,2,0,0,0,3,0,1
FLASHSCORE,1,3,"Today's match has just started, enjoy the game!",Kick Off,"[0:22] Dušan Vlahović under pressure, carries the ball is dispossessed by John Stones! . John Stones in the duel",4,0.0916329208167603,0.13742552640069997,0.0787446034559451,0.3335319757461548,0.0,0.9681601524353028,-0.0775847434997558,1.0457448959350586,8,19,6,12,0,1,1,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,1,4,"Today's match has just started, enjoy the game!",Kick Off,"[0:56] Phil Foden under pressure, plays a short pass along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball under pressure, plays a short pass along the ground to Phil Foden, Phil Foden under pressure, carries the ball under pressure, plays a short pass along the ground to Jude Bellingham",9,0.0900510825949481,0.09800493056410826,0.0745321462999069,0.2194826453924179,0.0,0.9681601524353028,0.0343496911227703,0.9338104613125324,8,53,6,41,0,1,3,0,0.0,0,0,0,0.0,0,1,0,0.0,1,3,0,0,0,0,0,0,0,3,0,2
FLASHSCORE,1,5,"Today's match has just started, enjoy the game!",Kick Off,"[0:49] Kyle Walker under pressure, carries the ball under pressure, plays a medium pass back along the ground to John Stones, John Stones under pressure, carries the ball under pressure, plays a short pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball",8,0.0885280842077887,0.1031658303147762,0.0834207240957645,0.2260767668485641,0.0,0.9681601524353028,0.0127749983221292,0.9553851541131736,8,47,6,37,0,1,3,0,0.0,0,0,0,0.0,0,1,0,0.0,1,3,0,0,0,0,0,0,0,2,0,1
FLASHSCORE,1,6,"Today's match has just started, enjoy the game!",Kick Off,"[0:37] Jude Bellingham under pressure, drives forward with the ball under pressure, plays a short pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball from the right midfield into the central midfield under pressure, plays a medium pass along the ground to Trent Alexander-Arnold, Trent Alexander-Arnold under pressure, drives forward with the ball from the central midfield into the left midfield",7,0.0843548989444139,0.09785810057807794,0.1212845428135643,0.1722897589206695,0.0,0.9681601524353028,0.0120054464787244,0.9561547059565784,8,66,6,50,0,1,4,0,0.0,0,0,0,0.0,0,1,0,0.0,1,4,0,0,0,0,0,0,0,2,0,1
FLASHSCORE,1,7,"Today's match has just started, enjoy the game!",Kick Off,"[0:30] Marc Guehi under pressure, plays a short pass along the ground to Declan Rice, Declan Rice under pressure, carries the ball under pressure, plays a short pass forward along the ground to Jude Bellingham, Jude Bellingham under pressure, carries the ball under pressure, plays a short pass along the ground to Phil Foden",6,0.0842994996567336,0.09681649136507074,0.0762901493300069,0.2141593247652053,0.0,0.9681601524353028,0.0149086769670248,0.953251475468278,8,54,6,42,0,1,4,0,0.0,0,0,0,0.0,0,1,0,0.0,1,4,0,0,0,0,0,0,0,3,0,2
FLASHSCORE,1,8,"Today's match has just started, enjoy the game!",Kick Off,"[0:14] Milos Veljkovic under pressure, carries the ball under pressure, plays a long ball forward through the air to Aleksandar Mitrović, Aleksandar Mitrović under pressure, plays a medium pass forward to Dušan Vlahović, INTERCEPTED! Serbia loses the ball . Marc Guehi in the duel . Dušan Vlahović closes down Marc Guehi",3,0.0820292213519051,0.13132965534390809,0.0791953494984448,0.3147936165332794,0.0,0.9681601524353028,-0.0977119281888008,1.0658720806241035,8,51,6,39,0,1,4,0,0.0,0,1,0,0.0,0,1,0,0.0,1,4,0,0,0,1,0,0,0,1,0,0
