data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions
FLASHSCORE,0,1,Szymon Marciniak was nominated as the referee for this game.,General,,-1,0.0,0.0,0.0,0.0,0.0,0.254557341337204,0.0,0.254557341337204,10,0,5,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,0,1,Belgium will kick the game off.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.06378835439682,0.0,0.06378835439682,6,0,4,0,0,1,0,0,0.0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,1,1,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,[0:09] Nicolae Claudiu Stanciu closes down Dodi Lukebakio ⚠️ FOUL by Nicolae Claudiu Stanciu in the right midfield,3,0.432179562317825,0.30744564538034685,0.1660753688663111,0.5895949006080627,0.1666666666666666,-0.1648925691843032,0.0287261176854372,0.1936186868697405,16,17,11,13,3,3,2,1,0.3333333333333333,1,0,0,0.0,1,1,1,1.0,3,2,0,0,1,0,0,0,1,1,0,0
FLASHSCORE,1,2,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:10] Dodi Lukebakio is fouled, Timothy Castagne under pressure, delivers the free kick a medium pass back along the ground to Wout Faes, Wout Faes under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Youri Tielemans . Nicolae Claudiu Stanciu closes down Wout Faes",4,0.3894720545839158,0.2045108505660809,0.0271326653550286,0.5308443307876587,0.0555555555555555,-0.1648925691843032,-0.1092482358217239,0.0556443333625793,16,53,11,41,2,3,5,1,0.3333333333333333,1,0,0,0.0,1,3,1,1.0,3,5,0,0,1,0,0,0,1,5,0,2
FLASHSCORE,1,3,"Today's match has just started, enjoy the game!",Kick Off,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and Romania. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Youri Tielemans under pressure, plays a short pass along the ground to Kevin De Bruyne",1,0.3739063252721585,0.19106862408775183,0.0668819872867179,0.4800080955028534,0.0263157894736842,0.9681601524353028,0.8905795812606812,0.0775805711746215,8,59,6,38,1,1,9,0,0.0,0,2,0,0.0,0,2,0,0.0,1,9,0,0,0,2,0,0,0,2,0,0
FLASHSCORE,1,4,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:38] Kevin De Bruyne under pressure, drives forward with the ball from the right midfield into the right attacking third - BUT LOSES IT! . Nicolae Claudiu Stanciu closes down Kevin De Bruyne, Răzvan Gabriel Marin closes down the ball carrier . Kevin De Bruyne under MASSIVE pressure, delivers the free kick a medium pass along the ground to Romelu Lukaku Menama into the central attacking third, but the pass doesn't find its target, Romelu Lukaku Menama receives under pressure in the central attacking third",6,0.364570410548764,0.1595819165297582,0.0190972247621291,0.4170953333377838,0.0425531914893617,-0.1648925691843032,-0.1853566765785217,0.0204641073942184,16,85,11,60,2,3,4,1,0.3333333333333333,1,0,0,0.0,1,2,0,0.0,3,4,0,0,1,0,0,0,1,3,0,1
FLASHSCORE,1,5,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:48] Jeremy Doku in the duel . Andrei Florin Ratiu wins the ball back under pressure, carries the ball under pressure, plays a short pass along the ground to Nicolae Claudiu Stanciu, Nicolae Claudiu Stanciu under pressure, carries the ball",8,0.3525371365676394,0.2078460927380549,0.0627421139810557,0.4918306469917297,0.0689655172413793,-0.1648925691843032,0.048497162759304,0.2133897319436073,16,40,11,30,2,3,3,1,0.3333333333333333,1,0,0,0.0,1,1,0,0.0,3,3,0,0,1,0,0,0,1,1,0,0
FLASHSCORE,1,6,"Today's match has just started, enjoy the game!",Kick Off,"[0:05] Denis Mihai Drăguş closes down Wout Faes . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and Romania. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Wout Faes under MASSIVE pressure, plays a short pass along the ground to Youri Tielemans, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and Romania. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Youri Tielemans under pressure, plays a medium pass forward to Dodi Lukebakio, Dodi Lukebakio under pressure, carries the ball - BUT LOSES IT! . Valentin Mihai Mihăilă closes down Dodi Lukebakio",2,0.3457343235474677,0.1538032432214221,0.0703124629902246,0.3710972666740417,0.02,0.9681601524353028,0.889687716960907,0.0784724354743957,8,117,6,85,1,1,9,0,0.0,0,2,0,0.0,0,2,0,0.0,1,10,0,1,0,4,0,2,0,4,0,2
FLASHSCORE,1,7,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:42] Nicușor Silviu Bancu under pressure, carries the ball under pressure, plays a long pass forward along the ground to Dennis Man, Dennis Man under pressure, carries the ball under pressure, plays a short pass back along the ground to Andrei Florin Ratiu . Kevin De Bruyne closes down Dennis Man",7,0.3230072916485369,0.1452845533688863,0.0,0.4358536601066589,0.0,-0.1648925691843032,-0.021068075671792,0.1438244935125112,16,51,11,40,0,3,4,0,0.0,1,0,0,0.0,1,1,0,0.0,3,4,0,0,1,0,0,0,1,2,0,1
FLASHSCORE,1,8,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:28] Koen Casteels under pressure, carries the ball - BUT LOSES IT! . Denis Mihai Drăguş closes down Koen Casteels . Koen Casteels under MASSIVE pressure, delivers the free kick a long pass forward to Jeremy Doku, but the pass doesn't find its target . Andrei Florin Ratiu under pressure, delivers the free kick a short pass to Marius Mihai Marin, Marius Mihai Marin under pressure, delivers the free kick a short pass to Răzvan Gabriel Marin, but the pass doesn't find its target",5,0.3132520280778408,0.1257572571436564,0.0,0.3772717714309692,0.0,-0.1648925691843032,-0.2891562283039093,0.124263659119606,16,84,11,61,0,3,5,0,0.0,1,0,0,0.0,1,2,0,0.0,3,6,0,1,1,0,0,0,1,8,0,6
FLASHSCORE,1,9,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:57] Nicușor Silviu Bancu under pressure, carries the ball - BUT LOSES IT! . Youri Tielemans closes down Nicușor Silviu Bancu . Nicușor Silviu Bancu under MASSIVE pressure, plays a short pass along the ground to Valentin Mihai Mihăilă, but the pass doesn't find its target . Crucial block by Youri Tielemans! . Nicușor Silviu Bancu closes down Youri Tielemans",9,0.3069222830235958,0.1213558812936147,0.0,0.3640676438808441,0.0,-0.1648925691843032,-0.3012710809707641,0.1363785117864608,16,60,11,44,0,3,3,0,0.0,1,0,0,0.0,1,2,0,0.0,3,3,0,0,1,0,0,0,1,3,0,1
FLASHSCORE,1,10,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:05] Denis Mihai Drăguş closes down Wout Faes . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and Romania. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Wout Faes under MASSIVE pressure, plays a short pass along the ground to Youri Tielemans, 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and Romania. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Youri Tielemans under pressure, plays a medium pass forward to Dodi Lukebakio, Dodi Lukebakio under pressure, carries the ball - BUT LOSES IT! . Valentin Mihai Mihăilă closes down Dodi Lukebakio",2,0.1286284396126231,0.1896980148652342,0.0704278599969534,0.4804843664169311,0.0181818181818181,-0.1648925691843032,0.889687716960907,1.0545802861452105,16,117,11,85,1,3,9,1,0.3333333333333333,1,2,1,1.0,1,2,0,0.0,3,10,0,1,1,4,0,2,1,4,0,2
FLASHSCORE,1,11,"Today's match has just started, enjoy the game!",Kick Off,"[0:48] Jeremy Doku in the duel . Andrei Florin Ratiu wins the ball back under pressure, carries the ball under pressure, plays a short pass along the ground to Nicolae Claudiu Stanciu, Nicolae Claudiu Stanciu under pressure, carries the ball",8,0.127489499067922,0.14320699531589565,0.1091420101748293,0.3204789757728576,0.0,0.9681601524353028,0.048497162759304,0.9196629896759988,8,40,6,30,0,1,3,0,0.0,0,0,0,0.0,0,1,0,0.0,1,3,0,0,0,0,0,0,0,1,0,0
FLASHSCORE,1,12,Nicolae Stanciu (Romania) makes a rough challenge and Szymon Marciniak blows his whistle for a foul.,General,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and Romania. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Youri Tielemans under pressure, plays a short pass along the ground to Kevin De Bruyne",1,0.1067579970954612,0.16083471294227644,0.0669679250739941,0.3922803997993469,0.0232558139534883,-0.1648925691843032,0.8905795812606812,1.0554721504449844,16,59,11,38,1,3,9,1,0.3333333333333333,1,2,1,1.0,1,2,0,0.0,3,9,0,0,1,2,0,0,1,2,0,0
FLASHSCORE,1,13,"Today's match has just started, enjoy the game!",Kick Off,[0:09] Nicolae Claudiu Stanciu closes down Dodi Lukebakio ⚠️ FOUL by Nicolae Claudiu Stanciu in the right midfield,3,0.0954549405586924,0.10708459899487847,0.0389490629930125,0.2823047339916229,0.0,0.9681601524353028,0.0287261176854372,0.9394340347498656,8,17,6,13,0,1,2,0,0.0,0,0,0,0.0,0,1,0,0.0,1,2,0,0,0,0,0,0,0,1,0,0
FLASHSCORE,1,14,"Today's match has just started, enjoy the game!",Kick Off,"[0:42] Nicușor Silviu Bancu under pressure, carries the ball under pressure, plays a long pass forward along the ground to Dennis Man, Dennis Man under pressure, carries the ball under pressure, plays a short pass back along the ground to Andrei Florin Ratiu . Kevin De Bruyne closes down Dennis Man",7,0.0842876654057392,0.10879296324335057,0.0731468874717509,0.2532320022583008,0.0,0.9681601524353028,-0.021068075671792,0.9892282281070948,8,51,6,40,0,1,4,0,0.0,0,0,0,0.0,0,1,0,0.0,1,4,0,0,0,0,0,0,0,2,0,1
FLASHSCORE,1,15,"Today's match has just started, enjoy the game!",Kick Off,"[0:10] Dodi Lukebakio is fouled, Timothy Castagne under pressure, delivers the free kick a medium pass back along the ground to Wout Faes, Wout Faes under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Youri Tielemans . Nicolae Claudiu Stanciu closes down Wout Faes",4,0.0709730027923323,0.12043346647545204,0.0944631005562695,0.2668372988700866,0.0,0.9681601524353028,-0.1092482358217239,1.077408388257027,8,53,6,41,0,1,5,0,0.0,0,0,0,0.0,0,3,0,0.0,1,5,0,0,0,0,0,0,0,5,0,2
FLASHSCORE,1,16,"Today's match has just started, enjoy the game!",Kick Off,"[0:38] Kevin De Bruyne under pressure, drives forward with the ball from the right midfield into the right attacking third - BUT LOSES IT! . Nicolae Claudiu Stanciu closes down Kevin De Bruyne, Răzvan Gabriel Marin closes down the ball carrier . Kevin De Bruyne under MASSIVE pressure, delivers the free kick a medium pass along the ground to Romelu Lukaku Menama into the central attacking third, but the pass doesn't find its target, Romelu Lukaku Menama receives under pressure in the central attacking third",6,0.0593767132224943,0.1303412273012672,0.1249963505515678,0.2660273313522339,0.0,0.9681601524353028,-0.1853566765785217,1.1535168290138245,8,85,6,60,0,1,4,0,0.0,0,0,0,0.0,0,2,0,0.0,1,4,0,0,0,0,0,0,0,3,0,1
FLASHSCORE,1,17,"Today's match has just started, enjoy the game!",Kick Off,"[0:57] Nicușor Silviu Bancu under pressure, carries the ball - BUT LOSES IT! . Youri Tielemans closes down Nicușor Silviu Bancu . Nicușor Silviu Bancu under MASSIVE pressure, plays a short pass along the ground to Valentin Mihai Mihăilă, but the pass doesn't find its target . Crucial block by Youri Tielemans! . Nicușor Silviu Bancu closes down Youri Tielemans",9,0.0116906207648868,0.10539790548853802,0.0515671538702467,0.2646265625953674,0.0,0.9681601524353028,-0.3012710809707641,1.269431233406067,8,60,6,44,0,1,3,0,0.0,0,0,0,0.0,0,2,0,0.0,1,3,0,0,0,0,0,0,0,3,0,1
FLASHSCORE,1,18,"Today's match has just started, enjoy the game!",Kick Off,"[0:28] Koen Casteels under pressure, carries the ball - BUT LOSES IT! . Denis Mihai Drăguş closes down Koen Casteels . Koen Casteels under MASSIVE pressure, delivers the free kick a long pass forward to Jeremy Doku, but the pass doesn't find its target . Andrei Florin Ratiu under pressure, delivers the free kick a short pass to Marius Mihai Marin, Marius Mihai Marin under pressure, delivers the free kick a short pass to Răzvan Gabriel Marin, but the pass doesn't find its target",5,0.0063538798705864,0.09424396674051916,0.0785467273060989,0.2041851729154586,0.0,0.9681601524353028,-0.2891562283039093,1.257316380739212,8,84,6,61,0,1,5,0,0.0,0,0,0,0.0,0,2,0,0.0,1,6,0,1,0,0,0,0,0,8,0,6
FLASHSCORE,2,1,It's in! Romelu Lukaku spots his teammate in a good position on the edge of the box and provides him with a nice pass. Youri Tielemans (Belgium) doesn't think twice and rifles a first-time shot into the bottom left corner. The score is now 1:0.,Goal,[1:14] Nicolae Claudiu Stanciu closes down Romelu Lukaku Menama . Youri Tielemans receives under pressure in the central attacking third ⚽ GOOOAL! Youri Tielemans scores! What a strike with the right foot! Belgium now lead 1-0! His first goal of the tournament in the 1st minute!,11,0.5418611028588882,0.40653940158381346,0.3793569160337592,0.703006386756897,0.1372549019607843,0.753302812576294,0.7011290192604065,0.0521737933158874,45,45,28,32,7,4,6,2,0.5,1,1,1,1.0,3,2,0,0.0,4,6,0,0,1,1,0,0,3,2,0,0
