data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
FLASHSCORE,0,1,Artur Soares Dias will officiate today.,General,,-1,0.0,0.0,0.0,0.0,0.0,0.0427557826042175,0.0,0.0427557826042175,6,0,5,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
FLASHSCORE,0,1,Austria will kick-off.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.0661201849579811,0.0,0.0661201849579811,3,0,3,0,0,1,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
FLASHSCORE,1,1,"Arda Guler (Turkey) slides a pass forward, but one of the defenders cuts it out. Turkey force a corner. They send men into the box.",Corner,"[0:22] Barış Alper Yılmaz under pressure, carries the ball under pressure, plays a short pass forward along the ground to Arda Güler, Arda Güler under pressure, drives forward with the ball from the left midfield into the left attacking third under pressure, plays a long pass forward along the ground to Barış Alper Yılmaz into the central attacking third, but the pass doesn't find its target, Barış Alper Yılmaz receives under pressure in the left attacking third",5,0.4928456001857677,0.3348203694992275,0.219861798185167,0.6820352077484131,0.1025641025641025,-0.0607801117002964,-0.0277014039456844,0.0330787077546119,25,77,17,58,4,3,2,1,0.3333333333333333,1,0,0,0.0,2,1,1,0.5,3,2,0,0,2,0,1,0,2,3,0,2,0.4
FLASHSCORE,1,2,Arda Guler (Turkey) floats the ball in from the corner but it's intercepted.,Corner,"[0:22] Barış Alper Yılmaz under pressure, carries the ball under pressure, plays a short pass forward along the ground to Arda Güler, Arda Güler under pressure, drives forward with the ball from the left midfield into the left attacking third under pressure, plays a long pass forward along the ground to Barış Alper Yılmaz into the central attacking third, but the pass doesn't find its target, Barış Alper Yılmaz receives under pressure in the left attacking third",5,0.4838707171647046,0.3139869215943143,0.2716824540071862,0.6077783107757568,0.0625,-0.0341793000698089,-0.0277014039456844,0.0064778961241245,13,77,7,58,2,2,2,1,0.5,1,0,0,0.0,1,1,0,0.0,2,2,0,0,1,0,0,0,1,3,0,2,0.4444444444444444
FLASHSCORE,1,3,Goal! Merih Demiral (Turkey) fires the rebound into the roof of the net after the ball breaks to him in the box. The score is 0:1.,Goal,[0:57] The goalkeeper deals with it . Merih Demiral wins the ball back ⚽ GOOOAL! Merih Demiral scores! A superb left-footed finish from close range (4m)! Turkey now lead 1-0! His first goal of the tournament in the 0th minute!,6,0.4749622406461341,0.4581453782847859,0.4622412615069307,0.7606797218322754,0.1515151515151515,0.4564811289310455,0.9310683012008668,0.4745871722698211,26,39,15,25,5,3,3,2,0.6666666666666666,1,1,1,1.0,1,2,1,1.0,3,3,0,0,1,1,0,0,1,3,0,1,1.0
FLASHSCORE,1,4,"Arda Guler (Turkey) slides a pass forward, but one of the defenders cuts it out. Turkey force a corner. They send men into the box.",Corner,"[0:11] Orkun Kökçü closes down Christoph Baumgartner . Christoph Baumgartner under MASSIVE pressure, plays a medium pass forward along the ground to Marcel Sabitzer, but the pass doesn't find its target, Marcel Sabitzer receives under pressure in the central attacking third . The goalkeeper deals with it under pressure, carries the ball",4,0.4115666698525154,0.2216452531330855,0.1823928245274013,0.4349238872528076,0.0476190476190476,-0.0607801117002964,-0.0794491916894912,0.0186690799891948,25,52,17,37,2,3,3,0,0.0,1,0,0,0.0,2,2,1,0.5,3,3,0,0,2,0,1,0,2,3,0,1,0.13333333333333333
FLASHSCORE,1,5,Arda Guler (Turkey) floats the ball in from the corner but it's intercepted.,Corner,"[0:11] Orkun Kökçü closes down Christoph Baumgartner . Christoph Baumgartner under MASSIVE pressure, plays a medium pass forward along the ground to Marcel Sabitzer, but the pass doesn't find its target, Marcel Sabitzer receives under pressure in the central attacking third . The goalkeeper deals with it under pressure, carries the ball",4,0.4096667442287326,0.2279789561782042,0.2434801783774517,0.4110449254512787,0.0294117647058823,-0.0341793000698089,-0.0794491916894912,0.0452698916196823,13,52,7,37,1,2,3,0,0.0,1,0,0,0.0,1,2,0,0.0,2,3,0,0,1,0,0,0,1,3,0,1,0.0
FLASHSCORE,1,6,"Arda Guler (Turkey) slides a pass forward, but one of the defenders cuts it out. Turkey force a corner. They send men into the box.",Corner,"[0:58] The goalkeeper deals with it, Christoph Baumgartner under pressure, plays a medium pass along the ground to Philipp Mwene",7,0.3761261051428216,0.2004262894268693,0.1458743908205645,0.419690191745758,0.0357142857142857,-0.0607801117002964,0.0359943360090255,0.0967744477093219,25,20,17,13,1,3,2,0,0.0,1,0,0,0.0,2,2,1,0.5,3,2,0,0,2,0,1,0,2,2,0,0,0.13333333333333333
FLASHSCORE,1,7,Arda Guler (Turkey) floats the ball in from the corner but it's intercepted.,Corner,"[0:58] The goalkeeper deals with it, Christoph Baumgartner under pressure, plays a medium pass along the ground to Philipp Mwene",7,0.3694051873773561,0.1825981285294197,0.1661044198633141,0.381689965724945,0.0,-0.0341793000698089,0.0359943360090255,0.0701736360788345,13,20,7,13,0,2,2,0,0.0,1,0,0,0.0,1,2,0,0.0,2,2,0,0,1,0,0,0,1,2,0,0,0.0
FLASHSCORE,1,8,Arda Guler (Turkey) floats the ball in from the corner but it's intercepted.,Corner,"[0:07] Orkun Kökçü under pressure, carries the ball - BUT LOSES IT! . Nicolas Seiwald closes down Orkun Kökçü, Konrad Laimer closes down the ball carrier . Orkun Kökçü under MASSIVE pressure, plays a short pass through the air to Kenan Yildiz, Kenan Yildiz under pressure, plays a medium pass back to İsmail Yüksek, but the pass doesn't find its target",3,0.3537541607343776,0.2291522098016239,0.1921161314002312,0.4667690694332123,0.0285714285714285,-0.0341793000698089,-0.3066192865371704,0.2724399864673614,13,61,7,45,1,2,5,0,0.0,1,0,0,0.0,1,1,0,0.0,2,5,0,0,1,0,0,0,1,3,0,2,0.0
FLASHSCORE,1,9,Goal! Merih Demiral (Turkey) fires the rebound into the roof of the net after the ball breaks to him in the box. The score is 0:1.,Goal,"[0:22] Barış Alper Yılmaz under pressure, carries the ball under pressure, plays a short pass forward along the ground to Arda Güler, Arda Güler under pressure, drives forward with the ball from the left midfield into the left attacking third under pressure, plays a long pass forward along the ground to Barış Alper Yılmaz into the central attacking third, but the pass doesn't find its target, Barış Alper Yılmaz receives under pressure in the left attacking third",5,0.3516164144000544,0.2968827301589825,0.3636408610129888,0.4770073294639587,0.05,0.4564811289310455,-0.0277014039456844,0.4841825328767299,26,77,15,58,2,3,2,0,0.0,1,0,0,0.0,1,1,0,0.0,3,2,0,0,1,0,0,0,1,3,0,2,0.0
FLASHSCORE,1,10,The match has just started.,Kick Off,"[0:58] The goalkeeper deals with it, Christoph Baumgartner under pressure, plays a medium pass along the ground to Philipp Mwene",7,0.3516016468060868,0.1445881843107087,0.1093504189065525,0.3244141340255737,0.0,0.0633523017168045,0.0359943360090255,0.0273579657077789,5,20,3,13,0,0,2,0,0.0,0,0,0,0.0,0,2,0,0.0,0,2,0,0,0,0,0,0,0,2,0,0,0.5
