data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
ESPN,0,1,First Half begins.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.093155100941658,0.0,0.093155100941658,3,0,3,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ESPN,1,1,Foul by Kyle Walker (England).,Foul,"[0:16] Cody Mathès Gakpo under pressure, carries the ball - BUT LOSES IT! . Kyle Walker closes down Cody Mathès Gakpo ⚠️ FOUL by Kyle Walker in the central midfield",4,0.4807753111113726,0.3670635813063541,0.2992349247891187,0.6144558191299438,0.1875,-0.3352441191673279,-0.1571546196937561,0.1780894994735717,5,29,4,20,3,2,2,1,0.5,1,0,0,0.0,1,1,1,1.0,2,2,0,0,1,0,0,0,1,1,0,0,0.6666666666666666
ESPN,1,2,Cody Gakpo (Netherlands) wins a free kick in the defensive half.,Free Kick,"[0:16] Cody Mathès Gakpo is fouled, Nathan Aké under pressure, delivers the free kick a medium pass back along the ground to Virgil van Dijk, Virgil van Dijk under pressure, carries the ball from the right defensive third into the central defensive third under pressure, delivers the free kick a short pass along the ground to Nathan Aké, Nathan Aké under pressure, carries the ball",5,0.4580377296679508,0.3649679860900894,0.2540138089948065,0.6742234826087952,0.1666666666666666,0.1711857616901397,-0.0915672779083252,0.2627530395984649,11,65,8,50,5,1,4,1,1.0,1,0,0,0.0,1,3,1,1.0,1,4,0,0,1,0,0,0,1,5,0,2,0.2222222222222222
ESPN,1,3,Cody Gakpo (Netherlands) wins a free kick in the defensive half.,Free Kick,"[0:32] Virgil van Dijk under pressure, delivers the free kick a medium pass along the ground to Stefan de Vrij, Stefan de Vrij under pressure, carries the ball under pressure, delivers the free kick a short pass forward along the ground to Jerdy Schouten, Jerdy Schouten under pressure, carries the ball under pressure, delivers the free kick a short pass back along the ground to Stefan de Vrij",6,0.4176625041750312,0.2709083936479012,0.1759297352189341,0.5627213716506958,0.074074074074074,0.1711857616901397,0.0291105974465608,0.1420751642435789,11,68,8,50,2,1,5,0,0.0,1,0,0,0.0,1,2,1,1.0,1,5,0,0,1,0,0,0,1,6,0,4,0.2222222222222222
ESPN,1,4,Cody Gakpo (Netherlands) wins a free kick in the defensive half.,Free Kick,"[0:53] Stefan de Vrij under pressure, carries the ball under pressure, delivers the free kick a medium pass forward along the ground to Denzel Dumfries, Denzel Dumfries under pressure, carries the ball from the left defensive third into the left midfield under pressure, delivers the free kick a long ball forward through the air to Donyell Malen into the left attacking third . Marc Guehi under pressure, delivers the free kick a long pass back along the ground to Jordan Pickford",8,0.41384408702001,0.274293744127552,0.2199537376892093,0.5218464136123657,0.081081081081081,0.1711857616901397,0.0036808773875236,0.1675048843026161,11,81,8,60,3,1,6,0,0.0,1,0,0,0.0,1,2,1,1.0,1,6,0,0,1,0,0,0,1,5,0,3,0.2222222222222222
ESPN,1,5,Cody Gakpo (Netherlands) wins a free kick in the defensive half.,Free Kick,"[0:16] Cody Mathès Gakpo under pressure, carries the ball - BUT LOSES IT! . Kyle Walker closes down Cody Mathès Gakpo ⚠️ FOUL by Kyle Walker in the central midfield",4,0.3989463508346552,0.308041928240839,0.2191556576622171,0.6097320318222046,0.0952380952380952,0.1711857616901397,-0.1571546196937561,0.3283403813838959,11,29,8,20,2,1,2,1,1.0,1,0,0,0.0,1,1,0,0.0,1,2,0,0,1,0,0,0,1,1,0,0,0.0
ESPN,1,6,Cody Gakpo (Netherlands) wins a free kick in the defensive half.,Free Kick,"[0:44] Virgil van Dijk under pressure, carries the ball under pressure, delivers the free kick a medium pass to Stefan de Vrij, Stefan de Vrij under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Denzel Dumfries, Denzel Dumfries under pressure, carries the ball",7,0.3975489256137444,0.2410756430498538,0.1508113189950917,0.4890822768211365,0.0833333333333333,0.1711857616901397,0.0381545349955558,0.1330312266945839,11,52,8,39,2,1,5,0,0.0,1,0,0,0.0,1,2,1,1.0,1,5,0,0,1,0,0,0,1,4,0,2,0.2222222222222222
ESPN,1,7,Cody Gakpo (Netherlands) wins a free kick in the defensive half.,Free Kick,"[0:02] Jordan Pickford under pressure, carries the ball from the central defensive third into the right defensive third - BUT LOSES IT! . Memphis Depay closes down Jordan Pickford . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under MASSIVE pressure, plays a long ball forward through the air into the left attacking third, INTERCEPTED! England loses the ball . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Virgil van Dijk under pressure, plays a long ball forward through the air to Memphis Depay, but the pass doesn't find its target . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! John Stones under pressure, plays a medium pass forward through the air to Harry Kane into the central attacking third",2,0.3926902919039446,0.2151539031366928,0.1480320116815307,0.4482493698596954,0.0491803278688524,0.1711857616901397,0.0964852198958396,0.0747005417943,11,191,8,135,3,1,9,0,0.0,1,2,1,1.0,1,2,0,0.0,1,9,0,0,1,7,0,5,1,5,0,3,0.3333333333333333
ESPN,1,8,"Offside, Netherlands. Donyell Malen is caught offside.",Offside,"[0:53] Stefan de Vrij under pressure, carries the ball under pressure, delivers the free kick a medium pass forward along the ground to Denzel Dumfries, Denzel Dumfries under pressure, carries the ball from the left defensive third into the left midfield under pressure, delivers the free kick a long ball forward through the air to Donyell Malen into the left attacking third . Marc Guehi under pressure, delivers the free kick a long pass back along the ground to Jordan Pickford",8,0.3706526793110889,0.1722784339810109,0.0212996268260851,0.4383928179740906,0.0571428571428571,-0.0305437073111534,0.0036808773875236,0.034224584698677,7,81,6,60,2,2,6,1,0.5,1,0,0,0.0,1,2,0,0.0,2,6,0,0,1,0,0,0,2,5,1,3,0.3076923076923077
ESPN,1,9,Cody Gakpo (Netherlands) wins a free kick in the defensive half.,Free Kick,[0:14] Tijjani Reijnders closes down Harry Kane . Harry Kane loses control under pressure! . Cody Mathès Gakpo wins the ball back,3,0.3678203057408387,0.25309769559702,0.1523141551937591,0.4641217887401581,0.1428571428571428,0.1711857616901397,-0.1168261021375656,0.2880118638277054,11,22,8,18,3,1,3,1,1.0,1,0,0,0.0,1,0,0,0.0,1,3,0,0,1,0,0,0,1,0,0,0,0.0
ESPN,1,10,"Offside, Netherlands. Donyell Malen is caught offside.",Offside,"[0:02] Jordan Pickford under pressure, carries the ball from the central defensive third into the right defensive third - BUT LOSES IT! . Memphis Depay closes down Jordan Pickford . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under MASSIVE pressure, plays a long ball forward through the air into the left attacking third, INTERCEPTED! England loses the ball . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Virgil van Dijk under pressure, plays a long ball forward through the air to Memphis Depay, but the pass doesn't find its target . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Netherlands. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! John Stones under pressure, plays a medium pass forward through the air to Harry Kane into the central attacking third",2,0.354591553339852,0.1817983801888003,0.0397674925307158,0.4889609813690185,0.0166666666666666,-0.0305437073111534,0.0964852198958396,0.1270289272069931,7,191,6,135,1,2,9,0,0.0,1,2,1,1.0,1,2,0,0.0,2,9,0,0,1,7,0,5,2,5,1,3,0.23076923076923078
