data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
FLASHSCORE,0,1,The referee of today's match will be Clement Turpin.,General,,-1,0.0,0.0,0.0,0.0,0.0,0.0402765870094299,0.0,0.0402765870094299,9,0,5,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
FLASHSCORE,0,1,The players are out and the match is about to start. England will have the kick-off.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.0708672776818275,0.0,0.0708672776818275,16,0,8,0,0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
FLASHSCORE,1,1,"Today's match has just started, enjoy the game!",Kick Off,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Phil Foden under pressure, plays a long pass back along the ground to Jordan Pickford",1,0.3822135861644081,0.2046996071509429,0.0668819872867179,0.5215758085250854,0.0256410256410256,0.9681601524353028,0.8829156756401062,0.0852444767951965,8,59,6,39,1,1,8,0,0.0,0,2,0,0.0,0,2,0,0.0,1,8,0,0,0,2,0,0,0,2,0,0,0.0
FLASHSCORE,1,2,"Today's match has just started, enjoy the game!",Kick Off,"[0:47] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! John Stones under MASSIVE pressure, plays a medium pass along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a short pass along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Marc Guehi under pressure, plays a short pass along the ground to Declan Rice",6,0.3736390238376395,0.1778832363250435,0.0891859306013236,0.4212079644203186,0.0232558139534883,0.9681601524353028,0.92906653881073,0.0390936136245727,8,151,6,109,1,1,8,0,0.0,0,2,0,0.0,0,2,0,0.0,1,8,0,0,0,6,0,4,0,6,0,4,0.0
FLASHSCORE,1,3,"Today's match has just started, enjoy the game!",Kick Off,"[0:57] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Declan Rice under pressure, plays a medium pass back along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a medium pass along the ground to John Stones, John Stones under pressure, carries the ball under pressure, plays a long pass along the ground to Marc Guehi",7,0.3729985063250484,0.1798770632976453,0.0940272044668985,0.4223481714725494,0.0232558139534883,0.9681601524353028,0.9205229878425598,0.0476371645927429,8,118,6,86,1,1,8,0,0.0,0,2,0,0.0,0,2,0,0.0,1,8,0,0,0,4,0,2,0,5,0,3,0.0
FLASHSCORE,1,4,"Today's match has just started, enjoy the game!",Kick Off,"[0:20] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kieran Trippier under pressure, plays a short pass forward along the ground to Phil Foden, Phil Foden under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Phil Foden under pressure, plays a short pass along the ground to Kieran Trippier, Kieran Trippier under pressure, carries the ball - BUT LOSES IT! . Petar Stojanović closes down Kieran Trippier",3,0.3692064373409052,0.1740405081000988,0.087250517456641,0.4116151928901672,0.0232558139534883,0.9681601524353028,0.9228643774986268,0.045295774936676,8,117,6,84,1,1,7,0,0.0,0,2,0,0.0,0,2,0,0.0,1,7,0,0,0,4,0,2,0,4,0,2,0.0
FLASHSCORE,1,5,"Today's match has just started, enjoy the game!",Kick Off,"[0:28] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Marc Guehi under pressure, plays a medium pass along the ground to John Stones, John Stones under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! John Stones under pressure, plays a medium pass along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Marc Guehi under pressure, plays a short pass along the ground to Kieran Trippier",4,0.3690961003298439,0.1742542584730357,0.0883165061453492,0.4094462692737579,0.025,0.9681601524353028,0.9217817783355712,0.0463783740997314,8,150,6,108,1,1,7,0,0.0,0,2,0,0.0,0,2,0,0.0,1,7,0,0,0,6,0,4,0,6,0,4,0.0
FLASHSCORE,1,6,"Today's match has just started, enjoy the game!",Kick Off,"[0:10] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! John Stones under pressure, plays a short pass to Kyle Walker, Kyle Walker under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kyle Walker under pressure, plays a long pass along the ground to Marc Guehi, Marc Guehi under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Marc Guehi under pressure, plays a long pass along the ground to Kieran Trippier",2,0.3581737915798565,0.167583053658345,0.0824689116291648,0.3964707255363464,0.0238095238095238,0.9681601524353028,0.8981061577796936,0.0700539946556091,8,147,6,106,1,1,8,0,0.0,0,2,0,0.0,0,2,0,0.0,1,8,0,0,0,6,0,4,0,6,0,4,0.0
FLASHSCORE,1,7,"Today's match has just started, enjoy the game!",Kick Off,"[0:38] Jude Bellingham under pressure, drives forward with the ball from the right midfield into the right defensive third - BUT LOSES IT! . Petar Stojanović closes down Jude Bellingham . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jude Bellingham under MASSIVE pressure, plays a long pass back along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between England and Slovenia. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jordan Pickford under pressure, plays a medium pass along the ground to John Stones",5,0.181325542758752,0.166600777481462,0.1073009373866372,0.3739828765392303,0.0185185185185185,0.9681601524353028,0.1936599910259246,0.774500161409378,8,130,6,92,1,1,8,0,0.0,0,2,0,0.0,0,2,0,0.0,1,8,0,0,0,4,0,2,0,4,0,2,0.0
FLASHSCORE,2,1,"A short through ball almost allows Phil Foden (England) to get in a good shooting position, but he loses it to one of the defenders.",General,"[1:41] Kieran Trippier under pressure, plays a long pass forward along the ground to Phil Foden . Vanja Drkušić closes down Kieran Trippier . Phil Foden receives under pressure in the right attacking third under pressure, carries the ball loses control under pressure!",13,0.4440122585067668,0.2948895535461795,0.1649209912823287,0.6054619550704956,0.1142857142857142,0.0953055918216705,-0.0133140347898006,0.1086196266114711,25,43,15,34,4,1,3,1,1.0,1,0,0,0.0,0,1,0,0.0,1,3,0,0,1,0,0,0,0,1,0,0,0.5714285714285714
