data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions
FLASHSCORE,0,1,The referee of today's match will be Michael Oliver.,General,,-1,0.0,0.0,0.0,0.0,0.0,0.0513884201645851,0.0,0.0513884201645851,9,0,5,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,0,1,Germany will kick-off.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.1029439568519592,0.0,0.1029439568519592,3,0,3,0,0,0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FLASHSCORE,1,1,The match has just started.,Kick Off,"[0:47] Nico Schlotterbeck under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Robert Andrich, Robert Andrich under pressure, carries the ball under pressure, plays a medium pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball from the central midfield into the right defensive third",6,0.3365205837021918,0.13036874974511076,0.1392073346597555,0.2518989145755768,0.0,0.0633523017168045,0.0183283872902393,0.0450239144265651,5,56,3,43,0,0,3,0,0.0,0,0,0,0.0,0,1,0,0.0,0,3,0,0,0,0,0,0,0,2,0,1
FLASHSCORE,1,2,The match has just started.,Kick Off,"[0:54] Kai Havertz closes down Andreas Skov Olsen . Thomas Delaney under MASSIVE pressure, plays a short pass through the air to Andreas Skov Olsen, but the pass doesn't find its target . David Raum under pressure, plays a medium pass to Kai Havertz, but the pass doesn't find its target . Thomas Delaney under pressure, plays a medium pass forward through the air to Rasmus Winther Højlund, but the pass doesn't find its target . Nico Schlotterbeck wins the ball back",7,0.3187055758413737,0.13092276245714105,0.1034741041171812,0.2892941832542419,0.0,0.0633523017168045,-0.0545936822891235,0.117945984005928,5,82,3,59,0,0,6,0,0.0,0,0,0,0.0,0,1,0,0.0,0,6,0,0,0,0,0,0,0,6,0,5
FLASHSCORE,1,3,The match has just started.,Kick Off,"[0:41] İlkay Gündoğan under pressure, plays a long ball back through the air to David Raum, David Raum under pressure, carries the ball under pressure, plays a short pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball from the central midfield into the right midfield - BUT LOSES IT! . Pierre-Emile Højbjerg closes down Toni Kroos",5,0.2912294639842041,0.13339819990215396,0.1283806706254988,0.2718139290809631,0.0,0.0633523017168045,-0.1719244420528412,0.2352767437696457,5,61,3,46,0,0,4,0,0.0,0,0,0,0.0,0,1,0,0.0,0,4,0,0,0,0,0,0,0,1,0,0
FLASHSCORE,1,4,The match has just started.,Kick Off,"[0:22] Antonio Rüdiger under pressure, plays a medium pass along the ground to Nico Schlotterbeck, Nico Schlotterbeck under pressure, carries the ball - BUT LOSES IT! . Rasmus Winther Højlund closes down Nico Schlotterbeck . Nico Schlotterbeck under MASSIVE pressure, plays a medium pass along the ground to Toni Kroos, Toni Kroos under pressure, carries the ball from the central midfield into the central defensive third - BUT LOSES IT!",3,0.2410445376108325,0.13687807008560993,0.1159741188566833,0.2946600914001465,0.0,0.0633523017168045,-0.3831037580966949,0.4464560598134994,5,70,3,50,0,0,4,0,0.0,0,0,0,0.0,0,1,0,0.0,0,4,0,0,0,0,0,0,0,2,0,1
FLASHSCORE,1,5,The match has just started.,Kick Off,"[0:32] Manuel Neuer under pressure, carries the ball - BUT LOSES IT! . Rasmus Winther Højlund closes down Manuel Neuer . Manuel Neuer under MASSIVE pressure, plays a long ball forward through the air to Leroy Sané, but the pass doesn't find its target, Leroy Sané in the duel . Joakim Mæhle under pressure, plays a medium pass forward through the air to Pierre-Emile Højbjerg, but the pass doesn't find its target",4,0.2317967083496486,0.14104237211315307,0.1212677971294067,0.3018593192100525,0.0,0.0633523017168045,-0.43258798122406,0.4959402829408645,5,72,3,51,0,0,6,0,0.0,0,0,0,0.0,0,1,0,0.0,0,6,0,0,0,0,0,0,0,3,0,2
FLASHSCORE,1,6,The match has just started.,Kick Off,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Denmark and Germany. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Leroy Sané under pressure, plays a medium pass back along the ground to Joshua Kimmich",1,0.2135773595069369,0.22556777244071433,0.0884175267727588,0.5605080127716064,0.0277777777777777,0.0633523017168045,0.8857461810112,0.8223938792943954,5,59,3,39,1,0,8,0,0.0,0,2,0,0.0,0,2,0,0.0,0,8,0,0,0,2,0,0,0,2,0,0
FLASHSCORE,1,7,The match has just started.,Kick Off,"[0:05] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Denmark and Germany. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jamal Musiala under pressure, plays a long pass forward along the ground to Leroy Sané into the left attacking third . Andreas Christensen closes down Jamal Musiala . Leroy Sané receives under pressure in the left attacking third under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Denmark and Germany. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Leroy Sané under pressure, plays a dangerous short pass to İlkay Gündoğan into the central attacking third, but the pass doesn't find its target",2,0.1938915339210162,0.21260079405023383,0.1407469249621687,0.4778246879577636,0.0192307692307692,0.0633523017168045,0.9255885481834412,0.8622362464666367,5,130,3,94,1,0,7,0,0.0,0,2,0,0.0,0,2,0,0.0,0,7,0,0,0,4,0,2,0,5,0,3
FLASHSCORE,2,1,Joachim Andersen (Denmark) commits an ugly challenge. The referee sees it and immediately blows his whistle. Germany win a free kick and will be able to apply some pressure on the opposition goal.,General,"[1:02] Nico Schlotterbeck under MASSIVE pressure, plays a short pass forward along the ground to Kai Havertz, Kai Havertz under pressure, carries the ball from the central midfield into the right midfield - BUT LOSES IT! . Joachim Andersen closes down Kai Havertz ⚠️ FOUL by Joachim Andersen in the left midfield",8,0.3644280725148117,0.2345285009578593,0.1876304367345302,0.4477732479572296,0.0681818181818181,-0.4212429523468017,-0.1753697395324707,0.245873212814331,33,51,21,36,3,2,3,1,0.5,2,0,0,0.0,2,2,0,0.0,2,3,0,0,2,0,0,0,2,2,0,0
FLASHSCORE,2,2,Joachim Andersen (Denmark) commits an ugly challenge. The referee sees it and immediately blows his whistle. Germany win a free kick and will be able to apply some pressure on the opposition goal.,General,"[1:03] Kai Havertz is fouled, Toni Kroos under pressure, delivers the free kick a medium pass back along the ground to Antonio Rüdiger, Antonio Rüdiger under pressure, delivers the free kick a medium pass forward along the ground to Joshua Kimmich, Joshua Kimmich under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Antonio Rüdiger",9,0.3587536485597576,0.2327304593861217,0.2036370271425764,0.4213836193084717,0.073170731707317,-0.4212429523468017,-0.1580661684274673,0.2631767839193344,33,63,21,48,3,2,4,0,0.0,2,0,0,0.0,2,3,1,0.5,2,4,0,0,2,0,0,0,2,7,0,4
