data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
ESPN,0,1,First Half begins.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.093155100941658,0.0,0.093155100941658,3,0,3,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ESPN,5,1,"Corner, Spain. Conceded by John Stones.",Corner,"[4:06] Daniel Olmo Carvajal under pressure, carries the ball under pressure, plays a long ball forward through the air to Álvaro Borja Morata Martín into the central attacking third, but the pass doesn't find its target, Álvaro Borja Morata Martín receives under pressure in the central attacking third in the duel . John Stones clears the danger",24,0.3514887059578054,0.1829586305351724,0.0402862084484924,0.4479836225509643,0.0606060606060606,0.0973092690110206,-0.0456117987632751,0.1429210677742958,6,57,5,42,2,3,3,1,0.3333333333333333,1,0,0,0.0,1,1,0,0.0,3,3,0,0,1,0,0,0,1,1,0,0,0.3076923076923077
ESPN,5,2,"Corner, Spain. Conceded by John Stones.",Corner,"[4:47] Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air to Daniel Carvajal Ramos into the central attacking third, but the pass doesn't find its target, Daniel Carvajal Ramos receives under pressure in the central attacking third in the duel . Jude Bellingham clears the danger, Phil Foden clears the danger",25,0.3391413958611737,0.1730295655452742,0.0187419151095298,0.4717753529548645,0.0285714285714285,0.0973092690110206,-0.0652138441801071,0.1625231131911277,6,57,5,41,1,3,4,0,0.0,1,0,0,0.0,1,2,1,1.0,3,4,0,0,1,0,0,0,1,2,0,0,0.15384615384615385
ESPN,5,3,"Corner, Spain. Conceded by John Stones.",Corner,"[4:56] Phil Foden under pressure, carries the ball under pressure, plays a short pass through the air to Bukayo Saka, Bukayo Saka under pressure, carries the ball - BUT LOSES IT! . Lamine Yamal Nasraoui Ebana closes down Bukayo Saka, Nicholas Williams Arthuer closes down the ball carrier",26,0.2219309117645025,0.0869779586791992,0.0,0.2609338760375976,0.0,0.0973092690110206,-0.2759009599685669,0.3732102289795875,6,48,5,37,0,3,4,0,0.0,1,0,0,0.0,1,1,0,0.0,3,4,0,0,1,0,0,0,1,1,0,0,0.0
ESPN,10,1,Jude Bellingham (England) wins a free kick on the left wing.,Free Kick,"[9:29] Jude Bellingham is fouled, Luke Shaw under pressure, delivers the free kick a long ball forward through the air into the left attacking third, ⚠️ FOUL by Marc Guehi in the central attacking third",54,0.4773317949963906,0.3748171518403025,0.2763284598875622,0.6558153033256531,0.1923076923076923,0.1640618741512298,-0.0510624013841152,0.215124275535345,11,34,8,25,5,1,3,1,1.0,1,0,0,0.0,1,2,1,1.0,1,3,0,0,1,0,0,0,1,3,0,1,0.6666666666666666
ESPN,10,2,Jude Bellingham (England) wins a free kick on the left wing.,Free Kick,"[9:28] Declan Rice under pressure, plays a short pass to Jude Bellingham . Rodrigo Hernández Cascante closes down Declan Rice . Jude Bellingham under pressure, carries the ball - BUT LOSES IT! . ⚠️ FOUL by Rodrigo Hernández Cascante in the left midfield",53,0.3825742931741808,0.256831575642471,0.1758901799036398,0.4746045470237732,0.12,0.1640618741512298,-0.0761356800794601,0.24019755423069,11,42,8,29,3,1,3,1,1.0,1,0,0,0.0,1,2,0,0.0,1,3,0,0,1,0,0,0,1,2,0,0,0.4444444444444444
ESPN,10,3,Jude Bellingham (England) wins a free kick on the left wing.,Free Kick,"[9:10] Kyle Walker under pressure, plays a medium pass back along the ground to John Stones, John Stones under pressure, carries the ball from the left defensive third into the central defensive third under pressure, plays a medium pass along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Jordan Pickford",52,0.307599994088891,0.1577185972474454,0.1028469735563057,0.3408970534801483,0.0294117647058823,0.1640618741512298,-0.0786939412355423,0.2427558153867721,11,64,8,48,1,1,4,0,0.0,1,0,0,0.0,1,1,0,0.0,1,4,0,0,1,0,0,0,1,2,0,1,0.0
ESPN,10,4,Foul by Rodri (Spain).,Foul,"[9:29] Jude Bellingham is fouled, Luke Shaw under pressure, delivers the free kick a long ball forward through the air into the left attacking third, ⚠️ FOUL by Marc Guehi in the central attacking third",54,0.2775181609573818,0.1940537211044439,0.0841879811119464,0.4579731822013855,0.04,-0.5231509208679199,-0.0510624013841152,0.4720885194838047,4,34,3,25,1,2,3,0,0.0,1,0,0,0.0,1,2,1,1.0,2,3,0,0,1,0,0,0,1,3,0,1,0.2222222222222222
ESPN,10,5,Foul by Rodri (Spain).,Foul,"[9:28] Declan Rice under pressure, plays a short pass to Jude Bellingham . Rodrigo Hernández Cascante closes down Declan Rice . Jude Bellingham under pressure, carries the ball - BUT LOSES IT! . ⚠️ FOUL by Rodrigo Hernández Cascante in the left midfield",53,0.2709527099417061,0.1769420268517613,0.0779443731687472,0.4074271619319916,0.0454545454545454,-0.5231509208679199,-0.0761356800794601,0.4470152407884598,4,42,3,29,1,2,3,0,0.0,1,0,0,0.0,1,2,1,1.0,2,3,0,0,1,0,0,0,1,2,0,0,0.4444444444444444
ESPN,10,6,Foul by Rodri (Spain).,Foul,"[9:10] Kyle Walker under pressure, plays a medium pass back along the ground to John Stones, John Stones under pressure, carries the ball from the left defensive third into the central defensive third under pressure, plays a medium pass along the ground to Jordan Pickford, Jordan Pickford under pressure, carries the ball - BUT LOSES IT! . Daniel Olmo Carvajal closes down Jordan Pickford",52,0.2211312092840671,0.1096606055895487,0.0,0.3289818167686462,0.0,-0.5231509208679199,-0.0786939412355423,0.4444569796323776,4,64,3,48,0,2,4,0,0.0,1,0,0,0.0,1,1,0,0.0,2,4,0,0,1,0,0,0,1,2,0,1,0.0
