data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
BBC,1,1,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:55] Theo Bernard François Hernández under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Theo Bernard François Hernández under pressure, plays a medium pass forward along the ground to Kylian Mbappé Lottin into the right attacking third, Kylian Mbappé Lottin receives under pressure in the right attacking third under pressure, carries the ball - BUT LOSES IT! . Jeremy Doku closes down Kylian Mbappé Lottin",9,0.3654995705946477,0.2288694376765611,0.133477496424552,0.5192325115203857,0.0338983050847457,0.6302928924560547,0.8549029231071472,0.2246100306510925,25,92,15,69,2,5,7,0,0.0,0,2,0,0.0,0,2,0,0.0,5,7,0,0,0,2,0,0,0,2,0,0,0.1
BBC,1,2,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:33] Kylian Mbappé Lottin under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kylian Mbappé Lottin under pressure, plays a short pass along the ground to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Theo Bernard François Hernández under pressure, plays a medium pass back along the ground to William Saliba, William Saliba under pressure, carries the ball",5,0.354203013201824,0.2298721043537341,0.1239971103006528,0.5271576642990112,0.0384615384615384,0.6302928924560547,0.9030971527099608,0.2728042602539062,25,121,15,91,2,5,7,0,0.0,0,2,0,0.0,0,2,0,0.0,5,7,0,0,0,4,0,2,0,4,0,2,0.1
BBC,1,3,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:13] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Theo Bernard François Hernández under pressure, plays a medium pass forward along the ground to Kylian Mbappé Lottin, Kylian Mbappé Lottin under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Kylian Mbappé Lottin under pressure, plays a short pass back along the ground to Theo Bernard François Hernández, Theo Bernard François Hernández under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Theo Bernard François Hernández under pressure, plays a medium pass back along the ground to William Saliba",3,0.3402671309606774,0.2201801263354279,0.1282828226533088,0.4945217072963714,0.0377358490566037,0.6302928924560547,0.9297647476196288,0.2994718551635742,25,164,15,122,2,5,7,0,0.0,0,2,0,0.0,0,2,0,0.0,5,7,0,0,0,6,0,4,0,6,0,4,0.1
BBC,1,4,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:49] Antoine Griezmann under pressure, carries the ball - BUT LOSES IT! . Jeremy Doku loses control under pressure! . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Antoine Griezmann under pressure, plays a medium pass along the ground to Adrien Rabiot into the central attacking third, Adrien Rabiot under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Adrien Rabiot under pressure, plays a short pass along the ground to Antoine Griezmann into the left attacking third",8,0.3361279965542978,0.2077760399849184,0.1165607788859427,0.4889101982116699,0.0178571428571428,0.6302928924560547,0.3514767587184906,0.2788161337375641,25,127,15,91,1,5,7,0,0.0,0,2,0,0.0,0,2,0,0.0,5,7,0,0,0,4,0,2,0,4,0,2,0.0
BBC,1,5,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:41] 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jules Koundé under pressure, plays a medium pass forward along the ground to Antoine Griezmann, Antoine Griezmann under pressure, carries the ball - BUT LOSES IT! . Arthur Theate closes down Antoine Griezmann . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Antoine Griezmann under MASSIVE pressure, plays a short pass along the ground to N'Golo Kanté, N'Golo Kanté under pressure, carries the ball - BUT LOSES IT!",6,0.3268092997020797,0.1988642185457966,0.1104091229906657,0.4683263897895813,0.0178571428571428,0.6302928924560547,0.9196483492851256,0.289355456829071,25,123,15,86,1,5,8,0,0.0,0,2,0,0.0,0,2,0,0.0,5,8,0,0,0,4,0,2,0,4,0,2,0.0
BBC,1,6,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:00] Starting XI . Starting XI . Half Start . Half Start . 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Marcus Thuram under pressure, plays a short pass back along the ground to Aurélien Djani Tchouaméni",1,0.3237553648639623,0.1809980819607977,0.0997258178389499,0.4228602647781372,0.0204081632653061,0.6302928924560547,0.8782656788825989,0.2479727864265442,25,60,15,40,1,5,8,0,0.0,0,2,0,0.0,0,2,0,0.0,5,8,0,0,0,2,0,0,0,2,0,0,0.0
BBC,1,7,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:04] Antoine Griezmann under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Antoine Griezmann under pressure, plays a medium pass back along the ground to Jules Koundé, Jules Koundé under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jules Koundé under pressure, plays a long pass along the ground to William Saliba, William Saliba under pressure, carries the ball",2,0.3230894851808373,0.1879825854466522,0.1146608591574922,0.4292868971824646,0.02,0.6302928924560547,0.9018827080726624,0.2715898156166076,25,113,15,83,1,5,7,0,0.0,0,2,0,0.0,0,2,0,0.0,5,7,0,0,0,4,0,2,0,4,0,2,0.0
BBC,1,8,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:21] Jules Koundé under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Jules Koundé under pressure, plays a short pass along the ground to Dayotchanculle Upamecano, Dayotchanculle Upamecano under pressure, carries the ball 🏆 THE EURO 2024 MATCH IS UNDERWAY! Welcome for this clash between Belgium and France. Both teams have fought hard to reach this stage of Euro 2024. We're all set for kick-off! Dayotchanculle Upamecano under pressure, plays a long pass along the ground to Adrien Rabiot, Adrien Rabiot under pressure, drives forward with the ball",4,0.3215092874792754,0.1910961279905556,0.1152403371677251,0.438440203666687,0.0196078431372549,0.6302928924560547,0.91754412651062,0.2872512340545654,25,114,15,83,1,5,7,0,0.0,0,2,0,0.0,0,2,0,0.0,5,7,0,0,0,4,0,2,0,4,0,2,0.0
BBC,1,9,"Kevin de Bruyne v Kylian Mbappe. Two superstars, who will guide their team to the quarter-finals? Away we go in this enticing last-16 match up.",Kick Off,"[0:45] Marcus Thuram under pressure, carries the ball - BUT LOSES IT! . Amadou Onana closes down Marcus Thuram, Jan Vertonghen closes down the ball carrier . Marcus Thuram is dispossessed by Jan Vertonghen! . Jan Vertonghen in the duel",7,0.1168023051000369,0.1298173667559004,0.0494426493552258,0.3400094509124756,0.0,0.6302928924560547,-0.291949987411499,0.9222428798675536,25,40,15,27,0,5,3,0,0.0,0,0,0,0.0,0,0,0,0.0,5,3,0,0,0,0,0,0,0,0,0,0,0.0
BBC,2,1,Adrien Rabiot has a bit of a hit and hope effort in these early stages. Hooked with his left foot well wide of the Belgium goal.,General,"[1:07] The goalkeeper deals with it, From the goal kick, Wout Faes under pressure, plays a short pass along the ground to Koen Casteels",11,0.368947929920867,0.1782353585390448,0.1052963219574585,0.3949269950389862,0.0344827586206896,0.1000229567289352,0.041108600795269,0.0589143559336662,26,24,15,15,1,3,3,0,0.0,1,0,0,0.0,2,3,1,0.5,3,3,0,0,1,0,0,0,2,4,0,1,0.15384615384615385
